id,likelihood
94dbc5c3-ef37-445e-9154-3d9f9ea9245d,0.9883242803290183
c943a37b-f9ae-4784-beb7-f9efce2ca855,0.35526087655231836
2bf9d325-fba4-4dfa-9f9f-08a25e70b073,0.6845376146970231
842fd78c-c050-4a88-b48d-758414697864,0.9376385671008565
60034587-15ac-4edd-bf3d-19a059043557,0.8183740571264647
0457a0fa-f3f2-423f-a5ab-54d663fabb42,0.9885711432780976
cafb12ec-ba77-47ef-8064-7101149e85d6,0.9344545931198747
33415486-be97-4d12-b75d-86f8bcf70eb8,0.4463344303260054
b0c71eea-5bc9-433a-b763-4e60ea57a75f,0.45379575910722425
6237f8bb-69ea-48ca-aeed-ee4bda568392,0.6505311043555317
d0578bfa-dad2-4d1b-9ebb-b11938f7cc43,0.9844195818576065
1f1b74e8-fe0c-49ab-8beb-765766ed484b,0.9298969827519418
884d26d0-16e5-4913-adce-b1a6dfa65174,0.8464874785113655
cf08946c-8dad-4834-b153-e4f9395d6749,0.014367952399567358
97582d97-dedc-48ed-9962-fbcb80a53ad8,0.3770465838337705
b75245e2-0b4c-412c-8764-f69ed028f11d,0.9668956679218073
f84368c7-747b-4373-96e6-6275511fb653,0.981031532131672
e1b3502a-b526-4b17-b4b9-c437e341a7a8,0.9731087828309386
e6f4976f-d3c4-45f3-a507-caed95ce7987,0.9774295904754454
8bd00598-d43d-449d-bc30-2d5cdb0f0b7a,0.9848372179179865
f1fe68f0-a301-45bc-b625-07f7b00b29d8,0.9819649326860861
f2c9224e-c30e-41f4-91c4-9192f39c3a4d,0.9841573421128743
0fdde9f8-0a70-4912-bd97-3a4fca7a10e5,0.9806144931416076
a0c5224f-a6cf-4e84-9eae-7bfc80b03d8e,0.949994901760845
331de241-7a7a-4d9f-82c8-6776600b3cf8,0.9829027230712013
3aba1c74-b246-46e5-9803-609e45e3e56d,0.7600532070440734
0761d72e-1377-4280-9967-61588559c148,0.9648019033553588
ba3e6d88-9bc8-4014-a286-21dfe610e663,0.1296150559653738
731ee2aa-d360-477c-a193-5a6efff52757,0.6480126967104872
be4fe0c8-657b-44e5-aaeb-6f40aa244c23,0.24637339121783772
076d57fe-07aa-4b39-ae72-ad9c1cbceffb,0.1694438296048711
23583f4e-2be9-48c2-9f89-0c6b2c4c668e,0.9726595209206217
da0eeec3-9960-4c69-a7f2-ebbcfb89075e,0.9874310735464394
39293551-d700-4efa-8507-1db2de724b5e,0.9556086049233992
f565edd6-3efc-4030-adbf-ede0e9fb4780,0.2286095687682903
7a82af3a-d44e-4359-8b14-94e15af6fa09,0.9605963362181348
83d624d9-dde3-4da6-8eee-a6d0bedc0278,0.9867652289505457
8cbf7954-5825-4d42-a133-7832bd8eeb6d,0.9775589950231585
2f263e09-20a6-4a48-a7d4-c585f04a2cb2,0.9849855267639849
89e76cb4-8458-4096-a6bd-8788a01569f5,0.9798933434116844
98c7a727-2c81-4790-a7b2-edc7869c149a,0.9607341989489365
b1b85be9-9a62-4677-953a-509893bd4019,0.9321721909244943
1fe20b03-ae87-462a-8f76-732b476a7646,0.8138356526370382
a05f5e19-8da8-46c6-b823-46a7acb90894,0.9784823788255561
21a195af-5496-4a53-9cb4-053becee6bcf,0.9706038574456463
75d11043-99ea-4ebb-81a4-6a3c4028eb3e,0.9630969588650746
1e641f31-0e75-41f8-b136-ebefbd059138,0.9284292737241806
fd25e245-02c7-40eb-bf23-acf8ed0180e5,0.9655189668907492
991e7bc9-1f67-40a5-8aae-66abb0831cfe,0.9812065704451406
