id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,counterpress,off_camera,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
e42b7a9f-694c-4ff3-ab08-3455ad35f6e3,5,1,0,Kick Off,2,From Kick Off,Switzerland,Xherdan Shaqiri,Center Attacking Midfield,1.243733,3788765,3533,,,,Complete,5549,Manuel Obafemi Akanji,Ground Pass,Left Foot,59.673992,40.87281,37.9,43.8
d296459c-ae98-4494-982a-f568a3986ce2,8,1,0,,2,From Kick Off,Switzerland,Manuel Obafemi Akanji,Center Back,1.00939,3788765,5549,,,,Complete,3500,Granit Xhaka,Ground Pass,Right Foot,54.11152,39.140713,77.9,32.9
953e7865-4973-4262-9f38-5fc74199682f,12,1,0,,2,From Kick Off,Switzerland,Granit Xhaka,Left Defensive Midfield,0.99828,3788765,3500,,,,Complete,5548,Steven Zuber,Ground Pass,Left Foot,76.36777,21.462986,85.4,5.9
4a9f5b35-f0a1-4000-bf27-50982d5be765,15,1,0,,2,From Kick Off,Switzerland,Steven Zuber,Left Wing Back,0.858599,3788765,5548,,,,Complete,3533,Xherdan Shaqiri,Ground Pass,Right Foot,85.04147,2.85246,90.1,14.1
b5174543-a70f-422b-ba66-8f0d6475ac8a,17,1,0,,2,From Kick Off,Switzerland,Xherdan Shaqiri,Center Attacking Midfield,1.013468,3788765,3533,,,,Complete,3500,Granit Xhaka,Ground Pass,Left Foot,90.10531,16.298897,76.2,14.7
02802511-9272-4a88-b0c9-24249622dede,20,1,0,,2,From Kick Off,Switzerland,Granit Xhaka,Left Defensive Midfield,1.052318,3788765,3500,,,,Complete,5544,Ricardo Iván Rodríguez Araya,Ground Pass,Right Foot,70.461815,11.69744,56.7,10.4
b4b4f3cc-c76a-4217-8c77-1fbab179110a,22,1,0,,2,From Kick Off,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,1.580319,3788765,5544,,,,Complete,5548,Steven Zuber,Ground Pass,Left Foot,58.2543,9.62603,73.4,3.6
04ba5d38-1d5a-4486-9f10-71ef08cc9351,26,1,0,,2,From Kick Off,Switzerland,Steven Zuber,Left Wing Back,0.720961,3788765,5548,True,,,Complete,3500,Granit Xhaka,Ground Pass,Right Foot,71.5,6.6,63.8,12.8
8b054796-7f95-4237-933e-0192ba0cc518,29,1,0,,2,From Kick Off,Switzerland,Granit Xhaka,Left Defensive Midfield,0.862716,3788765,3500,,,,Unknown,,,High Pass,Left Foot,61.653526,11.42298,77.3,11.7
11e0741f-bbd9-4d9b-8e8c-feb46ee2c485,32,1,0,Free Kick,3,From Free Kick,Turkey,Merih Demiral,Right Center Back,0.871696,3788765,23558,,,,Complete,12293,Kaan Ayhan,Ground Pass,Right Foot,30.521185,68.70274,42.8,61.3
d7422ec2-f6ab-42e6-bf14-0e7d886e268d,35,1,0,,3,From Free Kick,Turkey,Kaan Ayhan,Center Defensive Midfield,0.909281,3788765,12293,,,,Complete,23558,Merih Demiral,Ground Pass,Right Foot,38.644695,68.09772,25.3,63.5
dea7e8c0-a1c8-40b2-aba7-a37cf480d659,38,1,0,,3,From Free Kick,Turkey,Merih Demiral,Right Center Back,4.081808,3788765,23558,,,,Incomplete,,,High Pass,Right Foot,26.226591,71.25816,84.8,48.5
7eb20cfc-46ce-4559-9b28-fff473da9545,39,1,0,Recovery,4,Regular Play,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,2.534735,3788765,5544,,,,Complete,8814,Nico Elvedi,Low Pass,Head,35.001816,23.023792,29.1,48.5
280814cd-6cec-4623-9854-200e5014891c,42,1,0,,4,Regular Play,Switzerland,Nico Elvedi,Right Center Back,2.733408,3788765,8814,True,,,Complete,5549,Manuel Obafemi Akanji,Ground Pass,Right Foot,28.563255,40.51097,40.0,67.1
d93b59a3-8b6b-49b7-b80b-bdf856e79e7d,45,1,0,,4,Regular Play,Switzerland,Manuel Obafemi Akanji,Center Back,0.147131,3788765,5549,True,,,Incomplete,5545,Breel-Donald Embolo,Ground Pass,Right Foot,39.41935,63.86834,43.2,70.8
d15be86c-0e18-4e25-9afb-ca79b588420d,48,1,1,Throw-in,5,From Throw In,Switzerland,Silvan Widmer,Right Wing Back,3.427586,3788765,7796,,,,Complete,3533,Xherdan Shaqiri,High Pass,,79.06365,79.43032,116.4,64.8
be0df1a7-62e9-4e9a-b571-e95135e0a30c,52,1,1,,5,From Throw In,Switzerland,Xherdan Shaqiri,Center Attacking Midfield,1.007314,3788765,3533,True,,,Incomplete,5543,Haris Seferović,Ground Pass,Right Foot,117.00346,63.640663,116.7,52.1
f31fa77c-86ff-45c2-8083-d6b9c42d11e1,56,1,1,,5,From Throw In,Turkey,Merih Demiral,Right Center Back,2.102141,3788765,23558,,,,Complete,7039,Hakan Çalhanoğlu,High Pass,Left Foot,2.0723484,28.220232,31.5,1.9
87c2e32e-a676-4c46-98c2-8bad94a59189,59,1,1,,5,From Throw In,Turkey,Hakan Çalhanoğlu,Left Midfield,0.952222,3788765,7039,,,,Incomplete,30311,İrfan Can Kahveci,Low Pass,Right Foot,32.084076,2.0251162,27.4,12.3
bd17ad44-8d88-4c87-a555-109e2d086da8,62,1,1,Interception,5,From Throw In,Switzerland,Remo Freuler,Right Defensive Midfield,1.408036,3788765,6983,True,True,,Incomplete,5545,Breel-Donald Embolo,Low Pass,Right Foot,93.39992,67.39239,104.9,69.1
b1ea1a53-3acf-4188-a3e1-279740185ac3,74,1,1,,6,Regular Play,Turkey,Uğurcan Çakır,Goalkeeper,2.04398,3788765,30357,,,,Complete,10826,Mert Müldür,Ground Pass,Keeper Arm,14.92077,33.15848,28.1,3.8
d88c43bf-0789-44ac-9b11-ba41d9d9849e,77,1,1,,6,Regular Play,Turkey,Mert Müldür,Left Back,0.500545,3788765,10826,,,,Complete,7039,Hakan Çalhanoğlu,Ground Pass,Left Foot,44.85714,6.377353,45.8,6.6
578cadd7-2a43-4eb0-8a22-3fbe32cb6c82,80,1,1,,6,Regular Play,Turkey,Hakan Çalhanoğlu,Left Midfield,0.887047,3788765,7039,,,,Complete,10826,Mert Müldür,Ground Pass,Right Foot,46.693638,16.226635,48.0,1.6
21811ef5-11e8-4f87-bb5a-00b610a0ab08,83,1,1,,6,Regular Play,Turkey,Mert Müldür,Left Back,1.074778,3788765,10826,,,,Complete,30311,İrfan Can Kahveci,Ground Pass,Right Foot,48.27983,5.069883,57.0,14.9
79ffff61-7a56-4f93-b469-0e87aef5bb89,87,1,1,,6,Regular Play,Turkey,İrfan Can Kahveci,Left Center Midfield,0.882149,3788765,30311,,,,Complete,11086,Burak Yılmaz,Ground Pass,Left Foot,91.42507,7.506576,83.7,11.1
f07e6e8d-4d54-4e1d-850a-c10fef7d1b0f,93,1,2,Corner,7,From Corner,Turkey,Hakan Çalhanoğlu,Left Midfield,1.342969,3788765,7039,,,,Incomplete,11088,Ozan Tufan,High Pass,Right Foot,119.68772,1.2725035,114.1,36.1
56173d10-e242-42a3-a2a7-b76526178211,97,1,2,Recovery,7,From Corner,Turkey,Mehmet Zeki Çelik,Right Back,1.383241,3788765,10349,,,,Complete,12293,Kaan Ayhan,Low Pass,Head,84.03731,43.509865,67.4,38.6
e8c3dec9-b0c8-4176-b276-11dfd3d71dd6,100,1,2,,7,From Corner,Turkey,Kaan Ayhan,Center Defensive Midfield,0.747694,3788765,12293,,,,Complete,10349,Mehmet Zeki Çelik,Ground Pass,Right Foot,65.56399,40.35725,70.6,49.3
44ad1a76-f1a5-474b-be12-3ccf440eb922,105,1,2,,7,From Corner,Turkey,Mehmet Zeki Çelik,Right Back,3.196436,3788765,10349,True,,,Complete,30357,Uğurcan Çakır,Ground Pass,Right Foot,67.15084,57.73423,24.2,50.0
d8808b2e-bd1e-46b8-8e2c-5726fd5255bc,108,1,2,,7,From Corner,Turkey,Uğurcan Çakır,Goalkeeper,3.592644,3788765,30357,,,,Incomplete,7039,Hakan Çalhanoğlu,High Pass,Right Foot,27.799229,48.878128,91.6,2.9
63a4fb5a-d5b0-46e8-9f80-054d1a2f2f8c,110,1,2,Interception,7,From Corner,Switzerland,Silvan Widmer,Right Wing Back,2.029889,3788765,7796,True,,,Incomplete,,,High Pass,,30.50382,72.20101,40.9,77.0
c09b0d99-6cc2-4b01-939e-c1b0e46a80f8,114,1,2,,7,From Corner,Turkey,İrfan Can Kahveci,Left Center Midfield,0.903577,3788765,30311,,,,Complete,11086,Burak Yılmaz,Ground Pass,Left Foot,88.8075,8.7446995,81.1,16.8
909dc2ee-7f3c-4c75-b4ac-04d59ac46896,117,1,2,,7,From Corner,Turkey,Burak Yılmaz,Center Forward,0.612027,3788765,11086,,,,Complete,30311,İrfan Can Kahveci,Ground Pass,Left Foot,81.992455,34.387764,89.0,16.4
76cbb6cb-0f80-44d8-ae01-b95b7bcc5d58,121,1,2,,7,From Corner,Turkey,İrfan Can Kahveci,Left Center Midfield,0.787535,3788765,30311,,,,Complete,11088,Ozan Tufan,Ground Pass,Left Foot,91.26188,37.88305,85.8,31.6
ab99c7ad-5cbc-4630-be9c-129eb50c4479,130,1,3,Goal Kick,8,From Goal Kick,Switzerland,Yann Sommer,Goalkeeper,1.299816,3788765,5550,,,True,Complete,5549,Manuel Obafemi Akanji,Ground Pass,Right Foot,7.0,36.1,13.1,34.0
739497bd-393d-46c0-9481-d30ff3339051,133,1,3,,8,From Goal Kick,Switzerland,Manuel Obafemi Akanji,Center Back,1.62252,3788765,5549,True,,,Incomplete,5543,Haris Seferović,Ground Pass,Right Foot,23.136185,35.422764,49.2,31.6
a22b2e05-0fbd-4727-a770-eac6853f3789,137,1,3,,9,Regular Play,Turkey,Merih Demiral,Right Center Back,0.617913,3788765,23558,,,,Complete,11086,Burak Yılmaz,Ground Pass,Left Foot,72.973045,44.74303,80.5,40.1
34c77c2e-308d-40b7-856d-06bd88f1071b,146,1,3,,9,Regular Play,Turkey,İrfan Can Kahveci,Left Center Midfield,1.182259,3788765,30311,,,,Complete,6971,Cengiz Ünder,Ground Pass,Left Foot,96.6832,60.280323,111.3,69.5
9bce4033-a115-4a34-bf7f-b34dbbc62cd2,156,1,3,Recovery,9,Regular Play,Turkey,Burak Yılmaz,Center Forward,1.409404,3788765,11086,,,,Complete,12293,Kaan Ayhan,Low Pass,Other,105.79851,42.779118,95.7,35.2
71e25661-1265-4b2e-a290-fac306a553ec,160,1,3,Recovery,9,Regular Play,Turkey,Hakan Çalhanoğlu,Left Midfield,0.98079,3788765,7039,,,,Incomplete,10349,Mehmet Zeki Çelik,Low Pass,Left Foot,114.75242,21.558004,113.2,40.8
f96a5423-e259-45d9-abe9-8c1ba1b4684d,163,1,3,Recovery,9,Regular Play,Turkey,Kaan Ayhan,Center Defensive Midfield,1.361042,3788765,12293,,,,Complete,30311,İrfan Can Kahveci,Low Pass,Right Foot,95.649445,33.294544,93.1,40.1
590d40e4-bac3-4874-9040-90436eda61a6,167,1,4,Goal Kick,10,From Goal Kick,Switzerland,Yann Sommer,Goalkeeper,3.398685,3788765,5550,,,,Incomplete,,,High Pass,Right Foot,5.814445,38.950108,68.1,42.5
4f6e5023-7cae-4d88-96a6-734d3becff8e,168,1,4,Recovery,10,From Goal Kick,Turkey,İrfan Can Kahveci,Left Center Midfield,2.083178,3788765,30311,,,,Incomplete,6971,Cengiz Ünder,High Pass,Head,52.697334,37.724777,68.9,52.3
281cd903-0cdd-4589-91a4-4b70748d27d4,170,1,4,Recovery,10,From Goal Kick,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,1.505636,3788765,5544,,,,Complete,5543,Haris Seferović,High Pass,Head,52.34816,29.520267,70.2,28.0
6f6f81f2-fda7-46dd-965b-cc5e381c6a72,179,1,5,Free Kick,11,From Free Kick,Switzerland,Manuel Obafemi Akanji,Center Back,1.101737,3788765,5549,,,,Complete,6983,Remo Freuler,Ground Pass,Left Foot,67.532265,31.149044,62.9,42.1
84cb9cd6-85a7-4446-8c69-7c2b6e704e94,182,1,5,,11,From Free Kick,Switzerland,Remo Freuler,Right Defensive Midfield,2.485564,3788765,6983,,,,Complete,8814,Nico Elvedi,Ground Pass,Right Foot,61.508675,43.919426,61.0,74.2
39a91174-c6ca-4989-b73f-544d08ab1985,184,1,5,,11,From Free Kick,Switzerland,Nico Elvedi,Right Center Back,1.016168,3788765,8814,,,,Complete,7796,Silvan Widmer,Ground Pass,Right Foot,59.704716,70.83129,70.8,78.9
aafb9e94-13b8-47ea-8b5b-9923017546d8,187,1,5,,11,From Free Kick,Switzerland,Silvan Widmer,Right Wing Back,1.461782,3788765,7796,,,,Complete,8814,Nico Elvedi,Ground Pass,Right Foot,70.218,77.6892,53.1,78.7
690b9416-1612-41ad-a754-b92a6316955e,189,1,5,,11,From Free Kick,Switzerland,Nico Elvedi,Right Center Back,3.406959,3788765,8814,,,,Complete,5550,Yann Sommer,Ground Pass,Right Foot,53.359695,77.101944,22.1,68.8
cdf561a3-c3db-4f15-bb92-082779c591fd,191,1,5,,11,From Free Kick,Switzerland,Yann Sommer,Goalkeeper,3.675242,3788765,5550,,,,Incomplete,5545,Breel-Donald Embolo,High Pass,Right Foot,21.36019,64.027596,76.8,63.7
c3faa7a4-b362-4acd-ab8a-8e821df92e44,194,1,5,Recovery,12,Regular Play,Turkey,Caglar Söyüncü,Left Center Back,1.67244,3788765,8963,True,,,Complete,30311,İrfan Can Kahveci,High Pass,,43.323296,21.02152,51.0,8.9
0b7a84ac-7039-48ae-ade0-77a48aac5154,196,1,5,,12,Regular Play,Turkey,İrfan Can Kahveci,Left Center Midfield,1.098483,3788765,30311,,,,Complete,10826,Mert Müldür,High Pass,Head,50.94849,15.405895,42.2,5.7
0ab68a1d-4f55-4c73-84a6-bdd68da65319,198,1,5,,12,Regular Play,Turkey,Mert Müldür,Left Back,1.666068,3788765,10826,,,,Incomplete,7039,Hakan Çalhanoğlu,High Pass,Head,41.345417,9.087944,55.5,5.3
18e3d392-4cf6-478e-bf2e-a8883c068d34,200,1,5,Interception,13,Regular Play,Switzerland,Remo Freuler,Right Defensive Midfield,1.881316,3788765,6983,,True,,Complete,7796,Silvan Widmer,High Pass,Head,64.46313,74.43388,70.6,77.6
73a08ab2-f679-4f70-ad8a-89ea47acc12b,202,1,5,,13,Regular Play,Switzerland,Silvan Widmer,Right Wing Back,3.669735,3788765,7796,,,,Incomplete,5545,Breel-Donald Embolo,High Pass,Right Foot,71.42331,75.51817,105.9,56.9
9324866f-e28a-4e22-9be1-c4af42282674,209,1,5,,13,Regular Play,Switzerland,Breel-Donald Embolo,Left Center Forward,0.85668,3788765,5545,True,,,Complete,7796,Silvan Widmer,Ground Pass,Right Foot,108.1,66.7,106.1,59.8
2045aeef-6f33-42a4-a361-01dc601869ab,214,1,5,Recovery,13,Regular Play,Switzerland,Haris Seferović,Right Center Forward,1.406569,3788765,5543,,,,Complete,5548,Steven Zuber,Ground Pass,Left Foot,103.1422,40.27808,100.6,28.0
0ca628f4-d2ab-47ce-924c-6e2aa8c3fa72,218,1,5,,13,Regular Play,Switzerland,Steven Zuber,Left Wing Back,0.675036,3788765,5548,,,,Complete,5543,Haris Seferović,Ground Pass,Right Foot,97.333046,23.971725,100.1,31.0
4d0a4b35-1ed4-4885-9bdb-29243cf4aacb,224,1,6,Kick Off,14,From Kick Off,Turkey,Burak Yılmaz,Center Forward,1.500059,3788765,11086,,,True,Complete,23558,Merih Demiral,Ground Pass,Right Foot,60.0,40.0,46.3,42.1
a527bb12-a549-488c-9a4b-72ce9503d3da,226,1,6,,14,From Kick Off,Turkey,Merih Demiral,Right Center Back,1.09586,3788765,23558,,,True,Complete,8963,Caglar Söyüncü,Ground Pass,Right Foot,45.4,42.1,28.3,15.3
67ec63c4-2f2e-499e-8784-f07a433457d5,229,1,6,,14,From Kick Off,Turkey,Caglar Söyüncü,Left Center Back,2.895767,3788765,8963,,,,Incomplete,11086,Burak Yılmaz,High Pass,Left Foot,32.70491,21.848255,79.8,34.8
45d2c63e-9eef-4f8e-ac68-f8614cebcff1,235,1,7,,14,From Kick Off,Turkey,Hakan Çalhanoğlu,Left Midfield,0.508372,3788765,7039,,,,Complete,30311,İrfan Can Kahveci,Ground Pass,Right Foot,82.59851,24.99889,76.6,19.0
8912f7e5-aea9-43b6-99f0-92abeaffad7b,238,1,7,,14,From Kick Off,Turkey,İrfan Can Kahveci,Left Center Midfield,1.018508,3788765,30311,,,,Complete,10826,Mert Müldür,Ground Pass,Left Foot,78.52187,23.126305,82.0,2.5
1043e0b3-d489-4cc0-b6cf-e53d6755d15e,241,1,7,,14,From Kick Off,Turkey,Mert Müldür,Left Back,0.513174,3788765,10826,,,,Complete,7039,Hakan Çalhanoğlu,Ground Pass,Right Foot,81.6785,6.4129224,83.7,11.3
9bffa535-b08f-4121-90cf-fa0847385025,251,1,7,Recovery,14,From Kick Off,Turkey,Caglar Söyüncü,Left Center Back,0.578141,3788765,8963,,,,Complete,30311,İrfan Can Kahveci,Ground Pass,Right Foot,58.246212,21.313602,66.2,23.9
bf1728b6-33e2-4ad9-9eee-ab38ec5491fd,254,1,7,,14,From Kick Off,Turkey,İrfan Can Kahveci,Left Center Midfield,0.228688,3788765,30311,,,,Incomplete,7039,Hakan Çalhanoğlu,Ground Pass,Left Foot,65.66287,26.76099,68.5,20.9
c7c7a2bd-6cb4-4848-9e0f-b3065406e2c1,259,1,7,,15,Regular Play,Switzerland,Breel-Donald Embolo,Left Center Forward,1.190797,3788765,5545,,,,Complete,8814,Nico Elvedi,Ground Pass,Right Foot,48.87012,68.020485,36.8,66.5
0c34eae4-7976-46c7-851e-7f42dfcf34b2,262,1,7,,15,Regular Play,Switzerland,Nico Elvedi,Right Center Back,1.37733,3788765,8814,,,,Complete,7796,Silvan Widmer,Ground Pass,Left Foot,36.21737,57.210903,35.8,77.6
97a7b196-338c-42bf-af1c-55729ac2a0ee,265,1,7,,15,Regular Play,Switzerland,Silvan Widmer,Right Wing Back,1.108043,3788765,7796,,,,Complete,3533,Xherdan Shaqiri,Ground Pass,Right Foot,35.798035,75.078064,56.1,61.3
222863d0-036c-420f-8dde-da373559a00c,267,1,7,,15,Regular Play,Switzerland,Xherdan Shaqiri,Center Attacking Midfield,3.369301,3788765,3533,,,,Complete,5545,Breel-Donald Embolo,High Pass,Right Foot,57.79055,57.742027,79.0,78.5
83d0805d-4b1c-40d4-8af3-0635b3646dc7,270,1,7,,15,Regular Play,Switzerland,Breel-Donald Embolo,Left Center Forward,1.834485,3788765,5545,,,,Complete,3533,Xherdan Shaqiri,Ground Pass,Left Foot,85.79022,64.02957,110.0,59.4
05f9eca9-6be0-48d4-a6e8-43e717809513,274,1,7,,15,Regular Play,Switzerland,Xherdan Shaqiri,Center Attacking Midfield,0.928771,3788765,3533,True,,,Complete,5545,Breel-Donald Embolo,Ground Pass,Left Foot,111.10055,69.54539,104.4,76.7
2dbb38c4-ea19-4cc1-be55-33b395ccbb37,276,1,7,,15,Regular Play,Switzerland,Breel-Donald Embolo,Left Center Forward,1.256421,3788765,5545,,,,Incomplete,5543,Haris Seferović,Ground Pass,Right Foot,103.69287,70.36105,118.8,43.8
a35a6ba8-fd21-4d6c-ad01-69070257809d,280,1,7,,15,Regular Play,Turkey,Uğurcan Çakır,Goalkeeper,3.784123,3788765,30357,,,,Incomplete,,,High Pass,Right Foot,9.753491,50.96334,87.1,36.3
75669a0e-7f85-4ba1-9d7f-aae6463c24de,281,1,7,Recovery,15,Regular Play,Switzerland,Manuel Obafemi Akanji,Center Back,2.894753,3788765,5549,,,,Complete,7796,Silvan Widmer,High Pass,Head,33.03845,35.97148,33.6,59.8
1f05aac2-977c-4b20-889c-9f7b15a3bee0,284,1,7,,15,Regular Play,Switzerland,Silvan Widmer,Right Wing Back,1.247811,3788765,7796,,,,Complete,8814,Nico Elvedi,Ground Pass,Left Foot,33.4455,58.555058,25.1,58.1
bd04c211-3cdc-4960-b04b-e33633187507,287,1,7,,15,Regular Play,Switzerland,Nico Elvedi,Right Center Back,0.696888,3788765,8814,,,,Complete,6983,Remo Freuler,Ground Pass,Right Foot,24.51079,58.118988,32.6,57.5
0e6c5e44-9783-46c2-b85e-555713626a00,289,1,7,,15,Regular Play,Switzerland,Remo Freuler,Right Defensive Midfield,0.884147,3788765,6983,,,,Complete,8814,Nico Elvedi,Ground Pass,Right Foot,32.35775,55.55475,22.7,58.6
a49176a9-e3a6-4b9b-b206-99c417b03a6d,293,1,8,,15,Regular Play,Switzerland,Nico Elvedi,Right Center Back,1.161306,3788765,8814,,,,Complete,5545,Breel-Donald Embolo,Ground Pass,Right Foot,26.887634,66.07131,44.7,62.8
0102f17d-fdcf-4b52-bee9-b48bdb731ff1,297,1,8,,15,Regular Play,Switzerland,Breel-Donald Embolo,Left Center Forward,0.937102,3788765,5545,,,,Complete,3500,Granit Xhaka,Ground Pass,Left Foot,42.17994,60.522903,38.3,37.6
0e9fbd4a-7daa-4748-8fc0-dc43d60e2c22,301,1,8,,15,Regular Play,Switzerland,Granit Xhaka,Left Defensive Midfield,2.130909,3788765,3500,True,,,Complete,5544,Ricardo Iván Rodríguez Araya,Ground Pass,Left Foot,43.43296,36.646538,50.9,14.3
a72f93b9-2a1c-4fa3-a954-02a73c9ca2f6,304,1,8,,15,Regular Play,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,1.147115,3788765,5544,,,,Complete,5543,Haris Seferović,Ground Pass,Left Foot,64.4,10.6,72.3,23.3
bf3e9984-eb48-419a-9ffc-1c1f80b5e72d,307,1,8,,15,Regular Play,Switzerland,Haris Seferović,Right Center Forward,0.83552,3788765,5543,,,,Complete,3500,Granit Xhaka,Ground Pass,Left Foot,72.35248,23.917152,65.7,23.5
8855da3e-aeac-4b5c-aa0f-bd1fd31cf884,310,1,8,,15,Regular Play,Switzerland,Granit Xhaka,Left Defensive Midfield,1.086903,3788765,3500,,,,Complete,5544,Ricardo Iván Rodríguez Araya,Ground Pass,Left Foot,65.904495,21.47725,64.6,11.5
d55cbf39-cf7f-4df1-9cbe-275994762710,313,1,8,,15,Regular Play,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,0.653996,3788765,5544,,,,Complete,5548,Steven Zuber,Ground Pass,Right Foot,68.871086,8.31671,77.3,5.3
226f769d-3911-4b8c-ba53-eeff6908d84e,315,1,8,,15,Regular Play,Switzerland,Steven Zuber,Left Wing Back,1.450047,3788765,5548,,,,Complete,5544,Ricardo Iván Rodríguez Araya,Ground Pass,Left Foot,75.305084,3.78569,63.6,12.8
21547940-f307-4530-9263-48cedb4fe61b,317,1,8,,15,Regular Play,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,1.15386,3788765,5544,,,,Complete,6983,Remo Freuler,Ground Pass,Left Foot,64.46205,9.88782,57.8,23.9
5e02534a-2ec6-4332-b2fd-4a4508c77998,320,1,8,,15,Regular Play,Switzerland,Remo Freuler,Right Defensive Midfield,0.971231,3788765,6983,,,,Complete,5544,Ricardo Iván Rodríguez Araya,Ground Pass,Right Foot,60.10791,33.371452,58.7,20.5
04d5d3e2-5918-450e-b765-7a2a1de94d63,323,1,8,,15,Regular Play,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,1.61248,3788765,5544,,,,Complete,5548,Steven Zuber,Ground Pass,Right Foot,59.801723,21.11071,71.1,5.1
27ea222a-a137-4ead-b5f3-899b454100af,327,1,8,,15,Regular Play,Switzerland,Steven Zuber,Left Wing Back,2.97001,3788765,5548,True,,,Complete,5544,Ricardo Iván Rodríguez Araya,Low Pass,Right Foot,64.73854,5.085335,39.6,13.9
df96396a-0fa1-4bf4-ac58-147743673bdb,330,1,8,,15,Regular Play,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,0.859882,3788765,5544,,,,Complete,5549,Manuel Obafemi Akanji,Ground Pass,Right Foot,37.305824,20.171818,42.6,25.2
065813f7-5f32-41de-ac2e-191e6da7833e,332,1,8,,15,Regular Play,Switzerland,Manuel Obafemi Akanji,Center Back,1.548026,3788765,5549,,,,Complete,5548,Steven Zuber,Ground Pass,Right Foot,43.98664,27.055584,53.1,15.4
7be44c26-054d-440c-aa72-370267c05879,335,1,8,,15,Regular Play,Switzerland,Steven Zuber,Left Wing Back,0.851212,3788765,5548,,,,Complete,3500,Granit Xhaka,Ground Pass,Right Foot,55.87635,11.96596,59.1,4.9
94646d2b-920d-4726-a5e2-665a768690d9,338,1,8,,15,Regular Play,Switzerland,Granit Xhaka,Left Defensive Midfield,2.540503,3788765,3500,,,,Complete,5548,Steven Zuber,Ground Pass,Left Foot,59.67226,2.30091,76.8,4.9
f1be0a15-9d58-465d-b8ba-3eaeb1067833,344,1,8,,15,Regular Play,Switzerland,Steven Zuber,Left Wing Back,0.131913,3788765,5548,True,,,Incomplete,3533,Xherdan Shaqiri,Ground Pass,Right Foot,76.96285,0.1985,76.0,7.4
52d2e541-a7b9-44c2-872b-1cc31afc8bdf,347,1,9,Throw-in,16,From Throw In,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,1.400323,3788765,5544,,,True,Complete,5548,Steven Zuber,High Pass,,76.0,0.1,90.5,19.2
823d1be3-0bb2-4da3-a137-9260957f9993,349,1,9,,16,From Throw In,Switzerland,Steven Zuber,Left Wing Back,1.516229,3788765,5548,,,,Complete,6983,Remo Freuler,High Pass,Head,90.38871,17.275673,83.0,28.2
a1d6609d-a05b-4c8e-8738-1e45a669a8a2,352,1,9,,16,From Throw In,Switzerland,Remo Freuler,Right Defensive Midfield,0.990401,3788765,6983,,,,Complete,5545,Breel-Donald Embolo,Low Pass,Other,84.47871,26.83228,92.9,34.4
75235ddd-6d77-4dff-bbe4-faa924729df2,355,1,9,,16,From Throw In,Switzerland,Breel-Donald Embolo,Left Center Forward,0.558226,3788765,5545,True,,,Complete,6983,Remo Freuler,Low Pass,Right Foot,92.02966,32.041965,89.9,36.3
c6c1527e-0de6-4670-888f-d3ca103c2925,358,1,9,,16,From Throw In,Switzerland,Remo Freuler,Right Defensive Midfield,0.779365,3788765,6983,True,,,Complete,7796,Silvan Widmer,Ground Pass,Left Foot,89.15007,34.982994,89.0,50.4
f219ef2e-dcdc-42e6-bed2-2606bd8a4a22,361,1,9,,16,From Throw In,Switzerland,Silvan Widmer,Right Wing Back,1.490402,3788765,7796,,,,Complete,6983,Remo Freuler,Ground Pass,Right Foot,88.229454,47.609055,83.5,50.0
41eb2b56-dbd8-4573-a787-e63a5091dabc,364,1,9,,16,From Throw In,Switzerland,Remo Freuler,Right Defensive Midfield,1.065947,3788765,6983,,,,Complete,3500,Granit Xhaka,Ground Pass,Right Foot,82.37923,47.81302,74.7,41.5
6389e979-a058-440d-80cc-00907bb4994c,367,1,9,,16,From Throw In,Switzerland,Granit Xhaka,Left Defensive Midfield,2.07393,3788765,3500,,,,Complete,8814,Nico Elvedi,Ground Pass,Left Foot,74.49359,42.456455,71.9,65.4
e3dfd910-f2ef-443f-9bd8-0981a7380da7,369,1,9,,16,From Throw In,Switzerland,Nico Elvedi,Right Center Back,1.141757,3788765,8814,,,,Complete,7796,Silvan Widmer,Ground Pass,Right Foot,68.49707,60.677048,77.7,76.7
13d7dc62-95a0-4aed-a30e-c6f2366d1b3f,372,1,9,,16,From Throw In,Switzerland,Silvan Widmer,Right Wing Back,0.793771,3788765,7796,,,,Complete,6983,Remo Freuler,Ground Pass,Right Foot,77.48804,70.85928,83.2,72.0
dbfb7ea6-d718-4784-9815-28c10e2adce8,379,1,9,Recovery,17,Regular Play,Turkey,Hakan Çalhanoğlu,Left Midfield,0.462266,3788765,7039,True,,,Complete,30311,İrfan Can Kahveci,Ground Pass,Right Foot,42.11541,11.056903,39.8,9.8
