id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
9e9ec22a-f1cf-4460-ba53-c786f7b05287,5,1,0,Kick Off,2,From Kick Off,Sweden,Sebastian Larsson,Right Midfield,1.422263,3788776,5617,,,,Complete,3702,Victor Nilsson Lindelöf,Ground Pass,Right Foot,61.158466,40.895985,36.1,39.7
470d2435-f5a4-46f9-aa0c-af2ce5e92f31,8,1,0,,2,From Kick Off,Sweden,Victor Nilsson Lindelöf,Right Center Back,3.210068,3788776,3702,,,,Complete,5612,Mikael Lustig,Ground Pass,Left Foot,46.05702,62.565582,49.8,68.1
a3c476e1-a372-492d-bf5b-4ebe5a98d21c,10,1,0,,2,From Kick Off,Sweden,Mikael Lustig,Right Back,3.490111,3788776,5612,,,,Incomplete,8552,Robin Quaison,High Pass,Right Foot,50.95373,72.731255,95.3,38.1
0e4c03d4-c0d4-41ec-8303-0280185aafca,13,1,0,Recovery,3,Regular Play,Poland,Kamil Glik,Center Back,0.957248,3788776,3034,True,,,Complete,9622,Mateusz Andrzej Klich,High Pass,,21.6406,42.436565,33.6,42.6
ddc7125d-7788-4639-87da-e4e952abc6a6,15,1,0,,3,Regular Play,Poland,Mateusz Andrzej Klich,Left Defensive Midfield,1.1347,3788776,9622,,,,Complete,5660,Piotr Zieliński,High Pass,Head,37.86152,36.698402,42.8,41.8
a2b8fa0b-9e6a-444c-9be5-63a877a2c8fd,19,1,0,,3,Regular Play,Poland,Piotr Zieliński,Center Attacking Midfield,0.943119,3788776,5660,,,,Complete,5668,Robert Lewandowski,Ground Pass,Left Foot,53.848625,17.0982,54.5,18.8
323739b7-3b01-4144-8b3c-b3522b2bad0a,23,1,0,,3,Regular Play,Poland,Robert Lewandowski,Left Center Forward,1.217093,3788776,5668,True,,,Complete,8737,Tymoteusz Puchacz,Ground Pass,Left Foot,40.00926,7.37161,38.9,11.2
19df31c7-91e1-4b1c-8d12-3e75ab4a7aa6,26,1,0,,3,Regular Play,Poland,Tymoteusz Puchacz,Left Wing Back,0.970764,3788776,8737,,,,Complete,4626,Jan Bednarek,Ground Pass,Left Foot,29.54187,21.56589,29.7,26.0
5240462f-5071-426f-9d08-04d385e78e05,29,1,0,,3,Regular Play,Poland,Jan Bednarek,Left Center Back,1.406172,3788776,4626,,,,Complete,5673,Bartosz Bereszyński,Ground Pass,Right Foot,21.67024,48.31642,35.0,69.3
a2981f47-397f-40b3-90cb-a4fce187293c,32,1,0,,3,Regular Play,Poland,Bartosz Bereszyński,Right Center Back,1.381734,3788776,5673,,,,Complete,3034,Kamil Glik,Ground Pass,Right Foot,42.55943,63.56443,30.3,60.7
72a27009-5a74-418f-a152-0f7cda6f1944,35,1,0,,3,Regular Play,Poland,Kamil Glik,Center Back,1.650539,3788776,3034,,,,Complete,4626,Jan Bednarek,Ground Pass,Right Foot,32.26633,49.455414,35.8,26.6
