id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
474c5607-72d6-4d59-889f-5724d4698f48,5,1,0,Kick Off,2,From Kick Off,Belgium,Romelu Lukaku Menama,Center Forward,0.75632,3795107,3289,,,,Complete,5642,Axel Witsel,Ground Pass,Right Foot,60.12895,40.2502,54.2,36.3
d321c735-f50a-47ce-bcb5-3e28a48e6e09,8,1,0,,2,From Kick Off,Belgium,Axel Witsel,Left Defensive Midfield,1.359038,3795107,5642,,,,Complete,3077,Jan Vertonghen,Ground Pass,Right Foot,51.759125,33.094223,34.1,17.5
fd8d65e7-7de3-4f16-afd7-0a4c0753d85f,11,1,0,,2,From Kick Off,Belgium,Jan Vertonghen,Left Center Back,0.764547,3795107,3077,,,,Complete,5632,Thorgan Hazard,Ground Pass,Left Foot,34.742054,17.474606,41.1,1.6
f1e43150-715d-4fe6-9230-5e83cf6f0f75,15,1,0,,2,From Kick Off,Belgium,Thorgan Hazard,Left Wing Back,2.792461,3795107,5632,,,,Complete,3509,Thibaut Courtois,Ground Pass,Right Foot,35.395935,1.8759378,5.4,30.9
f3058bd7-44d7-4b84-8914-de008bc581df,18,1,0,,2,From Kick Off,Belgium,Thibaut Courtois,Goalkeeper,1.213934,3795107,3509,,,,Complete,20005,Toby Alderweireld,Ground Pass,Left Foot,5.446387,35.18918,9.5,51.3
5667a549-c8a6-488e-b2ff-cedce009202d,21,1,0,,2,From Kick Off,Belgium,Toby Alderweireld,Right Center Back,1.616353,3795107,20005,,,,Complete,3176,Thomas Meunier,Ground Pass,Right Foot,9.3899975,53.36463,27.0,73.1
e4c23f1c-a9c7-4a35-b326-ab34fb1ae6cf,24,1,0,,2,From Kick Off,Belgium,Thomas Meunier,Right Wing Back,2.293226,3795107,3176,,,,Incomplete,3289,Romelu Lukaku Menama,High Pass,Right Foot,27.629717,72.4118,67.0,55.1
9ad38140-33bf-42d5-b139-e2562db0af05,27,1,0,Recovery,3,Regular Play,Italy,Leonardo Spinazzola,Left Back,1.339397,3795107,8286,,,,Complete,3166,Marco Verratti,High Pass,Head,65.21884,12.49044,63.8,16.6
b90d60f1-ede5-4537-b54c-e33d37c39318,29,1,0,,3,Regular Play,Italy,Marco Verratti,Left Center Midfield,0.883862,3795107,3166,,,,Complete,7788,Ciro Immobile,Low Pass,Head,62.944828,19.742912,69.3,24.3
5008d591-a15f-4822-9ad3-f1285965eedc,36,1,0,,4,Regular Play,Belgium,Axel Witsel,Left Defensive Midfield,0.954812,3795107,5642,,,,Complete,6332,Thomas Vermaelen,Low Pass,Right Foot,50.926193,49.111107,35.6,46.6
aca2038f-80a0-43c1-a2b5-1526c99acb1c,39,1,0,,4,Regular Play,Belgium,Thomas Vermaelen,Center Back,1.689829,3795107,6332,,,,Complete,3509,Thibaut Courtois,Ground Pass,Left Foot,31.044647,50.522003,4.8,37.6
27d4e49a-1785-4d51-9fe1-84730392c2c4,42,1,0,,4,Regular Play,Belgium,Thibaut Courtois,Goalkeeper,2.828555,3795107,3509,,,,Complete,3176,Thomas Meunier,High Pass,Left Foot,6.9,40.1,49.0,73.3
9637e3d5-17ca-40e6-afcd-08d4d9456f00,45,1,0,,4,Regular Play,Belgium,Thomas Meunier,Right Wing Back,2.028185,3795107,3176,True,,,Incomplete,3289,Romelu Lukaku Menama,High Pass,,50.304226,69.849754,67.9,58.5
d9481927-3a32-48f1-bcb9-ac125e2919b9,47,1,0,Recovery,5,Regular Play,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,1.85647,3795107,7024,,,,Complete,6954,Giorgio Chiellini,Low Pass,Head,53.357735,22.851963,42.4,18.8
0377ba56-24f1-4b01-aa81-b0e9378034c1,50,1,0,,5,Regular Play,Italy,Giorgio Chiellini,Left Center Back,1.67903,3795107,6954,,,,Complete,7173,Leonardo Bonucci,Ground Pass,Right Foot,29.95506,16.828648,25.3,40.4
70499b84-b0b1-406a-a787-18195a12a17c,53,1,0,,5,Regular Play,Italy,Leonardo Bonucci,Right Center Back,1.668726,3795107,7173,,,,Complete,11514,Giovanni Di Lorenzo,Ground Pass,Left Foot,30.341225,43.732803,33.4,73.1
ab3a4c77-a881-413e-9a92-99f4486b838c,56,1,0,,5,Regular Play,Italy,Giovanni Di Lorenzo,Right Back,1.487423,3795107,11514,,,,Complete,8181,Nicolò Barella,Ground Pass,Right Foot,32.59048,67.13309,42.2,66.7
44cc663a-eeaf-4f5f-9333-d376dfdc2127,60,1,0,Recovery,6,From Counter,Belgium,Axel Witsel,Left Defensive Midfield,0.935789,3795107,5642,,,,Complete,3089,Kevin De Bruyne,Ground Pass,Right Foot,73.780334,21.121836,79.2,27.1
bed18bd7-2e63-4f7a-9957-61c7ea1ed8b3,63,1,0,,6,From Counter,Belgium,Kevin De Bruyne,Right Attacking Midfield,0.772437,3795107,3089,,,,Complete,3289,Romelu Lukaku Menama,Ground Pass,Right Foot,83.9333,32.310783,101.7,34.6
7bf5098e-e6ed-45e7-a689-4e6deca2d779,70,1,1,,7,From Keeper,Italy,Gianluigi Donnarumma,Goalkeeper,2.196858,3795107,7036,,,,Complete,8286,Leonardo Spinazzola,Low Pass,Keeper Arm,10.3,45.9,32.6,6.2
dde5be08-c757-4601-97be-3be61a49fbdd,73,1,1,,7,From Keeper,Italy,Leonardo Spinazzola,Left Back,1.2549,3795107,8286,,,,Complete,3166,Marco Verratti,Ground Pass,Right Foot,54.39697,6.67114,48.6,14.5
67834fb6-49cd-4a00-808b-2168dcc0f909,76,1,1,,7,From Keeper,Italy,Marco Verratti,Left Center Midfield,1.252557,3795107,3166,,,,Complete,7024,Jorge Luiz Frello Filho,Ground Pass,Right Foot,48.70645,12.48995,50.1,29.7
72b757bc-0145-46c9-ae69-c5b65495efa9,79,1,1,,7,From Keeper,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,0.873777,3795107,7024,,,,Complete,3166,Marco Verratti,Ground Pass,Right Foot,51.515816,24.4223,55.0,20.3
72817d13-b9dd-4707-a40d-f824a1ced62c,82,1,1,,7,From Keeper,Italy,Marco Verratti,Left Center Midfield,0.977771,3795107,3166,,,,Complete,7037,Lorenzo Insigne,Ground Pass,Right Foot,55.986115,16.26775,70.0,20.1
b3866fb8-9413-4387-9617-04c19b747016,86,1,1,,7,From Keeper,Italy,Lorenzo Insigne,Left Wing,1.271676,3795107,7037,True,,,Complete,3166,Marco Verratti,Ground Pass,Right Foot,66.54278,14.50319,58.0,18.8
fed1a172-338a-4c5b-ad0a-8a84718296e9,89,1,1,,7,From Keeper,Italy,Marco Verratti,Left Center Midfield,2.073137,3795107,3166,,,,Complete,7173,Leonardo Bonucci,Ground Pass,Right Foot,56.615826,11.583336,43.9,44.4
f4f7a0f6-d9e3-411d-80a9-680ab752cbb7,92,1,1,,7,From Keeper,Italy,Leonardo Bonucci,Right Center Back,1.252723,3795107,7173,,,,Complete,8181,Nicolò Barella,Ground Pass,Left Foot,48.99938,45.520382,62.7,69.3
182fd0a9-d189-47e3-841f-8f08b258598f,95,1,1,,7,From Keeper,Italy,Nicolò Barella,Right Center Midfield,0.899918,3795107,8181,,,,Complete,7024,Jorge Luiz Frello Filho,Ground Pass,Right Foot,60.28252,58.874508,65.1,48.7
a58dd4af-9045-4854-ab41-fa05f86c3db2,97,1,1,,7,From Keeper,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,3.702481,3795107,7024,,,,Complete,7156,Federico Chiesa,High Pass,Right Foot,63.00041,48.44831,113.8,67.1
6613dbf6-3088-4829-b39f-4b487ca5d3d7,106,1,1,Free Kick,8,From Free Kick,Belgium,Thibaut Courtois,Goalkeeper,6.421404,3795107,3509,,True,,Incomplete,3289,Romelu Lukaku Menama,High Pass,Right Foot,9.3,25.6,105.7,14.9
652ff2f4-a8e2-4370-a386-08402fceae45,109,1,1,Recovery,8,From Free Kick,Italy,Giorgio Chiellini,Left Center Back,2.073168,3795107,6954,True,,,Complete,7036,Gianluigi Donnarumma,High Pass,Left Foot,16.92458,63.566246,1.3,56.2
f3e5837c-11b3-4d30-9a1b-0d18802e29f2,112,1,2,,8,From Free Kick,Italy,Gianluigi Donnarumma,Goalkeeper,1.618247,3795107,7036,,,,Out,,,High Pass,Right Foot,1.74785,51.845978,0.3,74.6
2385e7b3-ff59-49d7-8103-be84ba401d22,113,1,2,Corner,9,From Corner,Belgium,Kevin De Bruyne,Right Attacking Midfield,1.25936,3795107,3089,,,,Complete,20005,Toby Alderweireld,High Pass,Right Foot,119.30656,0.6506024,117.5,33.1
191809a2-1cfc-4906-a9a1-961aba3390ea,119,1,2,Throw-in,10,From Throw In,Belgium,Thorgan Hazard,Left Wing Back,3.049147,3795107,5632,,,,Complete,3077,Jan Vertonghen,Low Pass,,101.22405,0.0,62.5,2.7
489dbccb-525a-4266-bb71-b62119d7cb05,122,1,3,,10,From Throw In,Belgium,Jan Vertonghen,Left Center Back,1.159693,3795107,3077,,,,Complete,6332,Thomas Vermaelen,Ground Pass,Right Foot,61.082966,8.54485,50.5,16.4
ccc729b2-e983-4727-b936-06472cb4ab3a,125,1,3,,10,From Throw In,Belgium,Thomas Vermaelen,Center Back,1.993702,3795107,6332,,,,Complete,20005,Toby Alderweireld,Ground Pass,Left Foot,48.10626,27.610823,36.2,42.3
ef5a8ada-f853-417a-8dcc-90db184b0551,128,1,3,,10,From Throw In,Belgium,Toby Alderweireld,Right Center Back,1.316003,3795107,20005,,,,Complete,3176,Thomas Meunier,Ground Pass,Right Foot,33.87317,57.17771,42.2,69.9
c0369ece-b61d-40f1-b0e4-1d702e777449,131,1,3,,10,From Throw In,Belgium,Thomas Meunier,Right Wing Back,2.436999,3795107,3176,,,,Complete,3077,Jan Vertonghen,Ground Pass,Right Foot,43.20793,66.81544,30.0,12.6
e0d8f5fe-770d-404f-badb-45377c772f8f,135,1,3,,10,From Throw In,Belgium,Jan Vertonghen,Left Center Back,1.106624,3795107,3077,,,,Complete,5632,Thorgan Hazard,Ground Pass,Left Foot,25.1,2.9,32.8,4.9
d00105f5-c839-4d10-bfba-48943271d6b1,138,1,3,,10,From Throw In,Belgium,Thorgan Hazard,Left Wing Back,0.896767,3795107,5632,,,,Complete,3089,Kevin De Bruyne,Ground Pass,Right Foot,36.31055,11.919802,58.0,8.3
e1699f90-78fb-49f0-b911-fe17dc11c37c,141,1,3,,10,From Throw In,Belgium,Kevin De Bruyne,Right Attacking Midfield,0.719827,3795107,3089,,,,Complete,23650,Jeremy Doku,Ground Pass,Right Foot,58.66261,14.023498,55.2,2.7
d540115f-5e99-4d4c-8131-ebef1e1f7729,159,1,3,Recovery,11,Regular Play,Italy,Leonardo Bonucci,Right Center Back,1.08555,3795107,7173,,,,Complete,3166,Marco Verratti,Ground Pass,Left Foot,25.50721,74.42465,29.6,77.0
711c38b2-156c-4cd0-9af1-85b01f458b27,162,1,3,,11,Regular Play,Italy,Marco Verratti,Left Center Midfield,1.250441,3795107,3166,,,,Complete,7156,Federico Chiesa,Ground Pass,Right Foot,30.680534,76.4119,48.6,77.6
