id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,out,counterpress,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
fd581a2d-08ea-4419-9111-fc654190c000,5,1,0,Kick Off,2,From Kick Off,Belgium,Romelu Lukaku Menama,Center Forward,0.659653,3794687,3289,,,,,0.9959955461715896,Complete,5642,Axel Witsel,Ground Pass,Right Foot,60.974743,38.024548,52.7,37.8
e8cdfeeb-5e56-4119-a664-8d22a617ec74,8,1,0,,2,From Kick Off,Belgium,Axel Witsel,Left Defensive Midfield,2.15061,3794687,5642,,,,,0.9924311631879448,Complete,3077,Jan Vertonghen,Ground Pass,Right Foot,52.518703,39.39877,34.5,19.6
14f5dcd5-01db-445d-8bb1-9168511d126c,11,1,0,,2,From Kick Off,Belgium,Jan Vertonghen,Left Center Back,1.004383,3794687,3077,,,,,0.9966861929408752,Complete,6332,Thomas Vermaelen,Ground Pass,Left Foot,33.253304,24.797787,28.1,27.7
4550b341-1987-4850-be32-c52e60be79a6,14,1,0,,2,From Kick Off,Belgium,Thomas Vermaelen,Center Back,1.445999,3794687,6332,,,,,0.9857342470772604,Complete,3077,Jan Vertonghen,Ground Pass,Left Foot,27.851759,30.670233,29.2,15.8
4fc12dd7-26a9-474a-a26e-588f4e8ab5f6,17,1,0,,2,From Kick Off,Belgium,Jan Vertonghen,Left Center Back,1.428299,3794687,3077,,,,,0.9841200850086568,Complete,2954,Youri Tielemans,Ground Pass,Left Foot,30.146969,18.28743,35.4,27.3
3828b553-caaf-44b9-ac42-47eecaed0b82,20,1,0,,2,From Kick Off,Belgium,Youri Tielemans,Right Defensive Midfield,1.706513,3794687,2954,,,,,0.9839744310896842,Complete,20005,Toby Alderweireld,Ground Pass,Right Foot,34.758774,33.46247,33.6,52.1
e98c8001-a89f-4563-a531-b6be18e68430,23,1,0,,2,From Kick Off,Belgium,Toby Alderweireld,Right Center Back,0.985284,3794687,20005,,,,,0.9504830009236112,Complete,2954,Youri Tielemans,Ground Pass,Right Foot,38.96459,56.449986,48.8,47.8
7c67e75b-4f72-4f83-a422-d325b2adc3ab,26,1,0,,2,From Kick Off,Belgium,Youri Tielemans,Right Defensive Midfield,1.668147,3794687,2954,,,,,0.9830799729436682,Complete,20005,Toby Alderweireld,Ground Pass,Left Foot,50.117416,46.560787,49.7,63.5
1c221566-8c9c-4c40-9f74-090975979708,29,1,0,,2,From Kick Off,Belgium,Toby Alderweireld,Right Center Back,2.439469,3794687,20005,,,,,0.9167167850878178,Complete,3077,Jan Vertonghen,High Pass,Right Foot,52.039272,64.203514,46.3,25.0
5c72a66f-98e0-4c46-9729-8f13431cfa5e,32,1,0,,2,From Kick Off,Belgium,Jan Vertonghen,Left Center Back,1.475331,3794687,3077,,,,,0.9099917426443236,Complete,5632,Thorgan Hazard,Ground Pass,Left Foot,57.56891,16.7601,75.6,2.7
808c25c0-0cd2-4fca-8a86-3c38d28e5d33,37,1,0,,2,From Kick Off,Belgium,Thorgan Hazard,Left Wing Back,1.061294,3794687,5632,True,,,,0.9023576956988828,Complete,3621,Eden Hazard,Ground Pass,Right Foot,75.9013,3.0723329,76.4,8.9
dd4b9b29-20cd-49a0-977b-db99de75d7b4,41,1,0,,2,From Kick Off,Belgium,Eden Hazard,Left Attacking Midfield,1.141461,3794687,3621,True,,,,0.9895786635028502,Complete,5642,Axel Witsel,Ground Pass,Right Foot,77.802826,10.47563,67.2,14.3
fc4c57e5-fbfc-4b4f-9cea-695c89ac4118,44,1,0,,2,From Kick Off,Belgium,Axel Witsel,Left Defensive Midfield,1.257959,3794687,5642,,,,,0.9843810351422796,Complete,2954,Youri Tielemans,Ground Pass,Right Foot,65.95392,21.265968,64.7,33.5
c7d25914-8c25-4db7-9ec7-37e41630546e,47,1,0,,2,From Kick Off,Belgium,Youri Tielemans,Right Defensive Midfield,1.18806,3794687,2954,,,,,0.9922777767942188,Complete,5642,Axel Witsel,Ground Pass,Right Foot,63.531063,32.634693,62.7,19.8
8d5990c9-93fa-4aec-8976-9f11de0f4997,50,1,0,,2,From Kick Off,Belgium,Axel Witsel,Left Defensive Midfield,1.529327,3794687,5642,,,,,0.9472383594983084,Complete,5632,Thorgan Hazard,Ground Pass,Right Foot,62.029556,19.831718,72.6,2.5
