id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
474c5607-72d6-4d59-889f-5724d4698f48,5,1,00:00:01.215,0,Kick Off,2,From Kick Off,Belgium,Romelu Lukaku Menama,Center Forward,0.75632,3795107,3289,,,,0.9978821327941532,Complete,5642,Axel Witsel,Ground Pass,Right Foot,60.12895,40.2502,54.2,36.3
d321c735-f50a-47ce-bcb5-3e28a48e6e09,8,1,00:00:02.701,0,,2,From Kick Off,Belgium,Axel Witsel,Left Defensive Midfield,1.359038,3795107,5642,,,,0.9945493243690948,Complete,3077,Jan Vertonghen,Ground Pass,Right Foot,51.759125,33.094223,34.1,17.5
fd8d65e7-7de3-4f16-afd7-0a4c0753d85f,11,1,00:00:06.245,0,,2,From Kick Off,Belgium,Jan Vertonghen,Left Center Back,0.764547,3795107,3077,,,,0.970576707062686,Complete,5632,Thorgan Hazard,Ground Pass,Left Foot,34.742054,17.474606,41.1,1.6
f1e43150-715d-4fe6-9230-5e83cf6f0f75,15,1,00:00:08.105,0,,2,From Kick Off,Belgium,Thorgan Hazard,Left Wing Back,2.792461,3795107,5632,,,,0.9679533344381308,Complete,3509,Thibaut Courtois,Ground Pass,Right Foot,35.395935,1.8759378,5.4,30.9
f3058bd7-44d7-4b84-8914-de008bc581df,18,1,00:00:12.019,0,,2,From Kick Off,Belgium,Thibaut Courtois,Goalkeeper,1.213934,3795107,3509,,,,0.9899572231141331,Complete,20005,Toby Alderweireld,Ground Pass,Left Foot,5.446387,35.18918,9.5,51.3
5667a549-c8a6-488e-b2ff-cedce009202d,21,1,00:00:14.192,0,,2,From Kick Off,Belgium,Toby Alderweireld,Right Center Back,1.616353,3795107,20005,,,,0.9261917861230032,Complete,3176,Thomas Meunier,Ground Pass,Right Foot,9.3899975,53.36463,27.0,73.1
e4c23f1c-a9c7-4a35-b326-ab34fb1ae6cf,24,1,00:00:16.901,0,,2,From Kick Off,Belgium,Thomas Meunier,Right Wing Back,2.293226,3795107,3176,,,,0.2807201846509272,Incomplete,3289,Romelu Lukaku Menama,High Pass,Right Foot,27.629717,72.4118,67.0,55.1
9ad38140-33bf-42d5-b139-e2562db0af05,27,1,00:00:21.842,0,Recovery,3,Regular Play,Italy,Leonardo Spinazzola,Left Back,1.339397,3795107,8286,,,,0.9582355229737396,Complete,3166,Marco Verratti,High Pass,Head,65.21884,12.49044,63.8,16.6
b90d60f1-ede5-4537-b54c-e33d37c39318,29,1,00:00:23.279,0,,3,Regular Play,Italy,Marco Verratti,Left Center Midfield,0.883862,3795107,3166,,,,0.7979923787296329,Complete,7788,Ciro Immobile,Low Pass,Head,62.944828,19.742912,69.3,24.3
5008d591-a15f-4822-9ad3-f1285965eedc,36,1,00:00:25.236,0,,4,Regular Play,Belgium,Axel Witsel,Left Defensive Midfield,0.954812,3795107,5642,,,,0.9916851722381704,Complete,6332,Thomas Vermaelen,Low Pass,Right Foot,50.926193,49.111107,35.6,46.6
