id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,off_camera,under_pressure,counterpress,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y,passing_accuracy
5ca9ecb5-21d1-42fd-afef-aa79929facae,5,1,00:00:00.911,0,Kick Off,2,From Kick Off,Spain,Daniel Olmo Carvajal,Center Forward,1.343146,3795220,16532,,,,0.9934505663253599,Complete,4353,Aymeric Laporte,Ground Pass,Right Foot,59.10865,41.312214,37.1,34.6,0.61 (30/49)
1523f029-3595-4228-9474-848a0f1052b7,8,1,00:00:03.590,0,,2,From Kick Off,Spain,Aymeric Laporte,Left Center Back,2.680299,3795220,4353,,,,0.8350328787096104,Complete,6685,Mikel Oyarzabal Ugarte,High Pass,Left Foot,22.815718,32.46448,84.3,74.4,0.93 (132/142)
b50fd511-f862-4c04-94ea-953558db6ad6,12,1,00:00:18.705,0,Throw-in,3,From Throw In,Italy,Emerson Palmieri dos Santos,Left Back,0.958601,3795220,4355,,,,0.7425964263308035,Complete,7788,Ciro Immobile,High Pass,,31.538994,0.538,49.2,5.5,0.84 (27/32)
68c99a72-14e8-40df-b56d-50e41fb58f5a,14,1,00:00:19.703,0,,3,From Throw In,Italy,Ciro Immobile,Center Forward,3.178538,3795220,7788,,,,0.2476545851046681,Incomplete,,,Low Pass,Head,48.37774,4.95033,76.6,14.1,0.6 (6/10)
613318e8-0614-4d34-ad20-b1a4325c46e9,15,1,00:00:22.882,0,Recovery,4,Regular Play,Spain,Eric García Martret,Right Center Back,2.863385,3795220,31953,,,,0.994926675639527,Complete,11748,Unai Simón Mendibil,Ground Pass,Right Foot,45.14605,67.76917,16.3,41.6,0.97 (128/132)
2783a894-1ce0-42e6-a1d2-4e9f31d82eb6,18,1,00:00:28.400,0,,4,Regular Play,Spain,Unai Simón Mendibil,Goalkeeper,1.563646,3795220,11748,,,,0.9891552878745978,Complete,4353,Aymeric Laporte,Ground Pass,Right Foot,17.450739,43.178974,23.2,18.3,0.88 (51/58)
713c0a17-f371-4935-b9c7-9fc9c0776781,21,1,00:00:33.424,0,,4,Regular Play,Spain,Aymeric Laporte,Left Center Back,1.0995,3795220,4353,,,,0.9644848416229328,Complete,16532,Daniel Olmo Carvajal,Ground Pass,Left Foot,31.339905,21.113598,49.0,32.4,0.93 (132/142)
8bfd3b04-f37a-4348-a5b0-f678156f4e13,27,1,00:00:46.670,0,Free Kick,5,From Free Kick,Spain,Sergio Busquets i Burgos,Center Defensive Midfield,2.070275,3795220,5203,True,,,0.9931179836135452,Complete,31953,Eric García Martret,Ground Pass,Right Foot,54.8,29.0,47.8,51.9,0.93 (68/73)
c95dcec9-8eb5-40c4-9df9-f5fe892ee8cd,29,1,00:00:50.398,0,,5,From Free Kick,Spain,Eric García Martret,Right Center Back,1.836527,3795220,31953,,,,0.9956562772223552,Complete,4353,Aymeric Laporte,Ground Pass,Right Foot,51.89869,53.728645,47.3,27.1,0.97 (128/132)
ad956e81-cfa6-4f18-8d1a-bc28f11fe9ea,32,1,00:00:53.172,0,,5,From Free Kick,Spain,Aymeric Laporte,Left Center Back,1.164062,3795220,4353,,,,0.9846737916351842,Complete,5211,Jordi Alba Ramos,Ground Pass,Left Foot,50.73546,28.651861,56.7,7.0,0.93 (132/142)
d4979fca-05d6-4685-8fd4-4412f4341406,35,1,00:00:55.540,0,,5,From Free Kick,Spain,Jordi Alba Ramos,Left Back,1.00342,3795220,5211,,,,0.927364111314132,Complete,6748,Ferrán Torres García,Ground Pass,Left Foot,58.95131,12.733593,71.3,2.1,0.8 (85/106)
b8e84148-0cbc-447c-ad5a-54f25d4815c1,39,1,00:00:57.912,0,,5,From Free Kick,Spain,Ferrán Torres García,Left Wing,0.890137,3795220,6748,,,,0.9919136435391064,Complete,5211,Jordi Alba Ramos,Ground Pass,Right Foot,67.10583,4.0802617,56.5,3.8,0.83 (20/24)
bf9d4f53-0f78-4eb6-a611-14cbd09127f7,42,1,00:00:59.829,0,,5,From Free Kick,Spain,Jordi Alba Ramos,Left Back,1.343526,3795220,5211,,,,0.9887019252995368,Complete,4353,Aymeric Laporte,Ground Pass,Left Foot,54.067142,12.727182,29.6,9.8,0.8 (85/106)
8c5a0e6f-b09b-4f43-9a4b-bf39880b29bc,46,1,00:01:06.756,1,,5,From Free Kick,Spain,Aymeric Laporte,Left Center Back,0.434727,3795220,4353,,,,0.8035137852314597,Complete,5211,Jordi Alba Ramos,Ground Pass,Left Foot,44.566097,14.624148,49.7,3.1,0.93 (132/142)
921395a4-2ded-4779-b5ab-d30826ee25b0,49,1,00:01:07.230,1,,5,From Free Kick,Spain,Jordi Alba Ramos,Left Back,1.92537,3795220,5211,,,,0.9913281503700792,Complete,5203,Sergio Busquets i Burgos,Ground Pass,Left Foot,47.12186,4.575868,35.1,14.9,0.8 (85/106)
e3c9a9c3-24e4-4d07-8f9c-99003671d143,53,1,00:01:11.269,1,,5,From Free Kick,Spain,Sergio Busquets i Burgos,Center Defensive Midfield,0.754422,3795220,5203,,,,0.9024830390346716,Incomplete,16532,Daniel Olmo Carvajal,Ground Pass,Right Foot,32.524452,7.3875484,48.4,14.9,0.93 (68/73)
77ba34a3-4150-4966-be37-e39cdc927478,58,1,00:01:13.261,1,,5,From Free Kick,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,1.17234,3795220,7024,,True,,0.954143513193224,Complete,7156,Federico Chiesa,Ground Pass,Right Foot,70.81605,59.845814,77.7,71.8,0.82 (28/34)
f486f38b-255f-4f53-a01a-bc6bada6eb06,61,1,00:01:14.474,1,,5,From Free Kick,Italy,Federico Chiesa,Right Wing,0.666182,3795220,7156,,True,,0.9429124643751242,Incomplete,7024,Jorge Luiz Frello Filho,Ground Pass,Right Foot,77.0473,66.554214,71.5,71.2,0.67 (10/15)
01dc6a5e-d1e5-4dd9-b107-1d0dddc2770f,65,1,00:01:16.578,1,,5,From Free Kick,Spain,Ferrán Torres García,Left Wing,0.973147,3795220,6748,,,,0.9950568440173376,Complete,5199,Jorge Resurrección Merodio,Ground Pass,Right Foot,46.375126,21.73353,42.6,22.6,0.83 (20/24)
29c761ee-4dd3-473b-bfbd-ffbb6abe7c5d,68,1,00:01:18.947,1,,5,From Free Kick,Spain,Jorge Resurrección Merodio,Right Center Midfield,1.464452,3795220,5199,,,,0.9702378056552756,Complete,3957,César Azpilicueta Tanco,Ground Pass,Right Foot,38.02265,38.09576,45.2,57.5,0.91 (52/57)
34c50f9a-b32c-48fc-a6f0-4143aff0d0ee,71,1,00:01:21.914,1,,5,From Free Kick,Spain,César Azpilicueta Tanco,Right Back,0.944855,3795220,3957,,,,0.6894529182624571,Complete,6685,Mikel Oyarzabal Ugarte,Low Pass,Right Foot,55.0,64.3,77.5,55.3,0.87 (62/71)
fceeb8c5-8933-4a41-864f-ae901d9b7c32,78,1,00:01:24.982,1,,6,Regular Play,Italy,Giorgio Chiellini,Left Center Back,1.666964,3795220,6954,,True,,0.9978391951839466,Complete,4355,Emerson Palmieri dos Santos,Ground Pass,Right Foot,37.74201,28.303783,28.7,22.6,0.85 (50/59)
4cfb5e50-ca56-4da6-86c3-27855ce180c3,81,1,00:01:26.729,1,,6,Regular Play,Italy,Emerson Palmieri dos Santos,Left Back,2.646386,3795220,4355,,,,0.991714389788498,Complete,7036,Gianluigi Donnarumma,Ground Pass,Left Foot,28.18934,18.849083,12.7,40.4,0.84 (27/32)
5e1b58db-7d01-443e-8848-bab3b0242edd,84,1,00:01:29.495,1,,6,Regular Play,Italy,Gianluigi Donnarumma,Goalkeeper,2.519889,3795220,7036,,,,0.9736434082608468,Complete,11514,Giovanni Di Lorenzo,Ground Pass,Left Foot,11.49129,38.30586,28.9,70.1,0.73 (35/48)
b152a820-eaf3-4ba4-8a6e-2ab2d9028712,87,1,00:01:33.718,1,,6,Regular Play,Italy,Giovanni Di Lorenzo,Right Back,1.233282,3795220,11514,,,,0.9263805307969379,Complete,7156,Federico Chiesa,Ground Pass,Right Foot,29.82157,68.57531,43.7,76.5,0.8 (33/41)
51c3477d-d26a-4020-bdfe-ad2a9571b8bf,91,1,00:01:35.869,1,,6,Regular Play,Italy,Federico Chiesa,Right Wing,1.50634,3795220,7156,,True,,0.7582557387816701,Out,11514,Giovanni Di Lorenzo,Ground Pass,Right Foot,43.55264,76.75922,50.7,80.0,0.67 (10/15)
48fd6109-edf6-4711-a865-874b88972c8c,94,1,00:01:49.539,1,Throw-in,7,From Throw In,Spain,Jordi Alba Ramos,Left Back,2.285789,3795220,5211,True,,,0.973758720007,Complete,31953,Eric García Martret,Low Pass,,60.6,0.1,43.1,38.6,0.8 (85/106)
79c159ac-6927-4194-8c30-3d1b0e7a5166,96,1,00:01:55.683,1,,7,From Throw In,Spain,Eric García Martret,Right Center Back,3.251714,3795220,31953,,,,0.5310209994530878,Incomplete,6748,Ferrán Torres García,High Pass,Right Foot,56.208008,52.686607,95.0,9.1,0.97 (128/132)
34819ee2-c426-47f0-b59d-2783be3ba480,98,1,00:01:58.935,1,Interception,8,Regular Play,Italy,Giovanni Di Lorenzo,Right Back,2.001666,3795220,11514,,,,0.9013010798587336,Complete,7173,Leonardo Bonucci,High Pass,Head,23.73829,72.71123,24.0,56.0,0.8 (33/41)
4e256b0e-bbaf-4b20-b395-e79155d72462,100,1,00:02:01.016,2,,8,Regular Play,Italy,Leonardo Bonucci,Right Center Back,1.781972,3795220,7173,,,,0.965498009134945,Complete,7036,Gianluigi Donnarumma,Low Pass,Head,23.60382,50.710514,8.0,53.9,0.71 (37/52)
3186babf-6826-484f-976c-22b50501f70d,103,1,00:02:07.190,2,,8,Regular Play,Italy,Gianluigi Donnarumma,Goalkeeper,1.20652,3795220,7036,,,,0.9957536855176188,Complete,6954,Giorgio Chiellini,Ground Pass,Keeper Arm,8.78722,43.22523,9.2,29.5,0.73 (35/48)
bdae6b8d-a440-45b4-8fe6-f55939361ec7,106,1,00:02:09.901,2,,8,Regular Play,Italy,Giorgio Chiellini,Left Center Back,1.414168,3795220,6954,,,,0.9737991260255272,Complete,7173,Leonardo Bonucci,Ground Pass,Left Foot,8.05839,31.63677,9.2,58.1,0.85 (50/59)
ad175adc-4cd7-4e14-987f-84799886f53f,110,1,00:02:13.478,2,,8,Regular Play,Italy,Leonardo Bonucci,Right Center Back,0.258963,3795220,7173,,True,,0.09492910335339247,Unknown,11514,Giovanni Di Lorenzo,Ground Pass,Right Foot,8.05742,61.485153,10.7,70.1,0.71 (37/52)
70053a8b-9b66-4b8d-a4bb-f2527f1b1834,114,1,00:02:34.336,2,Free Kick,9,From Free Kick,Italy,Leonardo Bonucci,Right Center Back,1.917782,3795220,7173,True,,,0.9911762107150464,Complete,7036,Gianluigi Donnarumma,Ground Pass,Right Foot,8.8,65.2,8.4,40.0,0.71 (37/52)
9ba0379e-f906-424b-9a5f-591a6d58b36f,117,1,00:02:46.157,2,,9,From Free Kick,Italy,Gianluigi Donnarumma,Goalkeeper,0.802244,3795220,7036,,True,,0.9777957150138732,Complete,7024,Jorge Luiz Frello Filho,Ground Pass,Left Foot,13.75106,39.13498,21.2,49.6,0.73 (35/48)
49d16e80-3101-4297-a957-17615556bbdc,121,1,00:02:47.039,2,,9,From Free Kick,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,1.310341,3795220,7024,,True,,0.9886567391371914,Complete,7173,Leonardo Bonucci,Ground Pass,Right Foot,22.5077,44.00731,9.9,62.6,0.82 (28/34)
b616ff3b-d5ce-4794-94b8-7305402e3265,124,1,00:02:49.914,2,,9,From Free Kick,Italy,Leonardo Bonucci,Right Center Back,1.949262,3795220,7173,,,,0.5038296794707059,Complete,7037,Lorenzo Insigne,High Pass,Right Foot,11.68226,64.175,44.1,39.7,0.71 (37/52)
639d1ef9-fe14-4e28-aeb2-f246d03a0888,128,1,00:02:51.904,2,,9,From Free Kick,Italy,Lorenzo Insigne,Left Wing,1.984452,3795220,7037,,True,,0.3875867467412539,Complete,7788,Ciro Immobile,High Pass,Other,44.67439,40.72299,52.7,39.3,0.72 (23/32)
b37e0fe1-994d-4438-9c28-cd21f396dfd6,132,1,00:02:54.560,2,,9,From Free Kick,Italy,Ciro Immobile,Center Forward,1.966871,3795220,7788,,,,0.95150669333996,Complete,4355,Emerson Palmieri dos Santos,Ground Pass,Left Foot,53.76883,30.214127,64.0,8.3,0.6 (6/10)
450a6cb8-0bff-4807-a506-6fef80f2847b,135,1,00:02:57.371,2,,9,From Free Kick,Italy,Emerson Palmieri dos Santos,Left Back,2.698731,3795220,4355,,,,0.775498670011629,Pass Offside,8181,Nicolò Barella,Ground Pass,Left Foot,69.17719,1.770386,100.4,29.0,0.84 (27/32)
d92e702e-97ec-408a-9afc-6170cce0ea95,137,1,00:03:30.015,3,Free Kick,10,From Free Kick,Spain,Unai Simón Mendibil,Goalkeeper,1.14434,3795220,11748,True,,,0.9932892287634884,Complete,31953,Eric García Martret,Ground Pass,Right Foot,12.9,42.5,21.7,54.3,0.88 (51/58)
9712b321-fcaa-490c-a7ae-120d55b42d96,139,1,00:03:32.544,3,,10,From Free Kick,Spain,Eric García Martret,Right Center Back,1.266744,3795220,31953,,,,0.983144916222813,Complete,4353,Aymeric Laporte,Ground Pass,Right Foot,22.7,54.7,30.2,28.2,0.97 (128/132)
7e6c5150-4329-4cf5-a380-310dea1391bb,142,1,00:03:35.347,3,,10,From Free Kick,Spain,Aymeric Laporte,Left Center Back,1.477603,3795220,4353,,,,0.9942740281448199,Complete,11748,Unai Simón Mendibil,Ground Pass,Right Foot,27.10843,26.07397,10.1,35.7,0.93 (132/142)
796c6518-8b18-49ed-b38d-43b970c4e531,145,1,00:03:43.260,3,,10,From Free Kick,Spain,Unai Simón Mendibil,Goalkeeper,1.53789,3795220,11748,,,,0.9838372112967309,Complete,4353,Aymeric Laporte,Ground Pass,Right Foot,10.505102,41.436016,13.7,14.1,0.88 (51/58)
e30cc8e5-9efe-4896-a438-e25c45382682,148,1,00:03:46.061,3,,10,From Free Kick,Spain,Aymeric Laporte,Left Center Back,1.851255,3795220,4353,,,,0.8217685817067609,Incomplete,16532,Daniel Olmo Carvajal,Low Pass,Left Foot,16.757153,14.653025,40.5,34.4,0.93 (132/142)
55d8ac95-6464-4c3d-8399-843eb3f586da,150,1,00:03:47.913,3,Recovery,10,From Free Kick,Italy,Marco Verratti,Left Center Midfield,0.909009,3795220,3166,,,,0.9929409998117716,Complete,7173,Leonardo Bonucci,Ground Pass,Right Foot,81.49603,42.0795,76.6,52.6,0.81 (25/31)
824a397f-3af5-4384-a155-a4d53b84115b,154,1,00:03:49.445,3,,10,From Free Kick,Italy,Leonardo Bonucci,Right Center Back,1.421048,3795220,7173,,True,,0.8666357899559554,Incomplete,7788,Ciro Immobile,Ground Pass,Right Foot,76.98489,47.286148,98.0,51.7,0.71 (37/52)
7979834a-9736-48e7-a362-7ed354eeb695,158,1,00:03:52.038,3,,10,From Free Kick,Spain,Aymeric Laporte,Left Center Back,1.3704,3795220,4353,,,,0.9944585469598594,Complete,5211,Jordi Alba Ramos,Ground Pass,Left Foot,20.042828,36.932133,19.5,16.6,0.93 (132/142)
d578383d-279e-459e-91ff-065c22352241,161,1,00:03:54.540,3,,10,From Free Kick,Spain,Jordi Alba Ramos,Left Back,1.575247,3795220,5211,,,,0.9920543648926944,Complete,11748,Unai Simón Mendibil,Ground Pass,Right Foot,14.042046,17.043833,3.1,26.5,0.8 (85/106)
72578e46-8d59-4a77-a85a-3128f555d921,164,1,00:03:56.156,3,,10,From Free Kick,Spain,Unai Simón Mendibil,Goalkeeper,3.062214,3795220,11748,,,,0.3110126642653168,Out,6748,Ferrán Torres García,High Pass,Left Foot,1.856553,27.865736,36.4,0.1,0.88 (51/58)
367ce6aa-bae7-4194-af26-5eb4f701e206,166,1,00:04:12.252,4,Throw-in,11,From Throw In,Italy,Giovanni Di Lorenzo,Right Back,1.286776,3795220,11514,,,,0.8782305435234534,Complete,7156,Federico Chiesa,Low Pass,,82.8,80.0,95.4,69.9,0.8 (33/41)
05a3f843-ee1f-49d4-aa3e-0a4d69a14a14,172,1,00:04:16.113,4,,11,From Throw In,Italy,Federico Chiesa,Right Wing,0.736139,3795220,7156,,True,,0.939175631163758,Complete,8181,Nicolò Barella,Ground Pass,Left Foot,88.0,77.4,88.0,69.9,0.67 (10/15)
67009d98-81e0-4d80-b99d-ecb2b49d4587,176,1,00:04:17.951,4,,11,From Throw In,Italy,Nicolò Barella,Right Center Midfield,1.799391,3795220,8181,,,,0.765767820511744,Pass Offside,7788,Ciro Immobile,Ground Pass,Left Foot,88.70631,63.308414,111.9,61.8,0.68 (13/19)
adebdd4f-225b-4bdb-889f-959ba9edd326,178,1,00:04:34.545,4,Free Kick,12,From Free Kick,Spain,Aymeric Laporte,Left Center Back,1.862826,3795220,4353,True,,,0.9947468771711278,Complete,11748,Unai Simón Mendibil,Ground Pass,Right Foot,9.3,21.1,8.6,39.9,0.93 (132/142)
6d9375b5-9d4a-4dd2-a261-e2258377d6cb,180,1,00:04:39.296,4,,12,From Free Kick,Spain,Unai Simón Mendibil,Goalkeeper,1.029655,3795220,11748,,,,0.9525708906188074,Complete,16532,Daniel Olmo Carvajal,Ground Pass,Right Foot,13.312659,43.349358,33.2,43.4,0.88 (51/58)
7bc88d5e-ef32-49c9-8c08-7ec165f5b870,188,1,00:04:43.261,4,,12,From Free Kick,Spain,Daniel Olmo Carvajal,Center Forward,1.06626,3795220,16532,,,,0.953048121463676,Complete,3957,César Azpilicueta Tanco,Ground Pass,Right Foot,41.313072,58.023277,49.9,73.9,0.61 (30/49)
8ae4d950-2d55-432d-824a-00e24cd407cc,191,1,00:04:45.590,4,,12,From Free Kick,Spain,César Azpilicueta Tanco,Right Back,0.9954,3795220,3957,,,,0.9220146847608734,Complete,5199,Jorge Resurrección Merodio,Ground Pass,Right Foot,50.91222,78.600845,63.6,62.2,0.87 (62/71)
e257e16f-7b5d-4025-9087-7534ca971715,195,1,00:04:46.626,4,,12,From Free Kick,Spain,Jorge Resurrección Merodio,Right Center Midfield,1.348134,3795220,5199,,,,0.9245004078327196,Incomplete,6685,Mikel Oyarzabal Ugarte,Ground Pass,Right Foot,65.68371,65.940956,76.2,69.9,0.91 (52/57)
431f2780-585b-4d82-b557-16c8173620a0,197,1,00:04:47.974,4,Interception,13,Regular Play,Italy,Giorgio Chiellini,Left Center Back,0.859851,3795220,6954,,,True,0.8691678624852642,Complete,8181,Nicolò Barella,High Pass,Left Foot,48.55039,5.26283,62.5,28.2,0.85 (50/59)
cb75fb45-cbbf-4b34-a56b-56b8608644a6,200,1,00:04:48.863,4,,13,Regular Play,Italy,Nicolò Barella,Right Center Midfield,1.490217,3795220,8181,,,,0.9528872194597986,Complete,7156,Federico Chiesa,Low Pass,Right Foot,61.818665,22.341576,65.3,43.2,0.68 (13/19)
59b7d7df-8240-436c-9ed5-9f7955865cef,206,1,00:04:52.618,4,Recovery,13,Regular Play,Spain,Eric García Martret,Right Center Back,2.455205,3795220,31953,,True,,0.8848293711969605,Complete,6748,Ferrán Torres García,Ground Pass,Left Foot,39.639744,44.992344,64.7,3.4,0.97 (128/132)
3b4a2cf0-b12b-49b7-9af0-e9d5feef6004,210,1,00:05:00.787,5,,13,Regular Play,Spain,Ferrán Torres García,Left Wing,3.371502,3795220,6748,,True,,0.2665816756061398,Out,16532,Daniel Olmo Carvajal,Ground Pass,Right Foot,95.70232,20.595789,120.0,24.3,0.83 (20/24)
18465c21-8022-4bba-bfd0-cf9f0d9daefd,213,1,00:05:14.217,5,Goal Kick,14,From Goal Kick,Italy,Leonardo Bonucci,Right Center Back,1.374808,3795220,7173,,,,0.9971199235122468,Complete,7036,Gianluigi Donnarumma,Ground Pass,Right Foot,3.621414,41.30863,4.1,40.6,0.71 (37/52)
a5d71fb7-2fdb-48bc-82cc-15fdf78a73cf,216,1,00:05:22.798,5,,14,From Goal Kick,Italy,Gianluigi Donnarumma,Goalkeeper,1.386767,3795220,7036,,,,0.996367235400716,Complete,6954,Giorgio Chiellini,Ground Pass,Right Foot,12.61526,37.923405,10.3,20.5,0.73 (35/48)
2073753f-67ad-40be-9d52-2e44a24d4778,219,1,00:05:24.265,5,,14,From Goal Kick,Italy,Giorgio Chiellini,Left Center Back,1.266665,3795220,6954,,,,0.9455149798629988,Complete,4355,Emerson Palmieri dos Santos,Ground Pass,Left Foot,11.88292,18.205257,23.8,4.2,0.85 (50/59)
159cdfd0-a59e-4a05-a460-7ec8dfe95c50,222,1,00:05:26.759,5,,14,From Goal Kick,Italy,Emerson Palmieri dos Santos,Left Back,1.469131,3795220,4355,,,,0.4166154701271894,Complete,7788,Ciro Immobile,High Pass,Left Foot,23.1,4.4,51.8,24.8,0.84 (27/32)
4876b7dd-973f-4dcd-8f8f-19031fea5818,228,1,00:05:31.764,5,,15,Regular Play,Spain,Eric García Martret,Right Center Back,1.136385,3795220,31953,,,,0.9933880404910662,Complete,5203,Sergio Busquets i Burgos,Ground Pass,Left Foot,52.89015,72.20141,56.3,52.6,0.97 (128/132)
7166888e-b9a3-4594-b35e-cce23c2495f1,231,1,00:05:34.788,5,,15,Regular Play,Spain,Sergio Busquets i Burgos,Center Defensive Midfield,1.608549,3795220,5203,,,,0.9970275779444112,Complete,31953,Eric García Martret,Ground Pass,Right Foot,57.009357,58.027332,49.0,62.4,0.93 (68/73)
f03bee1d-669d-4979-a3f5-dedb2b49c35c,234,1,00:05:37.193,5,,15,Regular Play,Spain,Eric García Martret,Right Center Back,1.104262,3795220,31953,,,,0.9377835507255105,Complete,16532,Daniel Olmo Carvajal,Ground Pass,Right Foot,49.416508,66.33654,64.0,60.3,0.97 (128/132)
776626f4-55d4-456b-bb07-537a55d7c2de,237,1,00:05:38.297,5,,15,Regular Play,Spain,Daniel Olmo Carvajal,Center Forward,1.020822,3795220,16532,,,,0.9693332534992298,Complete,3957,César Azpilicueta Tanco,Ground Pass,Right Foot,66.39779,63.78772,62.9,73.5,0.61 (30/49)
32e16f60-bec2-4f07-9a3b-5e268a39e42e,240,1,00:05:40.274,5,,15,Regular Play,Spain,César Azpilicueta Tanco,Right Back,1.229758,3795220,3957,,,,0.9826941414802663,Complete,5203,Sergio Busquets i Burgos,Ground Pass,Right Foot,63.6,74.6,63.2,54.7,0.87 (62/71)
f1e55211-3e8f-41b0-a559-41657b9103d5,243,1,00:05:41.899,5,,15,Regular Play,Spain,Sergio Busquets i Burgos,Center Defensive Midfield,1.19657,3795220,5203,,,,0.9918884472853771,Complete,30486,Pedro González López,Ground Pass,Right Foot,61.077946,57.39462,57.2,36.1,0.93 (68/73)
e9676c4f-0c5e-4962-b849-7dba3f9ab3f1,246,1,00:05:43.614,5,,15,Regular Play,Spain,Pedro González López,Left Center Midfield,1.957652,3795220,30486,,,,0.9779479191631628,Complete,5211,Jordi Alba Ramos,Ground Pass,Right Foot,57.892124,41.0847,64.0,6.1,0.98 (61/62)
4c5b52a1-8ca2-445e-bd89-65eba31bcb50,249,1,00:05:46.594,5,,15,Regular Play,Spain,Jordi Alba Ramos,Left Back,0.959497,3795220,5211,,,,0.9406361723851364,Complete,6748,Ferrán Torres García,Ground Pass,Left Foot,67.62999,12.706464,82.2,2.5,0.8 (85/106)
ff15b621-9c2e-4e97-b1fc-44a7696194f9,253,1,00:05:48.558,5,,15,Regular Play,Spain,Ferrán Torres García,Left Wing,1.620544,3795220,6748,,,,0.9821981254579132,Complete,4353,Aymeric Laporte,Ground Pass,Right Foot,78.99497,4.6241245,50.5,10.4,0.83 (20/24)
e09b0a0a-99d9-4436-bd56-317988c23f57,256,1,00:05:51.502,5,,15,Regular Play,Spain,Aymeric Laporte,Left Center Back,1.752184,3795220,4353,,,,0.9819846059833184,Complete,31953,Eric García Martret,Ground Pass,Left Foot,52.457123,24.461445,51.8,46.8,0.93 (132/142)
ebc3d442-ccc9-4865-b25d-15427cbceb6b,259,1,00:05:56.457,5,,15,Regular Play,Spain,Eric García Martret,Right Center Back,1.240338,3795220,31953,,,,0.9826121987982016,Complete,30486,Pedro González López,Ground Pass,Right Foot,58.72028,49.8154,62.3,24.7,0.97 (128/132)
49f54b5f-7a68-43e6-843e-4cb94c9137e9,262,1,00:06:00.061,6,,15,Regular Play,Spain,Pedro González López,Left Center Midfield,0.953431,3795220,30486,,,,0.9063590456857268,Complete,6748,Ferrán Torres García,Ground Pass,Right Foot,64.4,19.6,82.8,17.7,0.98 (61/62)
d01314e9-e316-4713-a0f9-251e606a5ae8,266,1,00:06:01.677,6,,15,Regular Play,Spain,Ferrán Torres García,Left Wing,1.626132,3795220,6748,,True,,0.7556099388287245,Complete,5211,Jordi Alba Ramos,Ground Pass,Right Foot,83.36053,21.797434,97.2,3.4,0.83 (20/24)
acc8465c-d7fb-4f42-a8fc-83f6e7b21122,269,1,00:06:04.217,6,,15,Regular Play,Spain,Jordi Alba Ramos,Left Back,1.319907,3795220,5211,,,,0.8305115472721181,Incomplete,6748,Ferrán Torres García,Ground Pass,Left Foot,97.332344,6.512079,111.5,19.8,0.8 (85/106)
3e1f6631-59c2-4a6f-8ee7-ec694ed4307d,274,1,00:06:07.467,6,,16,Regular Play,Italy,Leonardo Bonucci,Right Center Back,1.771926,3795220,7173,,True,,0.9690353633974798,Complete,7024,Jorge Luiz Frello Filho,Ground Pass,Left Foot,8.1937,70.247826,15.2,67.5,0.71 (37/52)
56d45837-d9f1-4da7-854a-1050e15b898d,277,1,00:06:09.319,6,,16,Regular Play,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,0.840991,3795220,7024,,,,0.9858722644490836,Complete,7156,Federico Chiesa,Ground Pass,Right Foot,15.249535,63.51918,20.1,77.2,0.82 (28/34)
b717a981-ae1d-4e70-80a5-3674e66fbe11,283,1,00:06:14.740,6,Recovery,17,Regular Play,Spain,Pedro González López,Left Center Midfield,1.606818,3795220,30486,,True,,0.993870922912827,Complete,4353,Aymeric Laporte,Ground Pass,Right Foot,71.77889,3.9334855,50.8,8.3,0.98 (61/62)
4034ee47-d9b7-4ff8-ad0b-3a0913b45a74,286,1,00:06:18.450,6,,17,Regular Play,Spain,Aymeric Laporte,Left Center Back,1.177853,3795220,4353,,,,0.9546449845033608,Complete,5211,Jordi Alba Ramos,Ground Pass,Left Foot,49.846333,16.813925,64.9,3.4,0.93 (132/142)
a516a492-9e34-43e9-a53e-5cff111079d8,289,1,00:06:22.036,6,,17,Regular Play,Spain,Jordi Alba Ramos,Left Back,0.808456,3795220,5211,,,,0.99310581473885,Complete,30486,Pedro González López,Ground Pass,Left Foot,68.761986,4.9568844,62.7,4.6,0.8 (85/106)
4b4fa8d9-cac6-4df6-8bc1-30bac55fcf93,292,1,00:06:28.442,6,,17,Regular Play,Spain,Pedro González López,Left Center Midfield,0.992483,3795220,30486,,,,0.9935261454208622,Complete,5211,Jordi Alba Ramos,Ground Pass,Right Foot,64.28339,5.271267,65.9,2.9,0.98 (61/62)
628673e9-2cd5-4502-8d9a-97a774a65efe,295,1,00:06:30.403,6,,17,Regular Play,Spain,Jordi Alba Ramos,Left Back,1.133416,3795220,5211,,,,0.9868688721204144,Complete,5203,Sergio Busquets i Burgos,Ground Pass,Left Foot,65.9,2.9,64.7,15.5,0.8 (85/106)
b81ec747-d1a3-4ffc-9333-3b8e9ffd7be0,299,1,00:06:31.576,6,,17,Regular Play,Spain,Sergio Busquets i Burgos,Center Defensive Midfield,1.234468,3795220,5203,,,,0.9930182590969464,Complete,4353,Aymeric Laporte,Ground Pass,Right Foot,65.81349,21.49707,49.7,16.0,0.93 (68/73)
