id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
cb7da4ac-733c-4444-983e-bd6c70de20ae,310,1,00:08:03.098,8,,16,From Throw In,Italy,Federico Bernardeschi,Right Wing,1.869381,3788766,7777,,,0.6096920910093944,Incomplete,11601,Matteo Pessina,Ground Pass,Left Foot,104.980255,66.311264,118.2,45.5
0f618cf9-e3f1-44c2-9278-b90d31beb22c,313,1,00:08:21.681,8,,16,From Throw In,Wales,Danny Ward,Goalkeeper,3.485839,3788766,9914,,True,0.22399193453191496,Incomplete,6399,Gareth Frank Bale,High Pass,Drop Kick,9.0,37.4,69.3,69.8
a813904e-68f7-4e78-8ef7-d4eeb63e1ffe,315,1,00:08:25.167,8,Interception,16,From Throw In,Italy,Emerson Palmieri dos Santos,Left Back,1.562761,3788766,4355,,,0.597385350003088,Complete,7156,Federico Chiesa,Low Pass,Head,50.563572,13.199674,63.8,10.8
66054235-3a03-4174-bba7-4c9752c2eb67,324,1,00:08:28.551,8,,16,From Throw In,Italy,Federico Chiesa,Left Wing,0.835698,3788766,7156,,,0.9795768356550076,Complete,3166,Marco Verratti,Ground Pass,Left Foot,63.892017,9.975266,62.3,16.2
689a4285-85e2-4370-a5bd-6ade7562df70,332,1,00:08:36.252,8,,16,From Throw In,Italy,Marco Verratti,Left Center Midfield,1.137137,3788766,3166,,,0.9216933791742316,Complete,4355,Emerson Palmieri dos Santos,Ground Pass,Left Foot,70.225105,14.993877,78.8,2.5
5d2fe48a-f28f-4e4b-8e71-15a180faf990,335,1,00:08:37.710,8,,16,From Throw In,Italy,Emerson Palmieri dos Santos,Left Back,0.992226,3788766,4355,,,0.994158621700732,Complete,3166,Marco Verratti,Ground Pass,Left Foot,80.19672,3.8237016,71.4,5.8
8d9e5dcd-3551-43d4-8114-3a9bec1982dc,339,1,00:08:41.075,8,,16,From Throw In,Italy,Marco Verratti,Left Center Midfield,0.649229,3788766,3166,True,,0.9536464201070756,Complete,7471,Andrea Belotti,Ground Pass,Right Foot,74.25511,14.799453,79.4,14.8
2ef75f67-b528-4080-b493-108057755010,345,1,00:08:44.470,8,Recovery,17,Regular Play,Wales,Ethan Ampadu,Center Back,0.843211,3788766,4934,,,0.9827448353325874,Complete,3517,Aaron Ramsey,Ground Pass,Right Foot,23.94443,45.414474,35.7,51.8
51d458a0-7dc7-4e15-8c50-344ccb9da4a5,349,1,00:08:45.608,8,,17,Regular Play,Wales,Aaron Ramsey,Center Forward,2.140357,3788766,3517,True,,0.2848630332676318,Complete,10931,Joe Allen,High Pass,Right Foot,33.60831,48.84539,47.0,42.4
86957e26-8c58-480e-80f6-01686188097e,355,1,00:09:11.041,9,Free Kick,18,From Free Kick,Wales,Joe Allen,Left Defensive Midfield,0.66835,3788766,10931,,True,0.996366479225601,Complete,10928,Chris Gunter,Ground Pass,Right Foot,56.7,38.5,50.6,24.8
8d9cdf84-92d2-444d-80ea-6fbcc0872be0,357,1,00:09:11.904,9,,18,From Free Kick,Wales,Chris Gunter,Left Center Back,1.715858,3788766,10928,,,0.6127357623092903,Incomplete,11252,Daniel James,High Pass,Right Foot,49.374695,26.23772,85.0,12.5
44961d60-33ee-4a27-9d60-964388518325,361,1,00:09:14.792,9,,19,Regular Play,Italy,Rafael Tolói,Right Back,0.857079,3788766,7002,,,0.9977050990315476,Complete,7173,Leonardo Bonucci,Ground Pass,Right Foot,36.48178,63.0208,30.1,44.0
d5ce7951-af14-4124-91c7-3ceeb3d05269,364,1,00:09:16.568,9,,19,Regular Play,Italy,Leonardo Bonucci,Right Center Back,0.880874,3788766,7173,,,0.9797713860265452,Complete,7024,Jorge Luiz Frello Filho,Ground Pass,Right Foot,30.770079,51.785667,40.0,47.9
93f026aa-1c3a-4650-b1ab-11afe9e5dbdd,367,1,00:09:18.179,9,,19,Regular Play,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,0.65617,3788766,7024,,,0.9672169568493226,Complete,3166,Marco Verratti,Ground Pass,Right Foot,39.672695,51.481422,38.7,34.2
9d751f98-b230-4871-a549-0797b42b7ced,370,1,00:09:18.938,9,,19,Regular Play,Italy,Marco Verratti,Left Center Midfield,1.185674,3788766,3166,,,0.9967755438961058,Complete,7173,Leonardo Bonucci,Ground Pass,Right Foot,39.733997,42.558144,29.1,39.6
79661c1b-947c-429a-a7fb-6a8bd6743dd4,373,1,00:09:22.674,9,,19,Regular Play,Italy,Leonardo Bonucci,Right Center Back,1.022169,3788766,7173,,,0.9891166765975452,Complete,3166,Marco Verratti,Ground Pass,Right Foot,33.07434,46.51006,36.8,30.3
76c0ea2b-4aff-4fab-aed8-2b28328539ff,376,1,00:09:26.590,9,,19,Regular Play,Italy,Marco Verratti,Left Center Midfield,2.053988,3788766,3166,,,0.9723481426635509,Complete,7480,Alessandro Bastoni,Ground Pass,Right Foot,47.04333,31.295021,56.5,3.2
c426cd2f-3dae-4692-a615-af7a46b27c85,379,1,00:09:31.606,9,,19,Regular Play,Italy,Alessandro Bastoni,Left Center Back,0.729671,3788766,7480,,,0.9963693124089684,Complete,3166,Marco Verratti,Ground Pass,Left Foot,68.009674,13.461204,63.8,14.8
235972ee-fbd8-4ed8-8662-b26499e34cf2,383,1,00:09:33.419,9,,19,Regular Play,Italy,Marco Verratti,Left Center Midfield,1.929267,3788766,3166,True,,0.985846730723476,Complete,7480,Alessandro Bastoni,Ground Pass,Right Foot,62.073357,22.94447,54.0,30.0
