id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,counterpress,off_camera,out,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
c3cecb03-86fe-4c47-903f-5f067d92f026,5,1,00:00:01.286,0,Kick Off,2,From Kick Off,Ukraine,Roman Yaremchuk,Left Center Forward,0.911255,3795187,23649,,,,,0.9970878326594468,Complete,16514,Serhii Sydorchuk,Ground Pass,Left Foot,60.0,40.0,45.4,42.1
d1cfa175-e554-4fb4-b3b0-7432169db5dc,8,1,00:00:03.093,0,,2,From Kick Off,Ukraine,Serhii Sydorchuk,Center Defensive Midfield,1.705711,3795187,16514,,,,,0.994220194664772,Complete,31900,Oleksandr Karavaev,Ground Pass,Right Foot,46.09499,41.921257,34.9,72.7
8a919718-44ca-4e9a-999c-83e9bd8b5064,11,1,00:00:05.887,0,,2,From Kick Off,Ukraine,Oleksandr Karavaev,Right Wing Back,1.336127,3795187,31900,,,,,0.9874742376244218,Complete,39136,Illia Zabarnyi,Ground Pass,Right Foot,33.842987,73.89553,19.3,65.8
60b877ac-f1bc-4d05-9f25-3ea2581f1a53,15,1,00:00:08.059,0,,2,From Kick Off,Ukraine,Illia Zabarnyi,Right Center Back,1.833822,3795187,39136,True,,,,0.33076284938945577,Incomplete,8830,Andriy Yarmolenko,High Pass,Right Foot,17.842014,68.07104,48.6,64.5
94265a66-00e6-428d-9bf3-706d4d9e71b1,17,1,00:00:09.893,0,Interception,2,From Kick Off,England,Declan Rice,Left Defensive Midfield,2.142431,3795187,3943,,,,,0.29593114475396143,Complete,10955,Harry Kane,High Pass,Head,70.6477,19.37973,90.9,23.1
7bedabf2-1d10-4ddf-8dbf-3017de31f4d8,22,1,00:00:13.043,0,Recovery,2,From Kick Off,Ukraine,Mykola Shaparenko,Right Center Midfield,2.253343,3795187,21294,True,,,,0.9222613106477959,Complete,31900,Oleksandr Karavaev,Low Pass,Right Foot,28.830044,61.939354,14.6,64.5
48544a77-468d-4131-b6ae-7a9d89ba3b97,26,1,00:00:17.044,0,,2,From Kick Off,Ukraine,Oleksandr Karavaev,Right Wing Back,1.818169,3795187,31900,True,,,,0.16437276883919955,Incomplete,8830,Andriy Yarmolenko,High Pass,Right Foot,9.3,75.9,41.6,74.6
71ad5d47-0fff-4b44-b0ff-36984777c174,28,1,00:00:18.862,0,Interception,2,From Kick Off,England,Luke Shaw,Left Back,1.220636,3795187,3382,,,,,0.4309344621904577,Incomplete,7843,Mason Mount,High Pass,Head,77.53678,4.18601,88.6,5.1
5da2dc5b-a70f-4169-b618-5ec2c928cad5,30,1,00:00:20.083,0,Interception,2,From Kick Off,Ukraine,Mykola Shaparenko,Right Center Midfield,5.272546,3795187,21294,,,,,0.6060077339032321,Incomplete,3575,Oleksandr Zinchenko,High Pass,Right Foot,30.61065,73.201416,47.5,21.3
fa741d41-8ce8-44a0-97ab-c92e0c12c3b8,32,1,00:00:25.355,0,Recovery,3,Regular Play,England,Kyle Walker,Right Back,0.849171,3795187,3205,,,,,0.9960552705647082,Complete,12423,Jadon Sancho,Ground Pass,Right Foot,71.47209,54.93744,76.6,70.8
bb8067a0-0c4e-4515-a383-1299d77d09de,36,1,00:00:28.560,0,,3,Regular Play,England,Jadon Sancho,Right Wing,1.845695,3795187,12423,,,,,0.9899212737476851,Complete,3244,John Stones,Ground Pass,Left Foot,63.883484,62.387623,48.6,62.6
fe0fc334-526c-4b4b-ba59-0c0de66bb3bf,39,1,00:00:32.651,0,,3,Regular Play,England,John Stones,Right Center Back,2.183082,3795187,3244,,,,,0.9732116773811972,Complete,3336,Harry Maguire,Ground Pass,Right Foot,47.26238,53.55771,47.5,28.2
5d352ca6-ae8f-45bc-baf8-2382330c8c9e,42,1,00:00:35.905,0,,3,Regular Play,England,Harry Maguire,Left Center Back,1.376523,3795187,3336,,,,,0.9130895418713928,Complete,3233,Raheem Sterling,Ground Pass,Right Foot,52.952255,21.553005,70.0,11.5
3259f4c2-02ab-4f6a-b0f6-e8d0463b86da,45,1,00:00:39.523,0,,3,Regular Play,England,Raheem Sterling,Left Wing,0.996585,3795187,3233,,,,,0.8982007797624515,Complete,3382,Luke Shaw,Ground Pass,Right Foot,76.458046,5.823975,81.8,4.4
8253f637-5ec1-4be6-bf5a-c977ab7e4761,48,1,00:00:41.645,0,,3,Regular Play,England,Luke Shaw,Left Back,1.014509,3795187,3382,,,,,0.9912191733427694,Complete,3233,Raheem Sterling,Ground Pass,Left Foot,82.25563,0.68833,76.0,5.7
048dc148-b125-4f6f-b772-706083c197d2,52,1,00:00:43.195,0,,3,Regular Play,England,Raheem Sterling,Left Wing,1.532485,3795187,3233,True,,,,0.9621403302876168,Complete,3336,Harry Maguire,Ground Pass,Right Foot,72.53972,4.78777,56.5,8.3
89598950-cdda-4a02-8b48-3a01631136e8,55,1,00:00:45.912,0,,3,Regular Play,England,Harry Maguire,Left Center Back,1.541467,3795187,3336,,,,,0.9819846059833184,Complete,3244,John Stones,Ground Pass,Right Foot,52.70114,12.03203,47.5,39.3
7dd0368c-1797-49a1-b5dc-4987791876dc,58,1,00:00:48.345,0,,3,Regular Play,England,John Stones,Right Center Back,1.790823,3795187,3244,,,,,0.978327228140769,Complete,3205,Kyle Walker,Ground Pass,Right Foot,46.96328,39.394463,63.1,74.8
d7f7adeb-f46f-4da9-aee4-17edeb8b3690,61,1,00:00:53.250,0,,3,Regular Play,England,Kyle Walker,Right Back,1.130112,3795187,3205,,,,,0.9330778587055472,Complete,12423,Jadon Sancho,Ground Pass,Right Foot,65.3746,67.511635,76.6,77.2
279487de-5c32-44b2-82a8-62d2e8b24cdd,64,1,00:00:56.162,0,,3,Regular Play,England,Jadon Sancho,Right Wing,1.523267,3795187,12423,,,,,0.9904558905041672,Complete,3205,Kyle Walker,Ground Pass,Right Foot,72.74776,74.06744,58.4,78.5
e6cb7af5-ab69-46ef-af8b-dc8d901f4bbe,67,1,00:00:59.028,0,,3,Regular Play,England,Kyle Walker,Right Back,2.029936,3795187,3205,,,,,0.9682976400585545,Complete,3244,John Stones,Ground Pass,Right Foot,59.176388,66.54407,52.4,41.0
b436f7f1-f599-496d-a8c2-7ec305572dbb,70,1,00:01:01.098,1,,3,Regular Play,England,John Stones,Right Center Back,2.078373,3795187,3244,,,,,0.9798023494051156,Complete,3336,Harry Maguire,Ground Pass,Left Foot,50.625404,39.735558,64.4,15.8
530fe47c-177b-4be0-9bf9-ea5e8004122c,74,1,00:01:05.152,1,,3,Regular Play,England,Harry Maguire,Left Center Back,0.989523,3795187,3336,True,,,,0.9147906507158492,Complete,3382,Luke Shaw,Ground Pass,Right Foot,77.63098,12.365265,92.7,4.0
02a23afa-d8bc-4d1f-bc90-482b7f85da53,77,1,00:01:07.784,1,,3,Regular Play,England,Luke Shaw,Left Back,0.816581,3795187,3382,,,,,0.965817273118762,Complete,3233,Raheem Sterling,Ground Pass,Left Foot,94.6,4.9,96.5,16.0
d5e0cc65-53a2-4acb-b0db-96987ac71c59,84,1,00:01:10.684,1,,3,Regular Play,Ukraine,Serhii Sydorchuk,Center Defensive Midfield,6.28652,3795187,16514,,,,,0.02385810175075264,Out,8830,Andriy Yarmolenko,High Pass,Right Foot,29.8,62.4,112.8,79.5
e106b8ff-8ab9-40e8-8cd2-565deccc6432,86,1,00:01:40.859,1,Throw-in,4,From Throw In,England,Luke Shaw,Left Back,0.704201,3795187,3382,,,,,0.9750509921358836,Complete,4706,Kalvin Phillips,Low Pass,,33.44863,0.36482,34.5,6.8
c7b4d059-5e15-4da0-9cee-20a9d7f24206,89,1,00:01:41.564,1,,4,From Throw In,England,Kalvin Phillips,Right Defensive Midfield,0.569455,3795187,4706,True,,,,0.9575052892620891,Complete,3382,Luke Shaw,Ground Pass,Right Foot,32.562225,6.55397,34.3,3.2
e48bf904-ac20-4d36-8e54-bfced8c0f93c,91,1,00:01:42.133,1,,4,From Throw In,England,Luke Shaw,Left Back,2.521015,3795187,3382,True,,,,0.8595411216695933,Complete,3336,Harry Maguire,Low Pass,Left Foot,33.44941,0.86601,10.7,12.6
aaac5345-c1c9-4e2e-8123-2c74231c9ec1,94,1,00:01:46.600,1,,4,From Throw In,England,Harry Maguire,Left Center Back,4.190266,3795187,3336,,,,,0.8321685108081287,Complete,3205,Kyle Walker,Ground Pass,Right Foot,10.292946,19.79278,35.1,63.3
c8b60f71-43bd-4943-9ba1-cea66251b552,97,1,00:01:56.529,1,,4,From Throw In,England,Kyle Walker,Right Back,0.74711,3795187,3205,,,,,0.9217564347054248,Complete,12423,Jadon Sancho,Ground Pass,Right Foot,56.318497,74.889694,62.7,79.3
48fa727b-57ef-4771-a0ef-3ebe352bdc64,100,1,00:01:59.330,1,,4,From Throw In,England,Jadon Sancho,Right Wing,1.005409,3795187,12423,,,,,0.991475816301708,Complete,3205,Kyle Walker,Ground Pass,Right Foot,58.84598,76.425255,49.0,78.0
7d02403a-3795-4236-888d-7572d5059f0a,103,1,00:02:02.371,2,,4,From Throw In,England,Kyle Walker,Right Back,1.652096,3795187,3205,,,,,0.9859314733131248,Complete,3244,John Stones,Ground Pass,Right Foot,51.38141,66.89799,46.5,50.9
33907067-0ef3-4d11-9e74-981448605b58,106,1,00:02:07.084,2,,4,From Throw In,England,John Stones,Right Center Back,1.658977,3795187,3244,,,,,0.9806413686204024,Complete,3382,Luke Shaw,Ground Pass,Right Foot,56.5,38.7,64.9,5.3
a171f2a0-c34b-40c2-b7e4-1649643888ad,109,1,00:02:10.921,2,,4,From Throw In,England,Luke Shaw,Left Back,1.06102,3795187,3382,,,,,0.937398252546114,Complete,3233,Raheem Sterling,Ground Pass,Left Foot,72.86114,4.139206,82.8,4.2
150325c4-04ac-4c10-9858-abc57e31171c,113,1,00:02:15.612,2,,4,From Throw In,England,Raheem Sterling,Left Wing,1.145426,3795187,3233,True,,,,0.9821078034250248,Complete,3336,Harry Maguire,Ground Pass,Right Foot,72.24468,9.54893,57.8,11.1
a5b5a08f-d2a1-41e9-9889-365016d1e981,116,1,00:02:17.545,2,,4,From Throw In,England,Harry Maguire,Left Center Back,1.415464,3795187,3336,,,,,0.8932149504463034,Complete,3382,Luke Shaw,Ground Pass,Right Foot,61.10144,13.761,85.4,4.4
cd7e5e2c-b119-46cb-8fd9-f8538bb0e961,120,1,00:02:20.014,2,,4,From Throw In,England,Luke Shaw,Left Back,0.866852,3795187,3382,True,,,,0.8982581176137537,Incomplete,10955,Harry Kane,Ground Pass,Left Foot,90.775185,4.4551,92.2,23.5
99bb82ab-b45f-43b1-a5aa-f0314ef16fbb,125,1,00:02:22.309,2,,4,From Throw In,Ukraine,Serhii Sydorchuk,Center Defensive Midfield,0.151198,3795187,16514,True,,,,0.02281716460334357,Incomplete,8830,Andriy Yarmolenko,Ground Pass,Right Foot,26.874432,58.498615,30.2,52.1
e1c61a07-0e56-455b-9045-4456b0af4a13,129,1,00:02:24.418,2,Recovery,4,From Throw In,England,Luke Shaw,Left Back,1.390524,3795187,3382,True,,,,0.985056872991226,Complete,3336,Harry Maguire,Ground Pass,Left Foot,82.5996,9.59519,64.6,15.6
5acea417-5e84-4001-a0b5-afa9e71dedc9,132,1,00:02:26.705,2,,4,From Throw In,England,Harry Maguire,Left Center Back,1.635291,3795187,3336,,,,,0.9868127293358504,Complete,3244,John Stones,Ground Pass,Right Foot,61.425133,17.444405,63.4,47.2
d01d38e4-0e43-45da-998c-c383eab2a3ff,135,1,00:02:29.489,2,,4,From Throw In,England,John Stones,Right Center Back,2.041973,3795187,3244,,,,,0.978327228140769,Complete,3205,Kyle Walker,Ground Pass,Right Foot,62.52133,47.652958,78.8,76.1
60611fcf-1c01-475b-acc6-a89515c10526,138,1,00:02:33.317,2,,4,From Throw In,England,Kyle Walker,Right Back,1.208782,3795187,3205,,,,,0.983444092820314,Complete,4706,Kalvin Phillips,Ground Pass,Right Foot,82.29824,75.7922,82.4,69.5
15f83c43-1dfd-4f54-b64c-6f0d27b82e0b,142,1,00:02:34.605,2,,4,From Throw In,England,Kalvin Phillips,Right Defensive Midfield,1.283582,3795187,4706,True,,,,0.9898866120899276,Complete,3205,Kyle Walker,Ground Pass,Right Foot,81.21972,59.15099,78.5,76.7
7effc110-a1e8-4ee8-819d-814d0ffd8583,145,1,00:02:37.576,2,,4,From Throw In,England,Kyle Walker,Right Back,0.870355,3795187,3205,,,,,0.9279705220447728,Complete,7843,Mason Mount,Ground Pass,Right Foot,76.73154,75.70224,90.5,77.8
54a1f11d-46c4-4a48-8e25-4bc14bb2cd0e,148,1,00:02:38.969,2,,4,From Throw In,England,Mason Mount,Center Attacking Midfield,0.729767,3795187,7843,,,,,0.6994295651195153,Complete,12423,Jadon Sancho,Ground Pass,Right Foot,91.76188,75.29564,91.8,79.3
cbed13e4-6c49-4148-9a5a-7f32f1581d79,151,1,00:02:41.307,2,,4,From Throw In,England,Jadon Sancho,Right Wing,0.872156,3795187,12423,,,,,0.9640839841503788,Complete,7843,Mason Mount,Ground Pass,Right Foot,92.28661,77.78297,89.2,75.7
ae3b8bf9-7910-48de-a1e6-b88c1cd61f51,154,1,00:02:42.515,2,,4,From Throw In,England,Mason Mount,Center Attacking Midfield,0.880982,3795187,7843,,,,,0.9904477059466698,Complete,3205,Kyle Walker,Ground Pass,Right Foot,89.63819,73.074234,79.0,77.8
c9d59d26-2fe2-470d-ac69-2c28b1927585,157,1,00:02:44.228,2,,4,From Throw In,England,Kyle Walker,Right Back,0.735312,3795187,3205,,,,,0.9036334862257996,Complete,12423,Jadon Sancho,Ground Pass,Right Foot,79.48281,78.152245,92.0,78.9
aa176bb1-ff5e-4cae-94f4-34c9bd6576e2,161,1,00:02:45.873,2,,4,From Throw In,England,Jadon Sancho,Right Wing,1.275841,3795187,12423,True,,,,0.982307766163764,Complete,3205,Kyle Walker,Ground Pass,Right Foot,86.61848,78.48355,76.4,78.9
cdfd755c-b980-43c7-896e-b9a637edd995,164,1,00:02:48.109,2,,4,From Throw In,England,Kyle Walker,Right Back,1.384382,3795187,3205,,,,,0.9836698218321224,Complete,3244,John Stones,Ground Pass,Right Foot,75.17442,73.26722,64.0,55.4
acba3a7d-a2b1-4e50-af36-32e363bab4d5,167,1,00:02:51.962,2,,4,From Throw In,England,John Stones,Right Center Back,1.148312,3795187,3244,,,,,0.9950800296849848,Complete,3943,Declan Rice,Ground Pass,Right Foot,66.11692,51.466557,63.8,41.2
04e87b10-1ba2-4388-a89a-5af8c0a6b47e,170,1,00:02:54.068,2,,4,From Throw In,England,Declan Rice,Left Defensive Midfield,1.130112,3795187,3943,,,,,0.9816817370027168,Complete,3336,Harry Maguire,Ground Pass,Right Foot,62.170677,36.194714,65.7,19.8
9d211f1f-63bc-4594-80e7-01cabc2f87de,173,1,00:02:56.709,2,,4,From Throw In,England,Harry Maguire,Left Center Back,1.531126,3795187,3336,,,,,0.9372108427383368,Complete,10955,Harry Kane,Ground Pass,Right Foot,60.732895,20.067993,75.8,4.9
acdb8b08-45a3-4efc-88bd-0e25aa6a8d7b,176,1,00:03:00.143,3,,4,From Throw In,England,Harry Kane,Center Forward,3.262401,3795187,10955,,,,,0.44255873940426377,Complete,3205,Kyle Walker,High Pass,Right Foot,74.871544,6.763794,85.2,72.3
9aa0267a-7ef4-4ad9-98f5-800fc4880f05,180,1,00:03:04.450,3,,4,From Throw In,England,Kyle Walker,Right Back,1.130053,3795187,3205,,,,,0.922983206918212,Complete,12423,Jadon Sancho,Ground Pass,Right Foot,86.43448,66.30969,99.5,73.7
c6b2cc6d-9ceb-4dc0-a39c-509fc94e4ac7,183,1,00:03:06.789,3,,4,From Throw In,England,Jadon Sancho,Right Wing,0.726212,3795187,12423,,,,,0.9207567366547216,Complete,7843,Mason Mount,Ground Pass,Right Foot,103.54998,68.6664,105.9,62.0
3f045d3a-4a65-4e20-8aea-1c3d861aed7c,188,1,00:03:09.216,3,Recovery,4,From Throw In,Ukraine,Oleksandr Zinchenko,Left Center Midfield,0.697839,3795187,3575,,,,,0.9658962887280392,Complete,16514,Serhii Sydorchuk,Ground Pass,Left Foot,15.752347,21.956436,14.2,23.5
846a4eec-9bd0-43a2-a213-0bae9a6368b3,191,1,00:03:10.518,3,,4,From Throw In,Ukraine,Serhii Sydorchuk,Center Defensive Midfield,2.6389,3795187,16514,,,,,0.28134945396981825,Incomplete,23649,Roman Yaremchuk,High Pass,Left Foot,16.481146,26.86028,43.9,11.1
120d26c0-84b2-4271-829f-5076d7ff1589,193,1,00:03:13.157,3,Interception,4,From Throw In,England,John Stones,Right Center Back,2.693969,3795187,3244,,True,,,0.8819252593370235,Complete,3205,Kyle Walker,Low Pass,Right Foot,75.35965,63.56705,80.5,77.0
04848c1d-7971-4e5f-ba4b-57cd9b619783,197,1,00:03:16.647,3,,4,From Throw In,England,Kyle Walker,Right Back,0.882341,3795187,3205,True,,,,0.8711573832765895,Complete,12423,Jadon Sancho,Ground Pass,Right Foot,80.48759,78.70765,93.3,78.2
795ee463-6a15-42c8-a4c8-46b8e6007e14,201,1,00:03:18.385,3,,4,From Throw In,England,Jadon Sancho,Right Wing,0.983082,3795187,12423,True,,,,0.9779313022344192,Complete,4706,Kalvin Phillips,Ground Pass,Left Foot,87.42185,75.21332,79.4,75.2
782bf6f8-9ae2-4c2e-9501-cbe21f409de5,204,1,00:03:21.566,3,,4,From Throw In,England,Kalvin Phillips,Right Defensive Midfield,1.663855,3795187,4706,,,,,0.9863486053467462,Complete,3336,Harry Maguire,Ground Pass,Right Foot,74.6471,58.2086,66.1,35.9
7d3cc439-7b13-45c7-8e5e-aff1887b92eb,207,1,00:03:24.531,3,,4,From Throw In,England,Harry Maguire,Left Center Back,2.056214,3795187,3336,,,,,0.9763937446183948,Complete,3233,Raheem Sterling,Ground Pass,Right Foot,69.07803,28.37609,88.8,5.1
d664335e-0c0d-4bd6-bc16-d51285552ca2,215,1,00:03:31.995,3,,4,From Throw In,England,Raheem Sterling,Left Wing,1.917387,3795187,3233,True,,,,0.8459033778878228,Complete,10955,Harry Kane,Ground Pass,Right Foot,94.8,23.3,109.8,36.1
16d7eb2b-7a65-42af-b34a-71e80d2aaf18,219,1,00:04:34.164,4,Kick Off,5,From Kick Off,Ukraine,Roman Yaremchuk,Left Center Forward,1.124867,3795187,23649,,,True,,0.9970878326594468,Complete,16514,Serhii Sydorchuk,Ground Pass,Right Foot,60.0,40.0,47.1,43.4
fea886d8-9c2b-452e-9117-e7e27b2bcb7b,221,1,00:04:38.397,4,,5,From Kick Off,Ukraine,Serhii Sydorchuk,Center Defensive Midfield,1.121447,3795187,16514,,,,,0.9966778201714348,Complete,39136,Illia Zabarnyi,Ground Pass,Right Foot,46.3,42.7,35.4,53.4
4c82ace2-cbe9-4f2d-9162-0114efdf25a1,224,1,00:04:40.347,4,,5,From Kick Off,Ukraine,Illia Zabarnyi,Right Center Back,0.72039,3795187,39136,,,,,0.94468352478555,Complete,21294,Mykola Shaparenko,Ground Pass,Right Foot,34.30935,54.81284,42.6,54.5
7fca879d-2320-41c3-9eb7-a7ce79ca19a4,233,1,00:04:43.964,4,Recovery,5,From Kick Off,Ukraine,Serhii Sydorchuk,Center Defensive Midfield,0.725224,3795187,16514,,,,,0.9789503986309828,Complete,3575,Oleksandr Zinchenko,Ground Pass,Right Foot,46.799107,45.574028,47.5,32.4
534a5e2f-d688-4be9-a850-102998e9f9eb,238,1,00:04:45.933,4,,5,From Kick Off,Ukraine,Oleksandr Zinchenko,Left Center Midfield,1.709289,3795187,3575,True,,,,0.9609812377425941,Complete,20827,Vitalii Mykolenko,Ground Pass,Left Foot,46.54769,34.169064,47.1,4.6
88b1a6bb-37aa-411d-b226-57e08632a3dd,242,1,00:04:48.514,4,,5,From Kick Off,Ukraine,Vitalii Mykolenko,Left Wing Back,1.117615,3795187,20827,True,,,,0.9795312647765164,Complete,18617,Mykola Matviyenko,Ground Pass,Left Foot,45.339268,14.870041,27.0,7.2
37c4b269-ce01-4f36-b03d-171001631962,246,1,00:04:51.517,4,,5,From Kick Off,Ukraine,Mykola Matviyenko,Left Center Back,0.734524,3795187,18617,True,,,,0.9530182752951722,Complete,16514,Serhii Sydorchuk,Ground Pass,Left Foot,29.20678,14.395126,36.6,14.5
bd0dced9-2062-4a4d-8381-c6da59c1dd26,250,1,00:04:56.005,4,,5,From Kick Off,Ukraine,Serhii Sydorchuk,Center Defensive Midfield,1.300731,3795187,16514,,,,,0.9797591916035672,Complete,39136,Illia Zabarnyi,Ground Pass,Right Foot,41.967865,28.86399,42.6,57.3
68ff7181-8429-48a8-92c1-c80009891531,253,1,00:04:58.391,4,,5,From Kick Off,Ukraine,Illia Zabarnyi,Right Center Back,1.121613,3795187,39136,,,,,0.9377912164255848,Complete,31900,Oleksandr Karavaev,Ground Pass,Right Foot,46.069855,59.271416,56.7,74.6
5e8d3b69-74cc-467e-8065-17209343c811,256,1,00:05:01.021,5,,5,From Kick Off,Ukraine,Oleksandr Karavaev,Right Wing Back,1.684954,3795187,31900,,,,,0.9805529229946608,Complete,18618,Sergey Krivtsov,Ground Pass,Right Foot,55.500774,75.94473,36.0,53.2
5484bad9-4c2d-49ef-b1aa-68357b9ef5f6,259,1,00:05:04.338,5,,5,From Kick Off,Ukraine,Sergey Krivtsov,Center Back,1.695454,3795187,18618,,,,,0.9844543140102454,Complete,18617,Mykola Matviyenko,Ground Pass,Right Foot,37.62131,48.28751,41.8,14.9
7d194f80-d009-4629-9d2c-289c24155db5,262,1,00:05:07.555,5,,5,From Kick Off,Ukraine,Mykola Matviyenko,Left Center Back,1.156708,3795187,18617,,,,,0.9612085738620368,Complete,23649,Roman Yaremchuk,Ground Pass,Left Foot,47.0736,21.45811,64.9,32.7
40bbb23a-9403-40b5-86c6-998f46aa0dc9,266,1,00:05:09.999,5,,5,From Kick Off,Ukraine,Roman Yaremchuk,Left Center Forward,0.701125,3795187,23649,True,,,,0.9806909860687664,Complete,21294,Mykola Shaparenko,Ground Pass,Right Foot,63.920807,37.60477,62.3,43.8
e10b0575-ef46-498d-8870-77ba89860b67,269,1,00:05:11.530,5,,5,From Kick Off,Ukraine,Mykola Shaparenko,Right Center Midfield,1.336275,3795187,21294,,,,,0.9941417793476536,Complete,39136,Illia Zabarnyi,Ground Pass,Right Foot,60.862415,46.62982,56.1,55.8
cb5b29fe-5a61-43d0-9fe7-e444c0d57ab3,272,1,00:05:13.666,5,,5,From Kick Off,Ukraine,Illia Zabarnyi,Right Center Back,1.151107,3795187,39136,,,,,0.984922571338135,Complete,31900,Oleksandr Karavaev,Ground Pass,Left Foot,56.726234,61.788174,64.2,76.5
c0634729-5b9b-4e6b-b4ad-6e29795053d9,275,1,00:05:18.602,5,,5,From Kick Off,Ukraine,Oleksandr Karavaev,Right Wing Back,1.92037,3795187,31900,,,,,0.9757530847488052,Complete,18618,Sergey Krivtsov,Ground Pass,Right Foot,62.56457,76.04743,44.6,45.3
1babee28-1d4a-4669-a811-acd5fdb71ad0,278,1,00:05:22.434,5,,5,From Kick Off,Ukraine,Sergey Krivtsov,Center Back,1.785608,3795187,18618,,,,,0.9851016030877302,Complete,18617,Mykola Matviyenko,Ground Pass,Right Foot,49.899708,41.024117,54.4,16.0
6606fd37-a05a-4eeb-affd-9d207d724d84,281,1,00:05:25.760,5,,5,From Kick Off,Ukraine,Mykola Matviyenko,Left Center Back,1.888169,3795187,18617,,,,,0.5357936478608479,Complete,3575,Oleksandr Zinchenko,High Pass,Left Foot,58.710808,18.020866,91.0,9.3
bcfae2e6-0569-48fd-a644-7b0ee72447e5,284,1,00:05:29.484,5,,5,From Kick Off,Ukraine,Oleksandr Zinchenko,Left Center Midfield,0.895615,3795187,3575,,,,,0.98947882657072,Complete,20827,Vitalii Mykolenko,Ground Pass,Left Foot,94.11486,1.1274263,80.7,2.3
f177de1b-46b5-4f8f-a2f9-537bc6e3270f,287,1,00:05:31.712,5,,5,From Kick Off,Ukraine,Vitalii Mykolenko,Left Wing Back,0.947738,3795187,20827,,,,,0.9332586108864988,Complete,8830,Andriy Yarmolenko,Ground Pass,Right Foot,78.86166,4.9685817,84.3,8.5
91103516-046c-4144-b880-35743e29c755,290,1,00:05:33.531,5,,5,From Kick Off,Ukraine,Andriy Yarmolenko,Right Center Forward,1.371639,3795187,8830,,,,,0.8566955849949024,Complete,3575,Oleksandr Zinchenko,Ground Pass,Left Foot,85.25158,14.541163,91.6,2.7
8a6c9544-9a64-4d11-b9d4-f52bca67c20a,294,1,00:05:37.225,5,,5,From Kick Off,Ukraine,Oleksandr Zinchenko,Left Center Midfield,0.895353,3795187,3575,,,,,0.9830095266398274,Complete,20827,Vitalii Mykolenko,Ground Pass,Left Foot,95.82871,1.1210024,82.4,2.7
ee5a8622-b1f5-442b-953d-139aa393dc58,297,1,00:05:39.271,5,,5,From Kick Off,Ukraine,Vitalii Mykolenko,Left Wing Back,0.950625,3795187,20827,,,,,0.9888554443705488,Complete,16514,Serhii Sydorchuk,Ground Pass,Left Foot,81.37337,6.714936,71.9,12.8
20284216-97eb-4b80-ba26-dddab2c76062,300,1,00:05:41.487,5,,5,From Kick Off,Ukraine,Serhii Sydorchuk,Center Defensive Midfield,1.338749,3795187,16514,,,,,0.9818979945963402,Complete,39136,Illia Zabarnyi,Ground Pass,Right Foot,68.495804,24.81647,63.6,47.8
05612ee2-0fa4-4ce8-9256-189143ea58d4,302,1,00:05:42.826,5,,5,From Kick Off,Ukraine,Illia Zabarnyi,Right Center Back,1.735359,3795187,39136,,,,,0.9934206882928648,Complete,18618,Sergey Krivtsov,Ground Pass,Right Foot,61.34345,50.460144,51.2,34.8
8c73c2c6-5c02-4a0f-966b-2f49172dafb0,306,1,00:05:45.891,5,,5,From Kick Off,Ukraine,Sergey Krivtsov,Center Back,1.297147,3795187,18618,True,,,,0.9691652270153016,Complete,18617,Mykola Matviyenko,Ground Pass,Right Foot,52.05493,39.041576,53.7,11.5
55fe5a31-fefb-4880-b5de-8bc831f38ab2,309,1,00:05:48.496,5,,5,From Kick Off,Ukraine,Mykola Matviyenko,Left Center Back,2.152937,3795187,18617,,,,,0.3311626089841296,Complete,20827,Vitalii Mykolenko,High Pass,Left Foot,56.18635,14.490136,89.5,4.9
bff813cf-983c-4b77-b41d-602d2da2e1ed,312,1,00:05:51.880,5,,5,From Kick Off,Ukraine,Vitalii Mykolenko,Left Wing Back,0.708163,3795187,20827,,,,,0.9456635936452056,Complete,23649,Roman Yaremchuk,Ground Pass,Right Foot,91.58958,7.3683586,88.6,10.2
1b9ad833-e4be-472f-aff6-583a95aec04a,315,1,00:05:53.300,5,,5,From Kick Off,Ukraine,Roman Yaremchuk,Left Center Forward,0.733282,3795187,23649,,,,,0.8821962984029046,Complete,20827,Vitalii Mykolenko,Ground Pass,Right Foot,89.89464,12.327405,91.6,4.4
506f81d7-0825-4954-bd4a-e476e0f1a1aa,317,1,00:05:54.033,5,,5,From Kick Off,Ukraine,Vitalii Mykolenko,Left Wing Back,0.52417,3795187,20827,,,,,0.6591914097872502,Complete,23649,Roman Yaremchuk,Ground Pass,Left Foot,92.961205,4.7100363,92.5,7.6
28b7eba7-977c-4ed1-a335-31b7f9814159,325,1,00:06:14.644,6,Throw-in,6,From Throw In,Ukraine,Oleksandr Karavaev,Right Wing Back,1.334905,3795187,31900,,,,,0.979924721846532,Complete,21294,Mykola Shaparenko,Low Pass,,68.08289,80.575325,61.9,70.1
12e0de52-9d35-4cee-b72b-f0d038a8bcd3,329,1,00:06:16.697,6,,6,From Throw In,Ukraine,Mykola Shaparenko,Right Center Midfield,1.67984,3795187,21294,,,,,0.9754492141107672,Complete,18618,Sergey Krivtsov,Low Pass,Right Foot,60.98041,71.490326,44.3,58.1
