id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,out,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y,passing_accuracy
1ab6dde5-0626-4ff9-969c-8ce9e30b0915,5,1,00:00:00.227,0,Kick Off,2,From Kick Off,Netherlands,Memphis Depay,Left Center Forward,0.851014,3788746,2988,,,,,0.9978821327941532,Complete,8118,Frenkie de Jong,Ground Pass,Right Foot,60.163055,40.947693,52.0,35.5,0.79 (45/57)
9c787ac3-fb84-41c1-9429-f3bf380ff8dc,8,1,00:00:03.806,0,,2,From Kick Off,Netherlands,Frenkie de Jong,Left Defensive Midfield,1.448118,3788746,8118,,,,,0.9961730423469074,Complete,3311,Daley Blind,Ground Pass,Right Foot,51.5953,34.192802,40.4,15.4,0.92 (91/99)
f5d3322f-84af-4e73-bcdd-260a7c14438f,11,1,00:00:06.067,0,,2,From Kick Off,Netherlands,Daley Blind,Left Center Back,0.731284,3788746,3311,,,,,0.9756282014343136,Complete,8118,Frenkie de Jong,Ground Pass,Left Foot,41.97947,22.854446,50.1,21.8,0.95 (74/78)
b7d34d96-153e-4ab1-97a8-79e1af7cea9b,14,1,00:00:09.011,0,,2,From Kick Off,Netherlands,Frenkie de Jong,Left Defensive Midfield,1.233539,3788746,8118,,,,,0.9926444103310316,Complete,7787,Stefan de Vrij,Ground Pass,Right Foot,51.345905,23.580437,36.0,37.6,0.92 (91/99)
1bd1d92f-cf75-4288-af14-24b7fd2f12bf,17,1,00:00:12.758,0,,2,From Kick Off,Netherlands,Stefan de Vrij,Center Back,2.045396,3788746,7787,,,,,0.9823020145900608,Complete,3311,Daley Blind,Ground Pass,Right Foot,42.550533,40.21252,42.8,16.1,0.95 (71/75)
e006bdf3-4850-4257-8bf4-056ee1686ff2,20,1,00:00:15.631,0,,2,From Kick Off,Netherlands,Daley Blind,Left Center Back,1.059877,3788746,3311,,,,,0.9359995441473667,Complete,8118,Frenkie de Jong,Ground Pass,Left Foot,45.158474,20.73355,56.0,24.4,0.95 (74/78)
1566028a-7f8a-4938-bce4-bc34285ee4df,23,1,00:00:21.513,0,,2,From Kick Off,Netherlands,Frenkie de Jong,Left Defensive Midfield,1.297693,3788746,8118,,,,,0.9778653227049466,Complete,6994,Marten de Roon,Ground Pass,Right Foot,59.781578,17.56353,56.1,36.2,0.92 (91/99)
479f393b-d5fc-4c60-adfc-496f23858256,26,1,00:00:24.064,0,,2,From Kick Off,Netherlands,Marten de Roon,Right Defensive Midfield,1.233873,3788746,6994,,,,,0.9954322776476784,Complete,21809,Jurriën David Norman Timber,Ground Pass,Left Foot,55.68437,37.935627,43.8,54.1,0.91 (71/78)
5d1bcfc3-4819-44d5-a09a-5b32286b4989,29,1,00:00:25.364,0,,2,From Kick Off,Netherlands,Jurriën David Norman Timber,Right Center Back,1.582138,3788746,21809,,,,,0.99064016198021,Complete,7787,Stefan de Vrij,Ground Pass,Right Foot,43.7,54.1,40.2,30.5,0.97 (76/78)
9fa4f35b-0933-4b22-8306-2203f8dce273,33,1,00:00:27.019,0,,2,From Kick Off,Netherlands,Stefan de Vrij,Center Back,5.315997,3788746,7787,True,,,,0.968650657048726,Complete,20201,Maarten Stekelenburg,Ground Pass,Left Foot,41.717793,36.918694,8.5,40.5,0.95 (71/75)
f6ec36b0-2be7-4487-b033-709f380ee374,36,1,00:00:35.770,0,,2,From Kick Off,Netherlands,Maarten Stekelenburg,Goalkeeper,4.062014,3788746,20201,,,,,0.10017551235032496,Out,8125,Denzel Dumfries,High Pass,Right Foot,8.203741,46.54323,79.0,79.9,0.77 (23/30)
36f6a99a-6f21-4283-88e6-6e431aa7bd09,38,1,00:00:51.624,0,Throw-in,3,From Throw In,Ukraine,Vitalii Mykolenko,Left Back,0.830107,3788746,20827,,,,,0.9750509921358836,Complete,3575,Oleksandr Zinchenko,Low Pass,,40.81633,-0.98134,45.9,10.3,0.7 (33/47)
