id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,out,counterpress,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
8d515022-aaa4-44bc-a27e-0c514c5f3e1d,5,1,0,Kick Off,2,From Kick Off,Germany,Serge Gnabry,Center Forward,1.010312,3788774,8400,,,,,Complete,10287,İlkay Gündoğan,Ground Pass,Right Foot,59.58351,40.42203,48.8,43.8
efb14a42-979c-46cb-8524-0da1612404d4,8,1,0,,2,From Kick Off,Germany,İlkay Gündoğan,Right Defensive Midfield,0.699088,3788774,10287,,,,,Complete,5574,Toni Kroos,Ground Pass,Left Foot,49.28064,42.410873,51.0,29.7
eaeb76d3-e590-40a1-ae0a-05c1d448bbe5,11,1,0,,2,From Kick Off,Germany,Toni Kroos,Left Defensive Midfield,1.019391,3788774,5574,,,,,Complete,10287,İlkay Gündoğan,Ground Pass,Left Foot,49.78499,36.073635,48.6,46.8
9776bf93-1c72-4083-ad8d-e106d0446190,14,1,0,,2,From Kick Off,Germany,İlkay Gündoğan,Right Defensive Midfield,1.63139,3788774,10287,,,,,Complete,3167,Antonio Rüdiger,Ground Pass,Right Foot,48.65549,43.716976,42.0,14.3
f1a85fa3-fb62-4ba9-83be-0ece403ae952,17,1,0,,2,From Kick Off,Germany,Antonio Rüdiger,Left Center Back,1.458481,3788774,3167,,,,,Complete,5572,Mats Hummels,Ground Pass,Left Foot,44.459705,24.769915,35.1,38.6
6ad3d33b-e226-4698-aa6d-b13f8b261ec5,20,1,0,,2,From Kick Off,Germany,Mats Hummels,Center Back,1.710773,3788774,5572,,,,,Complete,8808,Matthias Ginter,Ground Pass,Left Foot,40.61762,41.185623,51.2,69.2
f377951a-8bfa-4677-97de-1626f339def8,23,1,0,,2,From Kick Off,Germany,Matthias Ginter,Right Center Back,1.014514,3788774,8808,,,,,Complete,8966,Kai Havertz,Ground Pass,Right Foot,55.03623,67.35817,71.1,72.9
9165943a-10d8-471f-8c47-5ea2aeb7bf67,29,1,0,Free Kick,3,From Free Kick,Germany,Joshua Kimmich,Right Wing Back,0.947982,3788774,5579,,,,,Complete,10287,İlkay Gündoğan,Ground Pass,Right Foot,74.79223,76.3488,63.6,66.7
53ad03bf-cf18-4331-a60c-1e7e94a963d2,32,1,0,,3,From Free Kick,Germany,İlkay Gündoğan,Right Defensive Midfield,1.920994,3788774,10287,,,,,Complete,8808,Matthias Ginter,Ground Pass,Left Foot,61.645645,63.511127,57.4,71.2
4aa7bd85-b01a-4bf2-ae94-41c61584ebd2,35,1,0,,3,From Free Kick,Germany,Matthias Ginter,Right Center Back,0.795092,3788774,8808,,,,,Complete,10287,İlkay Gündoğan,Ground Pass,Right Foot,56.57067,71.2703,65.5,59.4
1c585b89-8bce-4773-b7a0-90b04fff1fb4,38,1,0,,3,From Free Kick,Germany,İlkay Gündoğan,Right Defensive Midfield,1.462009,3788774,10287,,,,,Complete,8808,Matthias Ginter,Ground Pass,Left Foot,64.15885,60.657078,63.8,73.5
4f0025d9-94ed-4e0f-9e01-ea751453a657,41,1,0,,3,From Free Kick,Germany,Matthias Ginter,Right Center Back,1.671667,3788774,8808,,,,,Complete,5572,Mats Hummels,Ground Pass,Right Foot,62.22074,74.95479,42.8,42.7
