id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,out,counterpress,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
10221587-bf7d-4b00-bbbf-ebbe2863c837,2516,2,68,,101,From Free Kick,England,Kalvin Phillips,Right Defensive Midfield,1.498446,3788759,4706,,,,,0.9621819947040876,Complete,3382,Luke Shaw,Ground Pass,Right Foot,72.52476,16.543087,80.6,4.4
5a9905db-0e4c-4184-9cb6-d64da70489f4,2519,2,68,,101,From Free Kick,England,Luke Shaw,Left Back,0.575162,3788759,3382,,,,,0.7795303377620425,Complete,9638,Jack Grealish,Ground Pass,Left Foot,87.37702,5.9320097,89.5,6.3
21cf539f-919a-4363-bacb-3061c4e3d9bb,2527,2,68,,101,From Free Kick,England,Jack Grealish,Left Wing,1.588159,3788759,9638,True,,,,0.9548885225800618,Incomplete,,,Ground Pass,Right Foot,105.39249,26.77509,95.7,37.7
7a28c865-862d-4fa0-9193-fa253761e83d,2530,2,68,,102,Regular Play,Scotland,Che Adams,Right Center Forward,1.153501,3788759,9466,,,,,0.9958846066856748,Complete,3655,Andrew Robertson,Ground Pass,Right Foot,39.96627,25.944653,36.9,15.4
ab92b204-9423-4ef1-a7dd-e74e37440213,2533,2,68,,102,Regular Play,Scotland,Andrew Robertson,Left Wing Back,2.0,3788759,3655,,,,,0.9925592816233849,Complete,9048,"Stephen O""Donnell",Ground Pass,Left Foot,54.83276,40.82538,43.1,62.3
c439f2e1-9e86-471c-87b9-20f24a7d03f1,2536,2,68,,102,Regular Play,Scotland,"Stephen O""Donnell",Right Wing Back,1.059848,3788759,9048,,,,,0.9907646647509768,Complete,3620,Scott McTominay,Ground Pass,Right Foot,50.12448,71.14861,41.8,70.4
6367d7b1-f78e-40af-bb3a-52c2bb1ae8ed,2539,2,68,,102,Regular Play,Scotland,Scott McTominay,Right Center Back,2.117076,3788759,3620,,,,,0.990513659695228,Complete,10534,Callum McGregor,Ground Pass,Right Foot,48.29588,52.135048,42.9,33.9
1e633994-4949-4ea3-ae49-3d636a98b488,2542,2,68,,102,Regular Play,Scotland,Callum McGregor,Left Defensive Midfield,1.247642,3788759,10534,,,,,0.9076208052782684,Complete,3655,Andrew Robertson,Ground Pass,Left Foot,46.24776,21.374535,59.1,9.4
a728760d-8d93-418a-8984-7ea6c1234e0b,2545,2,68,,102,Regular Play,Scotland,Andrew Robertson,Left Wing Back,2.0,3788759,3655,,,,,0.9884055522305184,Complete,10540,Kieran Tierney,Ground Pass,Left Foot,60.09916,2.575035,40.1,13.2
7d236631-ade4-4fac-8c0b-01ef9151b32b,2548,2,68,,102,Regular Play,Scotland,Kieran Tierney,Left Center Back,1.69732,3788759,10540,,,,,0.9942538129020101,Complete,9481,Grant Hanley,Ground Pass,Left Foot,41.06203,17.98696,35.1,35.3
126e8a3a-fc87-4413-b2a3-038fd74d1de8,2551,2,68,,102,Regular Play,Scotland,Grant Hanley,Center Back,1.30906,3788759,9481,,,,,0.9711955172604966,Complete,31067,Billy Gilmour,Ground Pass,Right Foot,35.99115,35.658043,43.8,44.2
3f581b17-ae4d-4b64-a8fe-fe8027c9f189,2554,2,68,,102,Regular Play,Scotland,Billy Gilmour,Right Defensive Midfield,1.691257,3788759,31067,,,,,0.9776577312104662,Complete,3620,Scott McTominay,Ground Pass,Right Foot,41.57645,48.75648,44.8,62.3
92cc3709-3bb1-431f-b730-36ae18ea9659,2558,2,69,,102,Regular Play,Scotland,Scott McTominay,Right Center Back,1.070689,3788759,3620,True,,,,0.9600956560680696,Complete,9048,"Stephen O""Donnell",Ground Pass,Right Foot,47.6941,65.22408,48.0,77.8
896a20d3-413a-47be-9c65-71c16f2532e9,2561,2,69,,102,Regular Play,Scotland,"Stephen O""Donnell",Right Wing Back,2.625428,3788759,9048,,,,,0.9692702344212744,Complete,9645,David Marshall,Ground Pass,Left Foot,39.404106,73.62829,10.7,58.3
9436c3dc-3c68-43bd-a208-40987285a5a8,2564,2,69,,102,Regular Play,Scotland,David Marshall,Goalkeeper,2.889298,3788759,9645,,,,,0.27945184762986475,Incomplete,29571,Lyndon Dykes,High Pass,Right Foot,12.51887,57.58412,71.2,40.3
b12a1e65-7ac4-46dc-991b-e253af5d6872,2566,2,69,Recovery,102,Regular Play,England,John Stones,Right Center Back,0.753522,3788759,3244,True,,,,0.5996268384250076,Incomplete,,,Low Pass,,49.436035,32.710217,63.4,36.1
234ebbab-6aa3-46a9-a186-60013506a3ba,2577,2,69,,102,Regular Play,Scotland,Callum McGregor,Left Defensive Midfield,1.421085,3788759,10534,True,,,,0.9911182927625892,Complete,31067,Billy Gilmour,Ground Pass,Left Foot,49.55601,41.472977,48.1,53.7
9ffac23c-e588-4091-8f77-2154508bf4f4,2579,2,69,,102,Regular Play,Scotland,Billy Gilmour,Right Defensive Midfield,0.867337,3788759,31067,True,,,,0.9079579894551424,Complete,9974,John McGinn,Ground Pass,Right Foot,47.109474,44.367813,57.4,57.1
33cdbd64-ac88-48c3-a434-43ebc69be7ff,2583,2,69,,102,Regular Play,Scotland,John McGinn,Center Attacking Midfield,1.640325,3788759,9974,,,,,0.9779479191631628,Complete,3655,Andrew Robertson,Ground Pass,Left Foot,67.00368,44.306103,70.4,17.4
