id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y,passing_accuracy
580a829a-793d-42d8-8ea8-d95e8ba9f0a7,5,1,00:00:00.390,0,Kick Off,2,From Kick Off,Switzerland,Xherdan Shaqiri,Center Attacking Midfield,1.583845,3794691,3533,,,,0.9963348195413784,Complete,5549,Manuel Obafemi Akanji,Ground Pass,Left Foot,59.231564,39.483532,39.1,35.8,0.75 (21/28)
4e693e9f-e835-40b3-97cf-79deb65532b0,8,1,00:00:03.048,0,,2,From Kick Off,Switzerland,Manuel Obafemi Akanji,Center Back,1.327168,3794691,5549,,,,0.9910510425119352,Complete,5544,Ricardo Iván Rodríguez Araya,Ground Pass,Right Foot,39.2275,34.32189,48.2,17.6,0.92 (57/62)
e4561447-20ae-4e44-af60-4bc2f7a866c5,11,1,00:00:05.718,0,,2,From Kick Off,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,1.070214,3794691,5544,,,,0.9460393534423834,Complete,5548,Steven Zuber,Ground Pass,Right Foot,55.0043,14.87956,67.1,7.9,0.84 (49/58)
291d0368-7baf-42f6-b9d1-216d13deae01,14,1,00:00:07.655,0,,2,From Kick Off,Switzerland,Steven Zuber,Left Wing Back,1.18931,3794691,5548,,,,0.9817092761656868,Complete,3500,Granit Xhaka,Ground Pass,Right Foot,66.14606,7.09602,63.9,25.5,0.9 (36/40)
46665db2-86e1-433f-bbc6-da3753166765,17,1,00:00:09.658,0,,2,From Kick Off,Switzerland,Granit Xhaka,Left Defensive Midfield,0.954093,3794691,3500,,,,0.9948326404752608,Complete,5549,Manuel Obafemi Akanji,Ground Pass,Left Foot,59.060867,22.417553,41.8,29.2,0.91 (81/89)
dfd66e94-3509-4195-91e1-becd182f5849,20,1,00:00:15.988,0,,2,From Kick Off,Switzerland,Manuel Obafemi Akanji,Center Back,1.004452,3794691,5549,,,,0.9946526382224286,Complete,5544,Ricardo Iván Rodríguez Araya,Ground Pass,Right Foot,50.669426,38.617825,47.7,21.4,0.92 (57/62)
7ae10b9c-96fd-446c-9c30-6f746740f59c,23,1,00:00:19.669,0,,2,From Kick Off,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,2.097727,3794691,5544,,,,0.9384181763514724,Complete,5545,Breel-Donald Embolo,Ground Pass,Left Foot,56.948795,19.13411,72.2,3.0,0.84 (49/58)
40cd8e6a-e7b9-442b-9712-281ed4069665,26,1,00:00:24.254,0,,2,From Kick Off,Switzerland,Breel-Donald Embolo,Right Center Forward,1.481509,3794691,5545,,,,0.9000983617397593,Complete,5549,Manuel Obafemi Akanji,Low Pass,Right Foot,68.01413,6.432686,42.3,19.0,0.74 (17/23)
1230e271-d321-43d9-baa5-c97101df5494,29,1,00:00:29.594,0,,2,From Kick Off,Switzerland,Manuel Obafemi Akanji,Center Back,1.990722,3794691,5549,,,,0.9210446469735161,Complete,5544,Ricardo Iván Rodríguez Araya,Ground Pass,Right Foot,34.88422,29.470573,50.9,5.2,0.92 (57/62)
05696105-69d4-4e1d-9e48-605027a1ad02,32,1,00:00:35.303,0,,2,From Kick Off,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,0.868335,3794691,5544,,,,0.9160181736326328,Complete,5548,Steven Zuber,Ground Pass,Right Foot,71.27401,9.618324,78.1,2.1,0.84 (49/58)
da7b8367-8e0d-473a-ab1b-1f9a001d9d05,35,1,00:00:36.698,0,,2,From Kick Off,Switzerland,Steven Zuber,Left Wing Back,1.108735,3794691,5548,,,,0.9636725647936996,Complete,3533,Xherdan Shaqiri,Ground Pass,Right Foot,78.54088,0.850464,83.9,12.6,0.9 (36/40)
1cf649ec-4f4b-4844-87a4-9234815d807f,39,1,00:00:37.821,0,,2,From Kick Off,Switzerland,Xherdan Shaqiri,Center Attacking Midfield,0.610817,3794691,3533,True,,,0.9574140402151066,Complete,5548,Steven Zuber,Ground Pass,Left Foot,84.29639,14.07722,82.4,6.8,0.75 (21/28)
e3aa6e4e-279a-4fa1-a745-8ff39367bde9,41,1,00:00:38.432,0,,2,From Kick Off,Switzerland,Steven Zuber,Left Wing Back,0.229318,3794691,5548,,,,0.3958554500545988,Complete,3533,Xherdan Shaqiri,Ground Pass,Right Foot,81.9607,8.59703,81.5,13.6,0.9 (36/40)
7a04ab5c-f094-464c-9abb-356e86ee9465,43,1,00:00:38.661,0,,2,From Kick Off,Switzerland,Xherdan Shaqiri,Center Attacking Midfield,2.114567,3794691,3533,,,,0.8900152795350812,Incomplete,5544,Ricardo Iván Rodríguez Araya,High Pass,Left Foot,81.69342,13.61403,64.9,26.0,0.75 (21/28)
04e8b830-88aa-452d-8b09-c9387326e924,48,1,00:00:42.578,0,,3,Regular Play,France,Karim Benzema,Right Center Forward,1.016516,3794691,19677,,,,0.97800393582848,Complete,5487,Antoine Griezmann,Ground Pass,Right Foot,48.60102,44.142406,55.8,31.3,0.91 (31/34)
9f185666-df15-4017-8fb8-39bc7532891b,51,1,00:00:44.580,0,,3,Regular Play,France,Antoine Griezmann,Center Attacking Midfield,1.919145,3794691,5487,,,,0.8744876731589387,Complete,3009,Kylian Mbappé Lottin,Ground Pass,Left Foot,59.23246,26.805382,86.1,11.2,0.73 (43/59)
edca6243-f63b-4d89-be9d-5dd7db4050c1,56,1,00:00:51.660,0,,3,Regular Play,France,Kylian Mbappé Lottin,Left Center Forward,1.503232,3794691,3009,True,,,0.7955495353600607,Complete,3026,Adrien Rabiot,Ground Pass,Right Foot,116.59043,22.946033,105.0,4.8,0.83 (30/36)
ab884fe1-9d04-44ee-813e-cb5e3c462531,59,1,00:00:53.571,0,,3,Regular Play,France,Adrien Rabiot,Left Wing Back,0.932939,3794691,3026,,,,0.9749009800634147,Complete,5487,Antoine Griezmann,Ground Pass,Left Foot,103.499855,9.325665,97.5,19.3,0.81 (70/86)
924ebf0d-68b5-4d0e-9f35-d4b88446606e,62,1,00:00:55.983,0,,3,Regular Play,France,Antoine Griezmann,Center Attacking Midfield,1.566296,3794691,5487,,,,0.7707948808089768,Complete,3026,Adrien Rabiot,Ground Pass,Left Foot,100.147026,16.74183,110.0,11.3,0.73 (43/59)
1de8e432-dd75-4419-af06-b6402a81d4e2,65,1,00:00:58.443,0,,3,Regular Play,France,Adrien Rabiot,Left Wing Back,1.096932,3794691,3026,,,,0.981936350964585,Complete,5487,Antoine Griezmann,Ground Pass,Left Foot,109.82299,14.969134,99.1,12.2,0.81 (70/86)
35303ae8-d32b-400c-a62b-a30edf711c1f,68,1,00:01:00.352,1,,3,Regular Play,France,Antoine Griezmann,Center Attacking Midfield,0.222473,3794691,5487,,,,0.018732880508694236,Incomplete,3009,Kylian Mbappé Lottin,Low Pass,Left Foot,100.95591,13.016356,103.6,14.8,0.73 (43/59)
9498cac1-ded2-4355-9124-2a2af1da35a0,71,1,00:01:26.364,1,Corner,4,From Corner,France,Antoine Griezmann,Center Attacking Midfield,1.442364,3794691,5487,,,,0.29546503295682736,Complete,5485,Raphaël Varane,High Pass,Left Foot,118.77846,1.4320089,111.5,36.5,0.73 (43/59)
acc22836-920a-407c-b299-b698ff5dc35e,77,1,00:02:23.574,2,Goal Kick,5,From Goal Kick,Switzerland,Yann Sommer,Goalkeeper,1.807448,3794691,5550,,True,,0.9682869234181976,Complete,3500,Granit Xhaka,Ground Pass,Right Foot,7.0,44.1,33.9,36.1,0.86 (30/35)
f159812f-284b-4250-9d4b-f8e6c52df559,79,1,00:02:28.610,2,,5,From Goal Kick,Switzerland,Granit Xhaka,Left Defensive Midfield,2.334789,3794691,3500,,,,0.9684442462769276,Complete,6983,Remo Freuler,Ground Pass,Left Foot,49.258484,41.930927,54.6,68.8,0.91 (81/89)
92e0b55a-ce34-4483-af4a-1ae2c5e3a2dd,83,1,00:02:32.555,2,,5,From Goal Kick,Switzerland,Remo Freuler,Right Defensive Midfield,0.9218,3794691,6983,True,,,0.8839215240373878,Complete,7796,Silvan Widmer,Ground Pass,Right Foot,63.700253,69.03335,70.5,79.1,0.89 (47/53)
81a62a69-271f-4257-a3c1-b9e52bf1bfba,86,1,00:02:34.717,2,,5,From Goal Kick,Switzerland,Silvan Widmer,Right Wing Back,1.262529,3794691,7796,,,,0.977096584942071,Complete,3500,Granit Xhaka,Ground Pass,Right Foot,67.44645,74.14534,69.1,68.4,0.83 (30/36)
e160a8ae-0cdd-4bc8-af04-192497eea02a,89,1,00:02:37.003,2,,5,From Goal Kick,Switzerland,Granit Xhaka,Left Defensive Midfield,0.947555,3794691,3500,,,,0.9933441385205878,Complete,7796,Silvan Widmer,Ground Pass,Left Foot,66.7313,63.97155,60.2,77.7,0.91 (81/89)
65a2fdf6-09e7-460a-8853-fc764aa621df,92,1,00:02:38.880,2,,5,From Goal Kick,Switzerland,Silvan Widmer,Right Wing Back,1.389989,3794691,7796,,,,0.9840553350747449,Complete,8814,Nico Elvedi,Ground Pass,Left Foot,56.081223,73.774765,40.1,71.2,0.83 (30/36)
66117ea0-aaab-4711-8577-1be572f3d311,95,1,00:02:42.154,2,,5,From Goal Kick,Switzerland,Nico Elvedi,Right Center Back,1.317632,3794691,8814,,,,0.9263805307969379,Complete,7796,Silvan Widmer,Ground Pass,Left Foot,34.56123,61.783707,48.7,79.2,0.86 (31/36)
e4f1aace-8d05-4131-9dc5-b2addbb7beed,99,1,00:02:44.204,2,,5,From Goal Kick,Switzerland,Silvan Widmer,Right Wing Back,1.165066,3794691,7796,True,,,0.9819369840189972,Complete,3500,Granit Xhaka,Ground Pass,Right Foot,46.16118,74.03715,45.0,69.1,0.83 (30/36)
c3c66436-524a-4f80-992e-bcdd30c59434,101,1,00:02:45.370,2,,5,From Goal Kick,Switzerland,Granit Xhaka,Left Defensive Midfield,6.234387,3794691,3500,,,,0.039770782014763584,Complete,5543,Haris Seferović,High Pass,Right Foot,45.32843,59.351337,116.5,65.1,0.91 (81/89)
93179a9f-1bd6-49e9-a874-fd01ef2a15bd,104,1,00:02:51.604,2,,5,From Goal Kick,Switzerland,Haris Seferović,Left Center Forward,1.183387,3794691,5543,True,,,0.3049522655318684,Incomplete,5545,Breel-Donald Embolo,High Pass,Left Foot,117.6,64.7,111.0,61.6,0.71 (20/28)
64a4a7b6-38cd-46ce-b57b-8915cb76d9cd,107,1,00:02:52.787,2,Interception,5,From Goal Kick,France,Clément Lenglet,Center Back,0.32077,3794691,6826,True,,,0.0067649120759645355,Incomplete,3961,N''Golo Kanté,Low Pass,Head,6.241045,19.43113,10.8,18.9,0.95 (39/41)
56442c37-0a15-4c35-8961-0568feb17254,112,1,00:02:54.994,2,Recovery,5,From Goal Kick,France,Presnel Kimpembe,Left Center Back,1.333709,3794691,2999,True,,,0.8678655666682995,Incomplete,,,Ground Pass,Left Foot,8.190525,23.475712,13.6,15.8,0.91 (69/76)
69c7de2d-f685-4819-9445-e9f78cef48a2,116,1,00:02:57.614,2,Recovery,5,From Goal Kick,Switzerland,Haris Seferović,Left Center Forward,1.071116,3794691,5543,,,,0.9699686680446574,Complete,3533,Xherdan Shaqiri,Ground Pass,Right Foot,107.5706,56.37925,100.5,55.7,0.71 (20/28)
b1de0153-a63e-4cfb-8666-58ab523f678f,119,1,00:03:01.994,3,,5,From Goal Kick,Switzerland,Xherdan Shaqiri,Center Attacking Midfield,1.550886,3794691,3533,,,,0.387776391732388,Incomplete,5548,Steven Zuber,High Pass,Left Foot,98.69776,57.81268,112.5,37.5,0.75 (21/28)
706cec45-fedd-47f0-819e-e6175eec757a,122,1,00:03:27.946,3,Corner,6,From Corner,Switzerland,Ricardo Iván Rodríguez Araya,Left Center Back,1.512159,3794691,5544,,,,0.36650872438934495,Complete,8814,Nico Elvedi,High Pass,Left Foot,120.0,0.1,111.8,37.7,0.84 (49/58)
a742f9d4-22a7-4590-be2e-0870828af862,131,1,00:03:33.848,3,,6,From Corner,France,Paul Pogba,Right Defensive Midfield,2.214369,3794691,20004,True,,,0.7795307190727223,Out,,,Low Pass,Left Foot,14.328194,26.393078,26.8,0.1,0.91 (73/80)
566e1b86-3e57-4be1-bf67-5cc5b1c92ce8,132,1,00:03:48.167,3,Throw-in,7,From Throw In,Switzerland,Silvan Widmer,Right Wing Back,1.846585,3794691,7796,,,,0.9711826910148176,Complete,8814,Nico Elvedi,Low Pass,,85.52727,79.58928,62.6,76.8,0.83 (30/36)
c1a90c1d-6a4e-4ef8-a31d-f24546c82dca,135,1,00:03:51.212,3,,7,From Throw In,Switzerland,Nico Elvedi,Right Center Back,1.502258,3794691,8814,,,,0.9945894421811708,Complete,6983,Remo Freuler,Ground Pass,Right Foot,63.67165,70.82587,58.0,58.9,0.86 (31/36)
4ffb4087-e433-4f72-b3d7-14709d0ff1e9,138,1,00:03:54.715,3,,7,From Throw In,Switzerland,Remo Freuler,Right Defensive Midfield,0.902254,3794691,6983,,,,0.9947712616262157,Complete,5549,Manuel Obafemi Akanji,Ground Pass,Right Foot,55.74434,48.8788,49.7,40.9,0.89 (47/53)
666de1c9-22bf-46e0-b5f7-1c61fb6c560c,141,1,00:03:58.032,3,,7,From Throw In,Switzerland,Manuel Obafemi Akanji,Center Back,1.804593,3794691,5549,,,,0.9311211318100922,Complete,5548,Steven Zuber,Ground Pass,Right Foot,54.6,39.5,72.2,29.8,0.92 (57/62)
b4db7686-8dd7-407b-9bae-c0301ad8f290,145,1,00:04:01.460,4,,7,From Throw In,Switzerland,Steven Zuber,Left Wing Back,1.426157,3794691,5548,True,,,0.8579183631448459,Incomplete,5544,Ricardo Iván Rodríguez Araya,Ground Pass,Right Foot,76.843735,22.15707,86.4,10.3,0.9 (36/40)
a40f956b-df5a-431b-b30f-5309f238f430,147,1,00:04:02.886,4,Interception,7,From Throw In,France,Benjamin Pavard,Right Wing Back,1.494825,3794691,5476,,,,0.8419363089502592,Incomplete,3009,Kylian Mbappé Lottin,Ground Pass,Right Foot,32.9189,67.791626,56.1,71.5,0.81 (38/47)
8bbc4213-f57f-46ef-a3d5-61b05954c463,157,1,00:04:14.469,4,,8,Regular Play,France,Kylian Mbappé Lottin,Left Center Forward,1.234585,3794691,3009,True,,,0.9627711707929324,Complete,20004,Paul Pogba,Ground Pass,Left Foot,99.85985,71.55282,82.6,63.2,0.83 (30/36)
d5d894ea-894d-4c35-842e-1404bdee2d0a,160,1,00:04:16.466,4,,8,Regular Play,France,Paul Pogba,Right Defensive Midfield,1.453993,3794691,20004,,,,0.993306863282173,Complete,3961,N''Golo Kanté,Ground Pass,Right Foot,83.162636,60.808434,77.9,47.5,0.91 (73/80)
7de5389c-8868-4e6b-bbd7-ca39d62f528c,163,1,00:04:19.866,4,,8,Regular Play,France,N''Golo Kanté,Left Defensive Midfield,1.827627,3794691,3961,,,,0.9030871761868391,Complete,19677,Karim Benzema,Ground Pass,Right Foot,90.38877,41.554676,105.8,16.4,0.94 (67/71)
a27f5b01-bf55-4461-91da-bf7c6dbbcb2c,171,1,00:04:26.145,4,,8,Regular Play,France,Karim Benzema,Right Center Forward,0.659913,3794691,19677,True,,,0.3944450075593501,Incomplete,5487,Antoine Griezmann,Ground Pass,Left Foot,117.86765,24.983725,113.4,38.5,0.91 (31/34)
b4af8b9c-8535-4836-9431-90feb9e519e6,177,1,00:04:35.858,4,,8,Regular Play,France,Presnel Kimpembe,Left Center Back,0.922927,3794691,2999,,,,0.9731644627828256,Complete,3961,N''Golo Kanté,Ground Pass,Right Foot,60.798878,18.920963,71.0,2.8,0.91 (69/76)
3e209009-72e9-45cd-9041-e08c6f58eb97,180,1,00:04:37.385,4,,8,Regular Play,France,N''Golo Kanté,Left Defensive Midfield,1.094324,3794691,3961,,,,0.9199087435922524,Complete,3026,Adrien Rabiot,Ground Pass,Right Foot,69.54152,10.104974,84.8,1.9,0.94 (67/71)
6f32c85c-ec7c-4bac-a2a0-5821652412a8,183,1,00:04:40.022,4,,8,Regular Play,France,Adrien Rabiot,Left Wing Back,1.525403,3794691,3026,,,,0.990904472239376,Complete,3961,N''Golo Kanté,Ground Pass,Left Foot,82.550125,2.8322349,70.3,2.3,0.81 (70/86)
a5d40c38-10cd-4ac3-92ea-230b7640e6a7,186,1,00:04:43.044,4,,8,Regular Play,France,N''Golo Kanté,Left Defensive Midfield,1.630477,3794691,3961,,,,0.9844801976136496,Complete,6826,Clément Lenglet,Ground Pass,Right Foot,65.83301,9.123676,55.8,33.4,0.94 (67/71)
bfc4acc1-463c-44f7-a99d-a76efd9820fa,189,1,00:04:45.082,4,,8,Regular Play,France,Clément Lenglet,Center Back,1.72553,3794691,6826,,,,0.9761982377348384,Complete,20004,Paul Pogba,Ground Pass,Left Foot,57.406265,35.892223,69.6,57.2,0.95 (39/41)
fe02946b-51d4-496d-bc69-22f219e0378d,192,1,00:04:48.092,4,,8,Regular Play,France,Paul Pogba,Right Defensive Midfield,1.517103,3794691,20004,,,,0.9912072393295946,Complete,5485,Raphaël Varane,Ground Pass,Right Foot,68.741486,60.02589,57.2,65.7,0.91 (73/80)
362fdd41-b743-49fb-a59b-12ba4bf8e81a,195,1,00:04:51.058,4,,8,Regular Play,France,Raphaël Varane,Right Center Back,1.248503,3794691,5485,,,,0.9950800296849848,Complete,6826,Clément Lenglet,Ground Pass,Right Foot,55.573586,59.050903,47.0,46.8,0.89 (56/63)
d6ab430e-52e4-4908-b9c7-eaca52726173,198,1,00:04:53.148,4,,8,Regular Play,France,Clément Lenglet,Center Back,1.605164,3794691,6826,,,,0.9806265518427238,Complete,2999,Presnel Kimpembe,Ground Pass,Left Foot,46.586784,47.367516,50.1,19.8,0.95 (39/41)
855160d1-132e-442a-9a69-5fd40c8d0df3,201,1,00:04:59.136,4,,8,Regular Play,France,Presnel Kimpembe,Left Center Back,1.150471,3794691,2999,,,,0.9302769294624084,Complete,5487,Antoine Griezmann,Ground Pass,Left Foot,65.174545,16.89477,83.0,4.7,0.91 (69/76)
c0428584-632f-4ded-b6b1-05dbccd5b272,205,1,00:05:01.151,5,,8,Regular Play,France,Antoine Griezmann,Center Attacking Midfield,1.408463,3794691,5487,True,,,0.9392905873273192,Complete,3009,Kylian Mbappé Lottin,Ground Pass,Right Foot,80.18945,9.500294,80.6,19.1,0.73 (43/59)
