id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,out,counterpress,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
0fb8c45f-45fa-431a-b958-1de8f2cdbc55,46,1,0,,3,Regular Play,England,Harry Maguire,Left Center Back,1.325066,3788772,3336,,,,,Complete,3244,John Stones,Ground Pass,Right Foot,39.549,19.92717,32.9,43.1
94dacb3b-9a03-4f06-9e16-da4222c0370f,49,1,0,,3,Regular Play,England,John Stones,Right Center Back,1.316899,3788772,3244,,,,,Complete,4706,Kalvin Phillips,Ground Pass,Right Foot,35.94117,44.730995,48.9,51.9
e0d424a4-618b-4660-8561-4ac3a0e954fe,51,1,0,,3,Regular Play,England,Kalvin Phillips,Right Defensive Midfield,1.417088,3788772,4706,,,,,Complete,3244,John Stones,Ground Pass,Right Foot,48.17445,51.89519,36.8,49.9
2964630f-6ed4-4298-a3f0-f71c4f301205,54,1,0,,3,Regular Play,England,John Stones,Right Center Back,2.180304,3788772,3244,,,,,Complete,3336,Harry Maguire,Ground Pass,Right Foot,35.875206,40.868816,37.6,28.4
1a0a13e8-b653-456e-b175-bf8bb437b35c,57,1,0,,3,Regular Play,England,Harry Maguire,Left Center Back,1.799181,3788772,3336,,,,,Complete,3244,John Stones,Ground Pass,Right Foot,40.15764,20.224113,34.0,47.8
1eb47eb5-36c6-4a10-aa69-49dad3883851,60,1,1,,3,Regular Play,England,John Stones,Right Center Back,1.588321,3788772,3244,,,,,Complete,4706,Kalvin Phillips,Ground Pass,Right Foot,39.14588,45.084846,38.5,74.7
0c615297-9293-4c81-a998-5713a523a733,63,1,1,,3,Regular Play,England,Kalvin Phillips,Right Defensive Midfield,1.721045,3788772,4706,,,,,Complete,3244,John Stones,Ground Pass,Right Foot,37.17191,65.22056,24.5,58.3
44958569-f2a3-4d85-91cd-f7d23ccaee0f,66,1,1,,3,Regular Play,England,John Stones,Right Center Back,2.404639,3788772,3244,,,,,Complete,3468,Jordan Pickford,Ground Pass,Right Foot,23.285095,51.07703,9.5,36.8
a25d2c38-1353-45dd-8d21-986e654c1162,69,1,1,,3,Regular Play,England,Jordan Pickford,Goalkeeper,2.308658,3788772,3468,,,,,Complete,3336,Harry Maguire,Ground Pass,Right Foot,14.23721,29.87296,18.1,11.7
94371f55-59f3-44dd-a263-fd7109941c27,71,1,1,,3,Regular Play,England,Harry Maguire,Left Center Back,2.481913,3788772,3336,,,,,Complete,3468,Jordan Pickford,Ground Pass,Right Foot,19.70608,9.710815,7.9,28.3
d1f28209-65e7-480b-94c3-2e4730758721,74,1,1,,3,Regular Play,England,Jordan Pickford,Goalkeeper,1.139826,3788772,3468,True,,,,Complete,3943,Declan Rice,Ground Pass,Left Foot,6.6284,29.16202,20.2,29.5
ceb3686e-27b5-43dd-a636-f5a928c389b8,76,1,1,,3,Regular Play,England,Declan Rice,Left Defensive Midfield,1.84352,3788772,3943,,,,,Complete,3336,Harry Maguire,Ground Pass,Left Foot,20.59002,25.188538,14.7,11.3
16c17b5e-6602-4a85-975a-02701e30e6a6,78,1,1,,3,Regular Play,England,Harry Maguire,Left Center Back,2.350026,3788772,3336,,,,,Complete,3468,Jordan Pickford,Ground Pass,Right Foot,16.6465,7.05679,2.3,25.5
4f1e5096-6bdb-4ebe-930f-ec4b719bbc30,81,1,1,,3,Regular Play,England,Jordan Pickford,Goalkeeper,3.605202,3788772,3468,True,,,,Incomplete,3233,Raheem Sterling,High Pass,Left Foot,1.88561,21.83955,49.8,12.5
4676840f-c0cb-4b2c-b815-87e6e7ff5172,84,1,1,Recovery,3,Regular Play,Czech Republic,Ondrej Celustka,Right Center Back,1.768021,3788772,30328,True,,,,Incomplete,16472,Lukáš Masopust,High Pass,,69.63207,64.77245,87.4,60.9
0d751e5a-50d8-498a-8b87-d191d22f30b7,90,1,1,,3,Regular Play,England,Kalvin Phillips,Right Defensive Midfield,0.942094,3788772,4706,,,,,Complete,3943,Declan Rice,Ground Pass,Right Foot,36.83285,23.338196,36.9,15.0
745ddbe9-6e33-4727-84cf-cc2ee72dc794,93,1,1,,3,Regular Play,England,Declan Rice,Left Defensive Midfield,1.031607,3788772,3943,,,,,Complete,10955,Harry Kane,Low Pass,Right Foot,36.12315,12.0011,52.8,11.5
897d47b9-9b11-48a8-a2ea-bbe0a9bc0539,97,1,1,,3,Regular Play,England,Harry Kane,Center Forward,1.532267,3788772,10955,,,,,Incomplete,9638,Jack Grealish,Ground Pass,Right Foot,50.159706,28.732964,72.8,9.0
daada946-2db6-45f7-9a7f-2c856a58cbc8,102,1,1,Recovery,3,Regular Play,England,Harry Kane,Center Forward,1.10174,3788772,10955,,,,,Complete,3382,Luke Shaw,Ground Pass,Right Foot,59.271156,20.61802,61.2,8.0
b6ae05f3-49e2-48a0-8f74-bbe657e383c3,105,1,1,,3,Regular Play,England,Luke Shaw,Left Back,3.539484,3788772,3382,,,,,Complete,3233,Raheem Sterling,High Pass,Left Foot,60.610104,7.231735,107.9,28.2
b759063d-38e6-4020-9490-4ccfcd823ff5,112,1,1,Recovery,3,Regular Play,England,John Stones,Right Center Back,1.732057,3788772,3244,,,,,Out,3205,Kyle Walker,Low Pass,Head,63.867546,66.966095,81.9,80.0
e66bbad7-d310-4bda-a93b-cf4e09c01964,114,1,2,Throw-in,4,From Throw In,Czech Republic,Jan Bořil,Left Back,3.9,3788772,4875,,,,,Complete,7044,Patrik Schick,High Pass,,40.0,0.1,76.6,3.5
b4d9ad84-1e16-4f81-8d0c-dfd092dd0f3e,119,1,2,,5,Regular Play,England,John Stones,Right Center Back,2.449362,3788772,3244,True,,,,Complete,3468,Jordan Pickford,Ground Pass,Right Foot,17.819214,62.65144,5.9,40.8
34c874ab-1ce4-4789-933e-527e813780e3,122,1,2,,5,Regular Play,England,Jordan Pickford,Goalkeeper,5.323448,3788772,3468,,,,,Incomplete,10955,Harry Kane,High Pass,Left Foot,13.51609,31.2623,95.2,34.2
e103a6b9-042c-4f56-8482-7d34d10bad97,127,1,2,,6,Regular Play,Czech Republic,Tomáš Kalas,Left Center Back,2.152942,3788772,13197,True,,,,Complete,16570,Vladimír Coufal,Ground Pass,Right Foot,26.795023,51.956455,26.7,65.5
63cf080a-468d-4800-b2b4-f63f84ad344a,130,1,2,,6,Regular Play,Czech Republic,Vladimír Coufal,Right Back,0.960979,3788772,16570,True,,,,Complete,16472,Lukáš Masopust,Ground Pass,Right Foot,27.446152,67.728874,38.3,74.8
be440e10-c04e-4323-abd6-7cd17551a6ee,134,1,2,Throw-in,7,From Throw In,England,Luke Shaw,Left Back,1.118837,3788772,3382,,,,,Complete,9638,Jack Grealish,Low Pass,,70.0238,0.11436,73.1,11.6
b5990eff-f7b5-4db3-8bb3-0a9f5025b74d,137,1,2,,7,From Throw In,England,Jack Grealish,Center Attacking Midfield,0.700563,3788772,9638,True,,,,Complete,3382,Luke Shaw,Low Pass,Right Foot,74.06257,9.87654,72.5,3.2
8405e2d5-fbc9-45d0-9569-d3f56123f06d,141,1,3,,7,From Throw In,England,Luke Shaw,Left Back,1.716281,3788772,3382,,,,,Complete,3244,John Stones,Low Pass,Left Foot,63.45075,3.1162,47.6,31.0
35b73c1d-ff23-44ee-aebb-73cfa84464ab,144,1,3,,7,From Throw In,England,John Stones,Right Center Back,1.479702,3788772,3244,,,,,Complete,3205,Kyle Walker,Ground Pass,Left Foot,49.95432,38.170906,48.5,54.3
0aba701f-062e-477b-a236-00362f292778,146,1,3,,7,From Throw In,England,Kyle Walker,Right Back,1.120642,3788772,3205,,,,,Complete,3244,John Stones,Ground Pass,Right Foot,48.20581,52.679405,48.5,43.5
46ed4905-d0dc-4204-923b-04de344b9e9f,149,1,3,,7,From Throw In,England,John Stones,Right Center Back,0.949484,3788772,3244,,,,,Complete,3233,Raheem Sterling,Ground Pass,Right Foot,50.92319,43.123295,62.0,37.6
f06257bb-f215-4b82-9810-5ee37a5e2adf,153,1,3,,7,From Throw In,England,Raheem Sterling,Left Wing,2.205817,3788772,3233,True,,,,Complete,3336,Harry Maguire,Ground Pass,Left Foot,60.183037,36.646046,51.4,23.3
3d973817-f389-45b5-a26b-689b1bd23645,155,1,3,,7,From Throw In,England,Harry Maguire,Left Center Back,0.801253,3788772,3336,,,,,Complete,9638,Jack Grealish,Ground Pass,Right Foot,52.018166,19.566963,63.3,25.9
36cc8fd6-80c7-4630-aa33-dec041a87d57,157,1,3,,7,From Throw In,England,Jack Grealish,Center Attacking Midfield,1.306346,3788772,9638,,,,,Complete,3336,Harry Maguire,Ground Pass,Right Foot,63.99353,24.207386,51.8,21.7
bd03fe49-eeec-473e-acce-51a50f5ac732,161,1,3,,7,From Throw In,England,Harry Maguire,Left Center Back,1.516136,3788772,3336,True,,,,Complete,3244,John Stones,Ground Pass,Right Foot,52.7582,20.83013,50.4,41.8
52e893b1-d0b4-4c36-b256-5ff37a98d5be,164,1,3,,7,From Throw In,England,John Stones,Right Center Back,1.566583,3788772,3244,,,,,Complete,22084,Bukayo Saka,Ground Pass,Right Foot,59.37201,50.34057,70.4,76.7
2a7b564c-6293-42a6-902e-c7d9500e3542,166,1,3,,7,From Throw In,England,Bukayo Saka,Right Wing,2.470273,3788772,22084,,,,,Complete,3205,Kyle Walker,Ground Pass,Right Foot,70.2861,75.07005,55.4,71.4
bf662f65-fa32-45d5-93ce-2ab549675c32,168,1,3,,7,From Throw In,England,Kyle Walker,Right Back,1.235611,3788772,3205,,,,,Complete,3244,John Stones,Ground Pass,Right Foot,55.466064,65.68092,43.9,52.5
ee608f69-edad-4336-bfb6-f68c39b02ed2,171,1,3,,7,From Throw In,England,John Stones,Right Center Back,2.510633,3788772,3244,,,,,Complete,9638,Jack Grealish,Ground Pass,Right Foot,47.98791,40.75637,73.7,13.6
c84708f8-1fa6-4610-b0bc-be18a60e41d1,175,1,3,,7,From Throw In,England,Jack Grealish,Center Attacking Midfield,1.722443,3788772,9638,True,,,,Complete,3382,Luke Shaw,Ground Pass,Right Foot,97.0175,11.92456,112.9,9.0
0ba07457-095f-44c7-b010-9000750b6551,177,1,3,,7,From Throw In,England,Luke Shaw,Left Back,0.148304,3788772,3382,,,,,Incomplete,9638,Jack Grealish,Ground Pass,Left Foot,110.69204,6.25218,109.3,15.7
0f58f201-e153-4cee-b711-0561c39941e6,180,1,3,Throw-in,8,From Throw In,England,Luke Shaw,Left Back,1.083263,3788772,3382,,,,,Complete,10955,Harry Kane,Low Pass,,109.684,1.248795,104.7,9.8
42dbe20f-ee9f-4872-85ae-98e715553520,184,1,3,,8,From Throw In,England,Harry Kane,Center Forward,0.832571,3788772,10955,True,,,,Complete,3233,Raheem Sterling,Ground Pass,Right Foot,103.11373,5.89732,99.5,2.5
b05b0b66-5afd-47b4-bf67-15c4213a2b85,188,1,3,,8,From Throw In,England,Raheem Sterling,Left Wing,0.093998,3788772,3233,True,,,,Incomplete,10955,Harry Kane,Ground Pass,Right Foot,98.20041,-0.06618,98.2,3.5
8b703b7b-5c7f-4597-81aa-19681b9bdb40,192,1,3,Recovery,8,From Throw In,Czech Republic,Tomáš Souček,Left Defensive Midfield,1.623224,3788772,4870,,,,,Incomplete,,,High Pass,Right Foot,21.648264,76.81462,27.8,75.9
5a5047e1-0e86-48d2-8aaa-a821b068cb03,194,1,3,Recovery,8,From Throw In,England,Raheem Sterling,Left Wing,2.361957,3788772,3233,True,,,,Complete,3943,Declan Rice,Low Pass,Right Foot,92.03256,3.2897,77.3,5.6
e981463d-7e05-40a1-a023-1e9b6b85ca55,198,1,4,,8,From Throw In,England,Declan Rice,Left Defensive Midfield,1.923206,3788772,3943,True,,,,Complete,3244,John Stones,Ground Pass,Right Foot,75.45033,3.29059,58.0,28.2
0bae14ab-7bb2-423a-a61e-764cd5281014,201,1,4,,8,From Throw In,England,John Stones,Right Center Back,1.552023,3788772,3244,,,,,Complete,3943,Declan Rice,Ground Pass,Right Foot,55.86076,24.99122,65.7,13.6
9b44072b-c4a6-43f8-a9db-ef5bd14ecf4c,205,1,4,,8,From Throw In,England,Declan Rice,Left Defensive Midfield,1.607891,3788772,3943,,,,,Complete,3244,John Stones,Ground Pass,Right Foot,54.399,14.20628,36.9,34.8
78687fa9-8016-4151-a7a2-2c3a324cd748,208,1,4,,8,From Throw In,England,John Stones,Right Center Back,1.910136,3788772,3244,,,,,Complete,3205,Kyle Walker,Ground Pass,Left Foot,37.72377,31.498287,39.5,54.0
57cfea85-f0c6-4f71-9f98-fe5e7baec4e0,212,1,4,,8,From Throw In,England,Kyle Walker,Right Back,1.999312,3788772,3205,,,,,Complete,3336,Harry Maguire,Ground Pass,Right Foot,38.19631,52.557877,38.3,26.5
8941f24a-1090-4afb-8bee-ae2d636962b9,215,1,4,,8,From Throw In,England,Harry Maguire,Left Center Back,1.099339,3788772,3336,,,,,Complete,3244,John Stones,Ground Pass,Right Foot,41.84173,21.09204,38.0,41.2
ad20626f-f23a-4b8f-a59a-9f4403205169,218,1,4,,8,From Throw In,England,John Stones,Right Center Back,2.333327,3788772,3244,,,,,Complete,3336,Harry Maguire,Ground Pass,Right Foot,39.30552,38.83676,44.8,17.7
93cfcd75-7d54-49d7-9a2a-2c905358518b,220,1,4,,8,From Throw In,England,Harry Maguire,Left Center Back,0.961991,3788772,3336,,,,,Complete,10955,Harry Kane,Ground Pass,Right Foot,45.88328,12.51387,55.4,16.7
e01fb418-c130-4d86-84f5-165ba721b66f,223,1,4,,8,From Throw In,England,Harry Kane,Center Forward,3.227024,3788772,10955,,,,,Incomplete,22084,Bukayo Saka,High Pass,Right Foot,49.08102,22.027023,101.7,64.5
891eaacb-4df4-48d0-aeff-7f191f1ef02e,225,1,4,Recovery,9,Regular Play,Czech Republic,Jan Bořil,Left Back,2.467007,3788772,4875,,,,,Complete,11541,Tomáš Vaclík,High Pass,Head,19.583109,17.416014,1.4,29.5
dc92273e-925a-4e09-a67b-68db325c6e1a,228,1,4,,9,Regular Play,Czech Republic,Tomáš Vaclík,Goalkeeper,2.523156,3788772,11541,,,,,Complete,16570,Vladimír Coufal,High Pass,Keeper Arm,8.063113,39.261612,35.8,73.7
3b5979d3-e5c5-4b83-9744-ebbd3f985c9c,230,1,4,,9,Regular Play,Czech Republic,Vladimír Coufal,Right Back,1.698396,3788772,16570,,,,,Complete,16472,Lukáš Masopust,High Pass,Right Foot,36.4614,71.11791,53.6,62.4
51d2f54d-22f0-4982-9651-c4a84001fd91,234,1,4,,9,Regular Play,Czech Republic,Lukáš Masopust,Right Wing,1.308587,3788772,16472,True,,,,Complete,16570,Vladimír Coufal,Ground Pass,Right Foot,60.2319,73.06704,69.7,76.2
ad1f21e0-370b-4c5b-962f-77244cb2bccb,237,1,4,,9,Regular Play,Czech Republic,Vladimír Coufal,Right Back,0.741163,3788772,16570,True,,,,Complete,7044,Patrik Schick,Ground Pass,Right Foot,69.6542,77.23251,76.0,65.2
3944324d-39e9-44a0-88d4-39b2c0f82dda,239,1,4,,9,Regular Play,Czech Republic,Patrik Schick,Center Forward,0.803762,3788772,7044,,,,,Complete,16469,Tomáš Holeš,Ground Pass,Left Foot,74.466835,69.65054,72.5,59.8
57981f65-c758-4641-abda-2f962d47acbb,242,1,4,,9,Regular Play,Czech Republic,Tomáš Holeš,Right Defensive Midfield,0.966152,3788772,16469,,,,,Complete,8579,Vladimír Darida,Ground Pass,Right Foot,73.68993,62.881405,82.8,41.9
56811215-e553-447e-84a7-f2e55cabcf9a,244,1,4,,9,Regular Play,Czech Republic,Vladimír Darida,Center Attacking Midfield,0.821844,3788772,8579,,,,,Complete,7044,Patrik Schick,Ground Pass,Right Foot,83.51874,51.26191,90.9,49.5
5ea2bc39-c198-4c2f-879f-125f6ec205c3,248,1,4,,9,Regular Play,Czech Republic,Patrik Schick,Center Forward,1.946827,3788772,7044,True,,,,Complete,4870,Tomáš Souček,Ground Pass,Left Foot,89.32318,51.402985,75.8,29.2
ef8d5cdc-1617-4b74-bbca-b7ba52f15895,251,1,4,,9,Regular Play,Czech Republic,Tomáš Souček,Left Defensive Midfield,1.546365,3788772,4870,,,,,Complete,4875,Jan Bořil,Ground Pass,Right Foot,79.35821,30.84438,79.8,3.4
8aa95d0b-2f39-4470-9701-d0ef0a43569c,254,1,4,,9,Regular Play,Czech Republic,Jan Bořil,Left Back,1.042112,3788772,4875,,,,,Complete,8095,Jakub Jankto,Ground Pass,Right Foot,80.00488,4.8441377,88.2,2.8
e8c8d970-8f23-4019-be34-4baf348fc74a,257,1,5,,9,Regular Play,Czech Republic,Jakub Jankto,Left Wing,1.337699,3788772,8095,,,,,Complete,4875,Jan Bořil,Ground Pass,Left Foot,89.09104,2.5884361,76.3,1.3
f98705c9-1df1-4b8b-80a3-c12e13c383cf,260,1,5,,9,Regular Play,Czech Republic,Jan Bořil,Left Back,1.691522,3788772,4875,,,,,Complete,13197,Tomáš Kalas,Low Pass,Right Foot,72.19526,-0.0932185,45.2,11.4
b17df28f-aa6f-44f0-87b2-4a1c35ed2014,263,1,5,,9,Regular Play,Czech Republic,Tomáš Kalas,Left Center Back,3.655907,3788772,13197,,,,,Complete,11541,Tomáš Vaclík,Ground Pass,Right Foot,37.452793,14.301028,16.7,41.0
ed205cd6-054a-4fe4-86a1-0cd1c7ff1a6e,267,1,5,,9,Regular Play,Czech Republic,Tomáš Vaclík,Goalkeeper,1.938306,3788772,11541,True,,,,Complete,30328,Ondrej Celustka,Ground Pass,Left Foot,16.715422,49.517838,19.7,73.4
05d43e36-8b97-41db-81fc-6c1270e14b54,270,1,5,,9,Regular Play,Czech Republic,Ondrej Celustka,Right Center Back,1.178328,3788772,30328,,,,,Complete,8579,Vladimír Darida,Low Pass,Right Foot,35.874603,72.37037,61.0,59.2
3d86ebf6-b45a-498e-a80f-f770d9beb98a,277,1,5,Free Kick,10,From Free Kick,Czech Republic,Tomáš Holeš,Right Defensive Midfield,2.203336,3788772,16469,,True,,,Complete,4870,Tomáš Souček,Ground Pass,Right Foot,61.5,60.2,54.3,55.3
b2673e9d-c764-4b97-b156-3aebc5d0e8a5,279,1,5,,10,From Free Kick,Czech Republic,Tomáš Souček,Left Defensive Midfield,1.874182,3788772,4870,,,,,Complete,13197,Tomáš Kalas,Ground Pass,Right Foot,48.637264,53.71856,39.6,22.6
242154fd-1bd5-46b5-8d14-a0c7a21d26e3,281,1,5,,10,From Free Kick,Czech Republic,Tomáš Kalas,Left Center Back,1.628736,3788772,13197,,,,,Complete,4870,Tomáš Souček,Ground Pass,Right Foot,39.132282,27.286238,37.2,44.5
28de4d0d-7e37-41da-bc5b-d04d59d37604,285,1,5,,10,From Free Kick,Czech Republic,Tomáš Souček,Left Defensive Midfield,1.70237,3788772,4870,True,,,,Incomplete,8579,Vladimír Darida,Ground Pass,Right Foot,45.293224,58.05286,78.8,63.4
d3f743b2-262e-4920-8867-f7642a21c8e6,287,1,5,Recovery,10,From Free Kick,England,Luke Shaw,Left Back,0.59178,3788772,3382,,,,,Unknown,9638,Jack Grealish,Ground Pass,Left Foot,42.89308,11.85113,55.7,26.1
6e5333a8-aad5-4b98-830f-3529132ff24b,292,1,5,Free Kick,11,From Free Kick,England,Jack Grealish,Center Attacking Midfield,0.505739,3788772,9638,,True,,,Complete,3943,Declan Rice,Ground Pass,Right Foot,57.0,25.5,50.1,20.1
6ef2646e-d0c7-4c08-a37e-469b903ec187,294,1,5,,11,From Free Kick,England,Declan Rice,Left Defensive Midfield,0.602848,3788772,3943,,True,,,Complete,3244,John Stones,Ground Pass,Right Foot,50.0,18.8,44.5,38.4
88958583-9fa7-405f-a881-b3eddde1c18a,296,1,5,,11,From Free Kick,England,John Stones,Right Center Back,0.425587,3788772,3244,,True,,,Complete,3943,Declan Rice,Ground Pass,Right Foot,33.3,47.8,45.5,31.5
6bf0dd96-4574-4dca-81af-20db971c0bbf,298,1,5,,11,From Free Kick,England,Declan Rice,Left Defensive Midfield,1.729082,3788772,3943,,,,,Complete,3382,Luke Shaw,Ground Pass,Right Foot,51.24285,26.105896,62.8,7.0
e8174a05-f966-4bd5-8977-d993feba0031,301,1,6,,11,From Free Kick,England,Luke Shaw,Left Back,1.650234,3788772,3382,,,,,Complete,3336,Harry Maguire,Ground Pass,Left Foot,64.4,7.2,45.9,19.1
b2d924fc-4eae-4b2b-9684-ce1e7b92fe91,304,1,6,,11,From Free Kick,England,Harry Maguire,Left Center Back,1.362981,3788772,3336,,,,,Complete,3244,John Stones,Ground Pass,Right Foot,44.69915,18.37677,45.9,39.0
65edfc8b-0828-404d-babf-40135ec5de3e,307,1,6,,11,From Free Kick,England,John Stones,Right Center Back,1.727123,3788772,3244,,,,,Complete,4706,Kalvin Phillips,Ground Pass,Right Foot,47.63762,42.08322,56.6,73.9
38e30574-0b90-475b-8c20-0586fe55acb3,310,1,6,,11,From Free Kick,England,Kalvin Phillips,Right Defensive Midfield,2.090806,3788772,4706,,,,,Complete,3244,John Stones,Ground Pass,Right Foot,59.8422,66.69411,41.3,64.8
a4c9114d-3c77-4d24-b184-d26afbf31815,313,1,6,,11,From Free Kick,England,John Stones,Right Center Back,2.267749,3788772,3244,,,,,Complete,3943,Declan Rice,Ground Pass,Right Foot,42.22062,57.067284,41.0,37.0
0a6b0a62-45f8-4877-a9a4-d814f344d430,316,1,6,,11,From Free Kick,England,Declan Rice,Left Defensive Midfield,1.569207,3788772,3943,,,,,Complete,3336,Harry Maguire,Ground Pass,Right Foot,42.20366,31.626656,39.3,23.3
f4c1f38e-edba-4d43-9f84-b08217195e4c,319,1,6,,11,From Free Kick,England,Harry Maguire,Left Center Back,2.042804,3788772,3336,,,,,Complete,3244,John Stones,Ground Pass,Right Foot,38.800354,22.38658,30.2,54.4
ac0a1139-96d5-4ba4-8784-2143f66c186c,322,1,6,,11,From Free Kick,England,John Stones,Right Center Back,3.260368,3788772,3244,,,,,Complete,3205,Kyle Walker,High Pass,Right Foot,38.96511,53.73529,93.0,77.8
b7dc7bd4-9da8-47b7-b211-ba7c137882ee,324,1,6,,11,From Free Kick,England,Kyle Walker,Right Back,0.884638,3788772,3205,,,,,Incomplete,22084,Bukayo Saka,Low Pass,Head,89.91635,72.13318,87.6,72.2
a3f5dc2d-a567-48a6-8d06-be163282c34f,329,1,6,,12,Regular Play,Czech Republic,Jakub Jankto,Left Wing,0.838879,3788772,8095,True,,,,Complete,4875,Jan Bořil,Ground Pass,Left Foot,28.7575,13.3439,22.3,3.7
e428cab0-5149-4382-8a64-27e327816d95,332,1,6,,12,Regular Play,Czech Republic,Jan Bořil,Left Back,1.691014,3788772,4875,True,,,,Incomplete,8579,Vladimír Darida,High Pass,Right Foot,21.223936,7.9885335,43.2,17.6
0aeb6964-8c19-443e-95ca-cafb64904a55,337,1,6,Recovery,12,Regular Play,Czech Republic,Patrik Schick,Center Forward,1.063828,3788772,7044,True,,,,Complete,8579,Vladimír Darida,High Pass,Left Foot,55.51107,21.597229,53.3,29.6
3a2ae886-caca-4ed0-a278-14d193556a71,343,1,6,Recovery,12,Regular Play,Czech Republic,Tomáš Souček,Left Defensive Midfield,2.958322,3788772,4870,,,,,Complete,16570,Vladimír Coufal,High Pass,Left Foot,53.30968,32.140835,50.5,61.0
0b66b0fe-a96d-4e06-ab09-44699f8f9143,346,1,6,,12,Regular Play,Czech Republic,Vladimír Coufal,Right Back,2.674193,3788772,16570,,,,,Complete,16472,Lukáš Masopust,High Pass,Right Foot,68.694336,75.75598,106.2,63.7
24848c20-3ec9-4d89-ac7e-8c386cdf38ca,355,1,6,,13,Regular Play,England,Harry Maguire,Left Center Back,1.006849,3788772,3336,,,,,Out,3382,Luke Shaw,High Pass,Right Foot,9.7,17.8,16.0,1.4
02457eeb-189b-464d-982b-0c1421ce4fd3,357,1,7,Throw-in,14,From Throw In,Czech Republic,Vladimír Coufal,Right Back,1.489757,3788772,16570,,,,,Incomplete,16472,Lukáš Masopust,High Pass,,103.9,80.0,115.2,57.2
3417ef59-aeb9-47f6-bf8a-147afff5d168,363,1,7,,14,From Throw In,England,Raheem Sterling,Left Wing,2.136215,3788772,3233,True,,,,Incomplete,10955,Harry Kane,High Pass,Left Foot,4.24481,12.68584,38.3,9.0
8b2a756f-7a9f-496a-9299-309ebea7a35f,366,1,7,Recovery,14,From Throw In,Czech Republic,Ondrej Celustka,Right Center Back,1.085233,3788772,30328,True,,,,Complete,8579,Vladimír Darida,Low Pass,,82.7484,69.27477,91.6,72.9
38633e00-6a1e-429b-9675-f1753a123b02,369,1,7,,14,From Throw In,Czech Republic,Vladimír Darida,Center Attacking Midfield,1.179147,3788772,8579,,,,,Complete,4870,Tomáš Souček,Ground Pass,Right Foot,92.579735,71.11227,93.3,65.5
86c52a71-e695-45f5-bb41-db05d56f9574,371,1,7,,14,From Throw In,Czech Republic,Tomáš Souček,Left Defensive Midfield,1.438032,3788772,4870,,,,,Complete,16570,Vladimír Coufal,Ground Pass,Right Foot,93.348915,64.97114,103.5,73.9
