id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,off_camera,under_pressure,counterpress,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
a821fa7b-e59f-4ba5-940a-68e8112d929e,5,1,0,Kick Off,2,From Kick Off,Wales,Aaron Ramsey,Left Center Midfield,1.930997,3788755,3517,,,,0.9973275538456448,Complete,4767,Chris Mepham,Ground Pass,Right Foot,60.096355,42.064766,36.4,28.6
41f26a47-276f-42e2-b983-3d02f6a120ce,8,1,0,,2,From Kick Off,Wales,Chris Mepham,Right Center Back,3.253397,3788755,4767,,,,0.23323783195717984,Out,3853,Kieffer Roberto Francisco Moore,High Pass,Right Foot,34.30841,38.449535,86.5,0.2
83665e40-1fad-42d9-b367-4f99ec4777b9,10,1,0,Throw-in,3,From Throw In,Turkey,Mehmet Zeki Çelik,Right Back,1.590904,3788755,10349,,,,0.9837235057504696,Complete,12293,Kaan Ayhan,Low Pass,,32.88192,79.7087,17.4,67.8
863b897d-a787-44f9-8ede-eb7debae1000,12,1,0,,3,From Throw In,Turkey,Kaan Ayhan,Right Center Back,2.358119,3788755,12293,True,,,0.987237570177687,Complete,10349,Mehmet Zeki Çelik,Ground Pass,Right Foot,17.4,67.8,16.5,74.3
2f1dbe0b-280d-4ec4-a67a-c1f582b63fa7,14,1,0,,3,From Throw In,Turkey,Mehmet Zeki Çelik,Right Back,0.623715,3788755,10349,,,,0.9709364014162906,Complete,12555,Okay Yokuşlu,Ground Pass,Right Foot,20.247345,76.752655,22.8,66.3
76a108c1-a81e-4473-85ca-b62a6bd74f4d,28,1,0,,3,From Throw In,Turkey,Hakan Çalhanoğlu,Left Center Midfield,1.215502,3788755,7039,,,,0.9921574027396106,Complete,12555,Okay Yokuşlu,Ground Pass,Right Foot,27.485867,51.017277,28.9,58.4
8e885554-3787-4b86-b005-f204ea9bb76d,32,1,0,,3,From Throw In,Turkey,Okay Yokuşlu,Center Defensive Midfield,0.993996,3788755,12555,,True,,0.9663645069143064,Complete,6971,Cengiz Ünder,Ground Pass,Left Foot,29.051756,57.286926,34.6,74.3
dfa946d7-8c5a-403c-b2cc-9d11cc4e4684,41,1,0,,3,From Throw In,Turkey,Cengiz Ünder,Right Midfield,1.145723,3788755,6971,,,,0.9882122937845774,Complete,10349,Mehmet Zeki Çelik,Ground Pass,Right Foot,40.31293,71.19036,34.8,75.4
65d4e749-cfc4-482d-ae1b-e56e96140931,44,1,0,,3,From Throw In,Turkey,Mehmet Zeki Çelik,Right Back,2.98819,3788755,10349,,True,,0.13161727852752486,Complete,11086,Burak Yılmaz,High Pass,Right Foot,34.744846,73.5981,88.7,62.5
de240e20-31b6-4d0f-96f2-a3ebae1d4e6b,47,1,0,,3,From Throw In,Turkey,Burak Yılmaz,Center Forward,1.857207,3788755,11086,,,,0.7253280523378307,Incomplete,8541,Kenan Karaman,Ground Pass,Right Foot,109.6,72.5,103.5,44.4
61d36ad8-fe18-43f0-a2e0-cf96e9349e76,50,1,0,Recovery,4,Regular Play,Wales,Ben Davies,Left Back,0.942351,3788755,3086,,,,0.8637238171068671,Complete,3517,Aaron Ramsey,Low Pass,Head,27.15925,15.41222,38.3,16.2
