id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
0aee931f-9614-4879-b3e8-fd9d7cc80c59,5,1,0,Kick Off,2,From Kick Off,Italy,Ciro Immobile,Center Forward,0.663637,3795506,7788,,,,Complete,3166,Marco Verratti,Ground Pass,Right Foot,59.93615,40.167473,49.5,33.2
9440989a-b1a0-4142-9907-1c9e69559ac7,8,1,0,,2,From Kick Off,Italy,Marco Verratti,Left Center Midfield,1.752085,3795506,3166,,,,Complete,11514,Giovanni Di Lorenzo,Ground Pass,Right Foot,49.1385,38.30415,39.0,70.7
7cc5e22d-caff-46b1-8adf-fb1f3e3bdc1e,11,1,0,,2,From Kick Off,Italy,Giovanni Di Lorenzo,Right Back,2.070417,3795506,11514,,,,Complete,7173,Leonardo Bonucci,Ground Pass,Right Foot,41.23769,68.492195,24.9,46.7
7fd4637f-c40f-4204-a286-6cdd4b18c636,14,1,0,,2,From Kick Off,Italy,Leonardo Bonucci,Right Center Back,1.839082,3795506,7173,,,,Complete,6954,Giorgio Chiellini,Ground Pass,Right Foot,24.150757,44.875175,24.4,17.7
a06d0e3b-e76f-49b8-9512-8d4a8c25b757,17,1,0,,2,From Kick Off,Italy,Giorgio Chiellini,Left Center Back,1.839995,3795506,6954,,,,Complete,7173,Leonardo Bonucci,Ground Pass,Left Foot,24.118088,20.100643,16.4,44.1
a9b66158-df7c-4740-b530-eb9150d5b9b9,21,1,0,,2,From Kick Off,Italy,Leonardo Bonucci,Right Center Back,2.163877,3795506,7173,True,,,Complete,7036,Gianluigi Donnarumma,Ground Pass,Right Foot,16.488394,44.795185,6.8,20.7
68534d9a-244c-479c-a7ae-1a94c47f2277,25,1,0,,2,From Kick Off,Italy,Gianluigi Donnarumma,Goalkeeper,2.651953,3795506,7036,True,,,Incomplete,7788,Ciro Immobile,High Pass,Right Foot,7.156445,18.265333,59.4,12.4
6d8c930e-dfe5-49d5-b35c-4ab65eeed088,28,1,0,Recovery,3,Regular Play,England,John Stones,Center Back,1.109417,3795506,3244,True,,,Complete,4706,Kalvin Phillips,Low Pass,,61.388325,61.500313,68.2,67.4
3a0dfdbe-7e9b-4711-a947-04db0300347b,32,1,0,,3,Regular Play,England,Kalvin Phillips,Right Defensive Midfield,1.090482,3795506,4706,,,,Incomplete,3308,Kieran Trippier,High Pass,Right Foot,68.350204,62.095135,65.9,75.4
e160bd83-1fea-4346-814e-9ffd36a61999,35,1,0,Throw-in,4,From Throw In,England,Kieran Trippier,Right Wing Back,2.085966,3795506,3308,,,,Complete,3205,Kyle Walker,Low Pass,,69.41988,78.353424,41.0,78.1
76b4b979-eef7-40ba-b6b9-70cc4470a081,38,1,0,,4,From Throw In,England,Kyle Walker,Right Center Back,2.649309,3795506,3205,,,,Complete,3468,Jordan Pickford,Ground Pass,Right Foot,35.282,63.802708,12.8,42.1
068a2115-cce3-4482-bc04-9b48ec8b6b86,41,1,0,,4,From Throw In,England,Jordan Pickford,Goalkeeper,1.761379,3795506,3468,,,,Complete,3336,Harry Maguire,Ground Pass,Left Foot,15.09325,35.407875,15.3,21.4
814aee68-a860-46d0-a97d-ff2901fab1d7,44,1,0,,4,From Throw In,England,Harry Maguire,Left Center Back,1.231893,3795506,3336,,,,Complete,3382,Luke Shaw,Low Pass,Right Foot,18.40183,19.692547,39.3,3.0
7e89e0f3-eeea-40d9-8341-fccb0b6f4216,47,1,0,,4,From Throw In,England,Luke Shaw,Left Wing Back,1.329354,3795506,3382,,,,Complete,3336,Harry Maguire,Ground Pass,Left Foot,38.4185,2.46654,18.3,12.3
