id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,out,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
0911c3f2-268f-41ed-9028-97ff3625d003,5,1,00:00:00.518,0,Kick Off,2,From Kick Off,Russia,Aleksandr Golovin,Center Attacking Midfield,1.242659,3788743,5177,,,,,0.9976091820521692,Complete,16583,Georgiy Dzhikiya,Ground Pass,Right Foot,60.30441,39.475243,38.5,32.0
779cd078-4a00-4574-947f-85fca325b55f,8,1,00:00:04.303,0,,2,From Kick Off,Russia,Georgiy Dzhikiya,Left Center Back,3.511762,3788743,16583,,,,,0.41122067482683133,Incomplete,5195,Artem Dzyuba,High Pass,Left Foot,38.76699,35.301525,86.5,69.7
f7fd4bae-f7b1-415d-80ab-899403d204df,12,1,00:00:21.299,0,Throw-in,3,From Throw In,Russia,Mário Figueira Fernandes,Right Back,2.336908,3788743,5170,,,,,0.4128906428860678,Complete,5195,Artem Dzyuba,High Pass,,91.85336,79.85798,112.6,77.3
42d1d309-9035-45c4-ba41-83b38b6fbcd5,17,1,00:00:24.365,0,,3,From Throw In,Russia,Artem Dzyuba,Center Forward,0.986178,3788743,5195,,,,,0.6791721878062739,Complete,5171,Roman Zobnin,High Pass,Right Foot,113.3,77.1,112.0,72.2
505f5fd7-5b11-455e-b738-155923419002,20,1,00:00:26.703,0,,3,From Throw In,Russia,Roman Zobnin,Right Wing,0.847767,3788743,5171,,,,,0.7277456066407282,Incomplete,5179,Daler Kuzyaev,Low Pass,Right Foot,118.23123,65.0483,113.7,53.6
cc41c120-42fc-4e23-aec9-f52017f2d93b,25,1,00:00:28.818,0,,3,From Throw In,Belgium,Leander Dendoncker,Right Defensive Midfield,3.306664,3788743,6331,,,,,0.1672017067697629,Incomplete,,,High Pass,Right Foot,10.4121475,26.985437,45.6,34.7
d9eb07af-f981-43f8-a361-7569a0ad6ff8,27,1,00:00:32.124,0,Recovery,3,From Throw In,Russia,Dmitriy Barinov,Right Defensive Midfield,3.832243,3788743,18735,True,,,,0.6795801486618492,Unknown,5193,Yuri Zhirkov,High Pass,,74.81843,42.803745,67.1,18.0
5ed20694-c846-4971-b6fc-b2e3a037800a,35,1,00:01:28.965,1,,5,Other,Russia,Georgiy Dzhikiya,Left Center Back,3.752974,3788743,16583,,,,,0.5804040686743116,Injury Clearance,,,High Pass,Left Foot,59.89958,19.904575,112.3,36.5
21e4c503-5263-4da0-9a2b-9e73f1d4098b,37,1,00:01:33.686,1,,6,Regular Play,Belgium,Thibaut Courtois,Goalkeeper,1.359147,3788743,3509,,True,,,0.9733388223539704,Complete,3077,Jan Vertonghen,Low Pass,Keeper Arm,8.5,37.3,19.1,24.7
5eecb509-3cde-43e8-b3ce-04398b0f53e6,39,1,00:01:36.233,1,,6,Regular Play,Belgium,Jan Vertonghen,Left Center Back,1.811256,3788743,3077,,,,,0.944546328072425,Complete,5632,Thorgan Hazard,Ground Pass,Left Foot,20.210447,21.38193,36.3,3.0
