id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
11f9ce61-e889-4a16-b199-a6826c2b5158,5,1,0,Kick Off,2,From Kick Off,Slovakia,Marek Hamšík,Center Attacking Midfield,0.910469,3788761,7025,,,,0.9985997207409796,Complete,16041,Patrik Hrošovský,Ground Pass,Right Foot,60.4932,37.279095,46.4,35.9
00011660-3101-4f2f-9f07-1684a7f62e0d,8,1,0,,2,From Kick Off,Slovakia,Patrik Hrošovský,Left Center Midfield,1.170507,3788761,16041,,,,0.995867490656954,Complete,30397,Ľubomír Šatka,Ground Pass,Right Foot,44.61967,37.183956,32.6,55.1
d5af7fc1-781e-416c-8cff-a7604e4edafa,11,1,0,,2,From Kick Off,Slovakia,Ľubomír Šatka,Right Center Back,1.554099,3788761,30397,,,,0.9887447154675564,Complete,9722,Peter Pekarík,Ground Pass,Left Foot,32.62488,53.922493,31.3,70.6
e8a9e070-b0d5-4466-b2ed-8a657339b18b,14,1,0,,2,From Kick Off,Slovakia,Peter Pekarík,Right Back,1.397787,3788761,9722,,,,0.9928875150115616,Complete,30397,Ľubomír Šatka,Ground Pass,Right Foot,33.479164,69.2258,26.2,58.7
21501a75-8ed1-41f7-a2b3-64627068a385,17,1,0,,2,From Kick Off,Slovakia,Ľubomír Šatka,Right Center Back,1.767707,3788761,30397,,,,0.9804737447170272,Complete,6990,Milan Škriniar,Ground Pass,Right Foot,26.2819,54.246323,35.7,23.5
cbe4f189-3097-4a54-8acd-8eb3d72b79ac,20,1,0,,2,From Kick Off,Slovakia,Milan Škriniar,Left Center Back,1.442469,3788761,6990,,,,0.9851738575911204,Complete,4421,Tomáš Hubočan,Ground Pass,Right Foot,36.585335,22.523903,42.7,11.0
8bddc1e4-1ddf-40df-8187-0ba672d010e8,23,1,0,,2,From Kick Off,Slovakia,Tomáš Hubočan,Left Back,1.164797,3788761,4421,,,,0.9948576884872941,Complete,6990,Milan Škriniar,Ground Pass,Right Foot,43.03987,6.71881,29.3,22.1
1d4a4f26-1a00-4f9a-b766-991a68ce7f89,26,1,0,,2,From Kick Off,Slovakia,Milan Škriniar,Left Center Back,1.590348,3788761,6990,,,,0.9868127293358504,Complete,30397,Ľubomír Šatka,Ground Pass,Right Foot,28.79706,21.41582,28.3,54.4
76e7c0f8-a23b-4d43-b40f-797bbc24f2e3,29,1,0,,2,From Kick Off,Slovakia,Ľubomír Šatka,Right Center Back,1.10302,3788761,30397,,,,0.9835036893075576,Complete,9722,Peter Pekarík,Ground Pass,Right Foot,28.36603,54.523266,32.0,73.9
549702f0-1ec3-4e2d-be72-4eb54f8b2454,32,1,0,,2,From Kick Off,Slovakia,Peter Pekarík,Right Back,1.313821,3788761,9722,,,,0.9936340575855046,Complete,30397,Ľubomír Šatka,Ground Pass,Right Foot,33.53305,68.777985,26.2,61.5
602ffb73-cf51-424f-8d43-bad676853d88,35,1,0,,2,From Kick Off,Slovakia,Ľubomír Šatka,Right Center Back,0.972816,3788761,30397,,,,0.9512761859362758,Complete,10919,Juraj Kucka,Ground Pass,Right Foot,28.51278,53.337845,37.5,61.0
442b6b95-050e-435e-aa68-b332362b5ad8,38,1,0,,2,From Kick Off,Slovakia,Juraj Kucka,Right Center Midfield,0.990558,3788761,10919,,,,0.9932252640951644,Complete,30397,Ľubomír Šatka,Ground Pass,Right Foot,38.07801,58.102654,25.7,59.5
2d5df858-cf00-44bc-895f-fa87be1b11f0,41,1,0,,2,From Kick Off,Slovakia,Ľubomír Šatka,Right Center Back,2.232419,3788761,30397,,,,0.9856661009780912,Complete,3711,Martin Dúbravka,Ground Pass,Right Foot,24.000175,52.074837,8.0,37.8
9f71520d-d3bc-4501-821b-05d4b04d6922,43,1,0,,2,From Kick Off,Slovakia,Martin Dúbravka,Goalkeeper,1.946191,3788761,3711,,,,0.983733065298444,Complete,6990,Milan Škriniar,Ground Pass,Right Foot,9.191154,34.422047,15.5,14.3
4d99f0ac-b8eb-49ce-8e3b-85b6ac00fc0b,46,1,0,,2,From Kick Off,Slovakia,Milan Škriniar,Left Center Back,1.014745,3788761,6990,,,,0.9438937585923703,Complete,4421,Tomáš Hubočan,Ground Pass,Right Foot,17.10473,13.51477,27.9,4.0
22130eb0-b1c6-47b1-967b-b7487bcf0072,49,1,0,,2,From Kick Off,Slovakia,Tomáš Hubočan,Left Back,1.786822,3788761,4421,,,,0.9187684679911788,Complete,7025,Marek Hamšík,Ground Pass,Right Foot,28.14681,1.18866,43.2,4.6
f1cfd0b9-3858-4256-a045-e503c54de4ee,52,1,0,,2,From Kick Off,Slovakia,Marek Hamšík,Center Attacking Midfield,0.999681,3788761,7025,,,,0.9665821426953122,Complete,10919,Juraj Kucka,Ground Pass,Left Foot,44.7559,0.99749,50.1,16.6
a8698bc8-6879-4237-af76-3ed4893b55b1,62,1,0,Free Kick,3,From Free Kick,Slovakia,Milan Škriniar,Left Center Back,1.598894,3788761,6990,,,,0.9981420783384906,Complete,30397,Ľubomír Šatka,Ground Pass,Right Foot,57.563957,22.506744,48.7,48.9
92062370-b81c-42eb-a96d-afc7b2a6d255,65,1,0,,3,From Free Kick,Slovakia,Ľubomír Šatka,Right Center Back,1.393872,3788761,30397,,,,0.9904592204082684,Complete,6990,Milan Škriniar,Ground Pass,Right Foot,48.23702,45.67201,50.2,29.4
81c79092-60d9-4e2d-8ee0-47fa52889ace,68,1,0,,3,From Free Kick,Slovakia,Milan Škriniar,Left Center Back,0.938399,3788761,6990,,,,0.9591806119119802,Complete,7025,Marek Hamšík,Ground Pass,Right Foot,50.2,29.4,58.4,24.5
17991a6e-874a-4c81-953c-c751b7d88ef1,71,1,1,,3,From Free Kick,Slovakia,Marek Hamšík,Center Attacking Midfield,1.129755,3788761,7025,,,,0.9945969210228824,Complete,6990,Milan Škriniar,Ground Pass,Left Foot,60.29262,20.57879,43.3,25.5
7a2d80f5-30d1-489b-9eb3-6c959c042a2d,77,1,1,Free Kick,4,From Free Kick,Slovakia,Milan Škriniar,Left Center Back,1.691044,3788761,6990,,,,0.9984200933004942,Complete,3711,Martin Dúbravka,Ground Pass,Left Foot,37.28012,22.63142,26.5,43.0
69418609-6f7f-4421-9b5b-d56d0617d6fc,80,1,1,,4,From Free Kick,Slovakia,Martin Dúbravka,Goalkeeper,1.17267,3788761,3711,,,,0.9958771196759542,Complete,6990,Milan Škriniar,Ground Pass,Right Foot,28.027985,36.240112,34.0,30.0
692907ee-e05d-4a25-bd8f-a17501606569,83,1,1,,4,From Free Kick,Slovakia,Milan Škriniar,Left Center Back,1.270307,3788761,6990,,,,0.9817952978313722,Complete,4421,Tomáš Hubočan,Ground Pass,Right Foot,32.64038,22.733276,41.3,9.1
