id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,out,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
d1cc0d3d-0f79-4ebf-b3eb-5d5ac75b31c7,5,1,00:00:00.679,0,Kick Off,2,From Kick Off,Scotland,Stuart Armstrong,Left Center Midfield,1.501014,3788771,10285,,,,,0.9977366047230226,Complete,10540,Kieran Tierney,Ground Pass,Right Foot,59.64446,42.003593,37.7,45.3
d6bef8a7-054c-49aa-a53b-416656743783,8,1,00:00:03.388,0,,2,From Kick Off,Scotland,Kieran Tierney,Left Center Back,3.692364,3788771,10540,,,,,0.380347289277706,Complete,9048,"Stephen O""Donnell",High Pass,Left Foot,40.17482,43.059414,102.5,69.8
b1ab2848-c3b2-4230-853e-23bc6aca731b,12,1,00:00:09.886,0,,2,From Kick Off,Scotland,"Stephen O""Donnell",Right Wing Back,0.116958,3788771,9048,True,,,,0.00016857582409101688,Incomplete,9466,Che Adams,Low Pass,Right Foot,117.3546,78.188736,117.6,75.3
be3b1182-bac3-4eae-824d-85488e9fc7e6,15,1,00:00:37.672,0,Corner,3,From Corner,Scotland,Andrew Robertson,Left Wing Back,1.302541,3788771,3655,,,,,0.2367143204646245,Incomplete,,,High Pass,Left Foot,120.0,80.0,117.2,47.8
df2a12d3-edcc-4ad7-84c2-bd22489e1f46,17,1,00:00:57.973,0,Corner,4,From Corner,Scotland,Andrew Robertson,Left Wing Back,1.647984,3788771,3655,,,,,0.2171386737089504,Incomplete,,,High Pass,Left Foot,120.0,80.0,116.4,41.2
ac88e717-c907-425b-9ee2-927a26e32ede,19,1,00:01:24.979,1,Throw-in,5,From Throw In,Scotland,"Stephen O""Donnell",Right Wing Back,1.763816,3788771,9048,,,,,0.6991241664279486,Incomplete,10285,Stuart Armstrong,High Pass,,100.75812,79.841805,106.8,50.7
56683fe8-2354-475c-89b7-b5e793446a23,22,1,00:01:29.210,1,Recovery,5,From Throw In,Scotland,Kieran Tierney,Left Center Back,0.843191,3788771,10540,,,,,0.6861690930590089,Incomplete,9974,John McGinn,Low Pass,Head,89.502266,49.28828,98.2,58.6
ff4bab31-16a5-4f8f-8655-da018995772e,27,1,00:01:37.303,1,,5,From Throw In,Scotland,Grant Hanley,Center Back,1.888031,3788771,9481,,,,,0.9933605547721632,Complete,9645,David Marshall,Ground Pass,Right Foot,24.62076,48.40803,8.8,43.6
6884f036-eae4-47be-8eb6-6dd118fd6ed4,30,1,00:01:40.575,1,,5,From Throw In,Scotland,David Marshall,Goalkeeper,1.277846,3788771,9645,,,,,0.9478148584018388,Complete,10534,Callum McGregor,Ground Pass,Right Foot,8.49367,43.850056,27.9,45.3
fe4f955e-1c49-4b68-8745-b701b87bef74,34,1,00:01:47.185,1,,5,From Throw In,Scotland,Callum McGregor,Center Defensive Midfield,0.913933,3788771,10534,True,,,,0.9691921233860756,Complete,9974,John McGinn,Ground Pass,Left Foot,55.64222,56.641922,56.8,72.3
