id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,out,counterpress,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y,passing_accuracy
b349115a-1b91-4299-9c4a-7ce6ae216f9d,240,1,00:06:17.475,6,,12,From Free Kick,Denmark,Simon Thorup Kjær,Center Back,1.130085,3794689,5534,True,,,,0.8892102717250556,Complete,24443,Mikkel Damsgaard,Ground Pass,Left Foot,64.45468,34.528694,75.8,32.2,0.92 (48/52)
c0852999-61f0-4ed3-8100-51f9670a8beb,244,1,00:06:18.725,6,,12,From Free Kick,Denmark,Mikkel Damsgaard,Left Attacking Midfield,1.509416,3794689,24443,True,,,,0.9793677702260161,Complete,3959,Andreas Christensen,Ground Pass,Right Foot,74.86916,33.03627,59.4,54.0,0.88 (15/17)
b2265bc5-3e43-4886-afc0-25b116841094,248,1,00:06:20.286,6,,12,From Free Kick,Denmark,Andreas Christensen,Right Center Back,0.734914,3794689,3959,True,,,,0.8933360889334238,Complete,3570,Pierre-Emile Højbjerg,Ground Pass,Right Foot,60.471024,49.878517,77.6,50.3,0.81 (22/27)
3fa46cbb-0afc-41f6-93c4-fa80410d9af7,252,1,00:06:24.366,6,,12,From Free Kick,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,2.051861,3794689,3570,True,,,,0.8899883507214419,Complete,4447,Martin Braithwaite Christensen,Ground Pass,Right Foot,70.96672,42.141403,92.6,76.3,0.87 (53/61)
3b92cea7-8a7f-4334-bc0e-7771f97c9664,255,1,00:06:28.928,6,,12,From Free Kick,Denmark,Martin Braithwaite Christensen,Right Attacking Midfield,1.391577,3794689,4447,,,,,0.3927745391450472,Incomplete,3570,Pierre-Emile Højbjerg,Low Pass,Right Foot,97.913795,76.27208,103.8,43.5,0.71 (24/34)
91e9f4fc-fce8-475e-8899-63a64e400e48,259,1,00:06:32.580,6,Recovery,12,From Free Kick,Wales,Kieffer Roberto Francisco Moore,Center Forward,3.827279,3794689,3853,True,,,,0.29882012608086017,Incomplete,6399,Gareth Frank Bale,High Pass,,31.466982,38.909195,40.0,75.4,0.27 (3/11)
d8684cc9-4097-4460-9b95-525fd64b4812,263,1,00:06:37.208,6,,12,From Free Kick,Denmark,Joakim Mæhle,Left Wing Back,1.275708,3794689,16554,,,,,0.988528057150976,Complete,8815,Jannik Vestergaard,Ground Pass,Right Foot,72.422775,3.01049,58.9,15.8,0.86 (37/43)
73385f81-6239-4203-aa6d-f188a4e036e2,266,1,00:06:40.973,6,,12,From Free Kick,Denmark,Jannik Vestergaard,Left Center Back,1.128114,3794689,8815,,,,,0.9909335996433924,Complete,5534,Simon Thorup Kjær,Ground Pass,Left Foot,59.067738,19.888992,58.6,40.4,0.91 (52/57)
0f1d4272-f41d-4373-aa53-2c0a654a6381,269,1,00:06:43.858,6,,12,From Free Kick,Denmark,Simon Thorup Kjær,Center Back,1.536736,3794689,5534,,,,,0.991792607000508,Complete,3959,Andreas Christensen,Ground Pass,Right Foot,57.969585,40.006397,56.9,59.5,0.92 (48/52)
6d27bf0a-84de-4eec-991f-714fd86f39d0,272,1,00:06:46.783,6,,12,From Free Kick,Denmark,Andreas Christensen,Right Center Back,1.391829,3794689,3959,,,,,0.9805983463513276,Complete,8815,Jannik Vestergaard,Ground Pass,Right Foot,57.46439,53.29065,56.9,27.5,0.81 (22/27)
24ca8625-5df2-45ad-a447-49b1ccc15a67,275,1,00:06:48.295,6,,12,From Free Kick,Denmark,Jannik Vestergaard,Left Center Back,1.1168,3794689,8815,,,,,0.996202858195947,Complete,5534,Simon Thorup Kjær,Ground Pass,Right Foot,55.30176,27.58596,50.4,39.9,0.91 (52/57)
d145164a-c490-4255-af02-2cc21405d360,278,1,00:06:51.515,6,,12,From Free Kick,Denmark,Simon Thorup Kjær,Center Back,3.103412,3794689,5534,,,,,0.98747533647107,Complete,3815,Kasper Schmeichel,Ground Pass,Left Foot,44.40896,37.912632,13.4,44.7,0.92 (48/52)
76428341-eea0-4c74-9a17-900820eea070,281,1,00:06:54.819,6,,12,From Free Kick,Denmark,Kasper Schmeichel,Goalkeeper,5.867488,3794689,3815,,,,,0.050782339079334084,Incomplete,24443,Mikkel Damsgaard,High Pass,Right Foot,12.735146,43.36171,107.4,24.1,0.7 (16/23)
06b31cd5-6569-484b-89d4-af547a67b969,285,1,00:07:18.715,7,,12,From Free Kick,Wales,Danny Ward,Goalkeeper,1.539561,3794689,9914,,,,,0.5361408212842435,Incomplete,3853,Kieffer Roberto Francisco Moore,High Pass,Drop Kick,17.702768,42.43181,62.3,35.0,0.57 (12/21)
2641f261-7909-4905-b52d-82e8f8810d26,287,1,00:07:20.254,7,Interception,12,From Free Kick,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,1.522287,3794689,3570,,,,,0.916128881519342,Complete,8815,Jannik Vestergaard,Low Pass,Head,60.60178,43.27041,45.2,18.6,0.87 (53/61)
2c6fc2a3-b67b-4d8e-883c-b52b024553ca,290,1,00:07:21.936,7,,12,From Free Kick,Denmark,Jannik Vestergaard,Left Center Back,1.4907,3794689,8815,,,,,0.6785235923405939,Complete,24443,Mikkel Damsgaard,Low Pass,Right Foot,44.35778,26.873016,75.0,25.2,0.91 (52/57)
eeddd71f-2c36-45e4-9889-d2f352f2105b,293,1,00:07:23.547,7,,12,From Free Kick,Denmark,Mikkel Damsgaard,Left Attacking Midfield,0.579002,3794689,24443,,,,,0.8320992505863618,Complete,6302,Kasper Dolberg,Low Pass,Right Foot,74.11534,27.88801,76.2,36.5,0.88 (15/17)
036fa59d-1b3c-465b-93bf-ecbf9d45460e,299,1,00:07:58.422,7,Goal Kick,13,From Goal Kick,Wales,Danny Ward,Goalkeeper,2.928585,3794689,9914,,,,,0.40145628354406826,Incomplete,3853,Kieffer Roberto Francisco Moore,High Pass,Right Foot,6.0,36.0,74.1,49.9,0.57 (12/21)
501ecaf3-34f7-4f90-86d6-0d4bad51af54,302,1,00:08:03.803,8,Recovery,13,From Goal Kick,Wales,Daniel James,Left Wing,0.895384,3794689,11252,,,,,0.7832805637709788,Complete,3853,Kieffer Roberto Francisco Moore,Low Pass,Head,72.27917,30.667568,77.8,39.6,0.75 (15/20)
