id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
99a81794-a73e-41c5-b1aa-38c039bc8940,5,1,00:00:00.897,0,Kick Off,2,From Kick Off,Austria,Marcel Sabitzer,Center Attacking Midfield,0.847361,3794685,8518,,,,0.998998409499414,Complete,11396,Florian Grillitsch,Ground Pass,Right Foot,60.119457,40.621418,53.5,42.0
d4da0ffc-8965-4a2a-bc0c-046d16c310d8,8,1,00:00:03.308,0,,2,From Kick Off,Austria,Florian Grillitsch,Left Defensive Midfield,1.315763,3794685,11396,,,,0.9970996812751256,Complete,3969,Aleksandar Dragović,Ground Pass,Right Foot,53.82142,39.153824,40.1,55.4
02c96a41-13f5-44fc-8823-661b096af86c,11,1,00:00:05.570,0,,2,From Kick Off,Austria,Aleksandar Dragović,Right Center Back,2.051618,3794685,3969,,,,0.9914527840350584,Complete,21532,Daniel Bachmann,Ground Pass,Left Foot,37.519005,50.92741,11.0,43.6
09eb6e63-e15a-4a8a-ad41-52521e212a61,15,1,00:00:10.077,0,,2,From Kick Off,Austria,Daniel Bachmann,Goalkeeper,3.3237,3794685,21532,True,,,0.2243597071422108,Incomplete,3325,Marko Arnautović,High Pass,Left Foot,14.63331,30.868664,66.9,36.9
82565f29-9889-406d-82dc-3a749bb8ac2d,18,1,00:00:13.400,0,Recovery,3,Regular Play,Italy,Leonardo Bonucci,Right Center Back,0.996366,3794685,7173,True,,,0.8566780782618331,Complete,7024,Jorge Luiz Frello Filho,Low Pass,Other,52.557705,45.961357,57.0,46.0
97c283eb-e4b7-4a14-bc30-e177735b413b,21,1,00:00:14.397,0,,3,Regular Play,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,0.672432,3794685,7024,True,,,0.4997436462051489,Complete,3166,Marco Verratti,Low Pass,Right Foot,55.136204,48.017654,62.7,44.4
d2bf56eb-47ef-4132-ba86-e3be647ce740,27,1,00:00:28.386,0,Free Kick,4,From Free Kick,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,1.122559,3794685,7024,,,,0.9590667199216936,Complete,7788,Ciro Immobile,Ground Pass,Right Foot,58.31747,50.191795,72.3,43.5
3ed1cdac-bed2-4b30-b785-850f5d790403,29,1,00:00:29.509,0,,4,From Free Kick,Italy,Ciro Immobile,Center Forward,2.265595,3794685,7788,,,,0.917756019130918,Complete,7173,Leonardo Bonucci,Low Pass,Right Foot,72.876686,45.468105,43.1,39.9
7bc90d0d-4deb-4984-b745-0a79294b6a9f,32,1,00:00:33.433,0,,4,From Free Kick,Italy,Leonardo Bonucci,Right Center Back,1.442061,3794685,7173,,,,0.9846569288971052,Complete,11514,Giovanni Di Lorenzo,Ground Pass,Left Foot,45.996128,44.141373,47.5,57.6
bc77b28b-9540-4d66-be06-4d6bd696f9fa,45,1,00:00:44.623,0,,5,Regular Play,Austria,Marko Arnautović,Center Forward,0.836732,3794685,3325,,,,0.9382525430311788,Complete,8220,David Olatukunbo Alaba,Ground Pass,Right Foot,70.259476,7.29488,82.9,6.2
dbc81b2d-8565-408c-97c2-79f5a20f9dd0,48,1,00:00:46.008,0,,5,Regular Play,Austria,David Olatukunbo Alaba,Left Back,1.231797,3794685,8220,,,,0.97833767620879,Complete,8518,Marcel Sabitzer,Ground Pass,Left Foot,81.44801,2.1474,90.8,21.3
dd8351ec-fb08-43b6-bec5-a6ce53613f6d,51,1,00:00:47.696,0,,5,Regular Play,Austria,Marcel Sabitzer,Center Attacking Midfield,1.773139,3794685,8518,,,,0.760288130418741,Complete,24977,Christoph Baumgartner,Ground Pass,Right Foot,89.95931,21.342182,110.0,9.4
925c36e0-349f-44e7-af6b-6e8c66022485,54,1,00:00:54.083,0,,5,Regular Play,Austria,Christoph Baumgartner,Left Wing,0.533064,3794685,24977,,,,0.5933819153288298,Complete,8518,Marcel Sabitzer,Ground Pass,Right Foot,113.36915,17.341755,110.6,31.4
9adac0df-3abf-45fb-a0e0-77e833fafa19,56,1,00:00:54.616,0,,5,Regular Play,Austria,Marcel Sabitzer,Center Attacking Midfield,0.308689,3794685,8518,,,,0.09455896154017428,Complete,8506,Konrad Laimer,Low Pass,Left Foot,114.43769,31.17174,110.5,37.3
7ac3df3a-0fcf-4186-a74a-01f231601bf1,64,1,00:01:43.569,1,Free Kick,6,From Free Kick,Italy,Leonardo Bonucci,Right Center Back,1.685884,3794685,7173,,,,0.9920092310061092,Complete,11514,Giovanni Di Lorenzo,Ground Pass,Left Foot,21.554165,51.18114,29.8,68.4
dd1a3a3e-859c-4ac1-af9c-2e6c7064451f,68,1,00:01:46.456,1,,6,From Free Kick,Italy,Giovanni Di Lorenzo,Right Back,4.056714,3794685,11514,True,,,0.05790756029339105,Incomplete,7788,Ciro Immobile,High Pass,Right Foot,36.01463,74.22853,109.4,56.0
2e5b98e2-0b1d-4ef6-b8be-cacf26ccb412,72,1,00:01:52.094,1,,7,From Keeper,Austria,Daniel Bachmann,Goalkeeper,1.816904,3794685,21532,,,,0.9967854744399156,Complete,3969,Aleksandar Dragović,Ground Pass,Keeper Arm,14.605995,19.57575,23.3,35.7
d8605757-8fe2-4898-bd5d-a9982e9f5b90,75,1,00:01:55.522,1,,7,From Keeper,Austria,Aleksandar Dragović,Right Center Back,1.935992,3794685,3969,,,,0.9861008854480936,Complete,8779,Stefan Lainer,Ground Pass,Left Foot,32.05038,35.725277,34.4,67.4
d7ed884f-dad0-41f1-ae69-5b0c5e43919e,82,1,00:01:59.088,1,,7,From Keeper,Austria,Stefan Lainer,Right Back,1.007687,3794685,8779,,,,0.9351624791670038,Complete,8769,Xaver Schlager,Ground Pass,Left Foot,34.03612,62.941673,46.8,64.3
8500e033-4bc0-4eb6-bec2-30f63f65f4b3,87,1,00:02:04.337,2,,7,From Keeper,Austria,Xaver Schlager,Right Defensive Midfield,0.765352,3794685,8769,True,,,0.8692110939426952,Complete,8506,Konrad Laimer,Ground Pass,Right Foot,63.236156,77.311104,70.8,76.6
3ea54da4-5115-411d-a3e4-8e66eff6ea33,91,1,00:02:06.820,2,,7,From Keeper,Austria,Konrad Laimer,Right Wing,0.835373,3794685,8506,,,,0.8888287307393488,Complete,8518,Marcel Sabitzer,Ground Pass,Right Foot,70.70956,78.93432,77.9,64.7
a87671e3-0a98-4cea-a6fc-0c81888c228c,99,1,00:02:10.576,2,,7,From Keeper,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,1.1806,3794685,7024,,,,0.9571611121601841,Complete,7788,Ciro Immobile,Ground Pass,Right Foot,47.05423,21.366926,56.9,29.4
0e8adc85-1c83-460c-97f0-7bb9c06acc5d,105,1,00:02:13.313,2,Recovery,7,From Keeper,Austria,Konrad Laimer,Right Wing,1.119217,3794685,8506,,,,0.9929178070549136,Complete,3969,Aleksandar Dragović,Ground Pass,Right Foot,62.921375,49.0922,52.9,50.5
5f0ded7a-999d-4e97-9d7d-02d5bee33573,109,1,00:02:15.878,2,,7,From Keeper,Austria,Aleksandar Dragović,Right Center Back,0.867949,3794685,3969,True,,,0.9093674278758568,Complete,11396,Florian Grillitsch,Ground Pass,Right Foot,55.94192,49.468,66.3,47.2
c4625c1f-ebf4-45f7-8335-21a41b03f556,113,1,00:02:17.765,2,,7,From Keeper,Austria,Florian Grillitsch,Left Defensive Midfield,1.124425,3794685,11396,True,,,0.9898957434349884,Complete,8307,Martin Hinteregger,Ground Pass,Right Foot,64.68878,45.929058,52.5,41.4
f4c453d2-618c-4409-9f7a-7c8aa8a7d838,116,1,00:02:20.148,2,,7,From Keeper,Austria,Martin Hinteregger,Left Center Back,1.056681,3794685,8307,,,,0.9379001991203416,Incomplete,8518,Marcel Sabitzer,Ground Pass,Left Foot,51.036316,37.654984,71.9,41.2
ce79ee2f-ec89-4f73-8b18-e6370c0ebdc5,123,1,00:02:23.199,2,,8,Regular Play,Italy,Ciro Immobile,Center Forward,0.518583,3794685,7788,True,,,0.9020788350797552,Complete,3166,Marco Verratti,Ground Pass,Left Foot,64.185,36.514027,65.0,31.7
2c73c54d-c155-4d2d-a917-8422d440bc78,126,1,00:02:26.029,2,,8,Regular Play,Italy,Marco Verratti,Left Center Midfield,1.987423,3794685,3166,,,,0.9864769373984053,Complete,7037,Lorenzo Insigne,Ground Pass,Right Foot,70.87664,25.016268,72.4,4.7
e197b3a7-0824-490d-8da4-87d0d7f082a9,129,1,00:02:28.761,2,,8,Regular Play,Italy,Lorenzo Insigne,Left Wing,2.454344,3794685,7037,,,,0.9864521526962701,Complete,7119,Francesco Acerbi,Ground Pass,Right Foot,71.734406,9.181821,55.4,17.6
b0f709a0-ff50-4042-9c10-3f78cfb846fc,131,1,00:02:31.215,2,,8,Regular Play,Italy,Francesco Acerbi,Left Center Back,1.704932,3794685,7119,,,,0.9918224805646813,Complete,7173,Leonardo Bonucci,Ground Pass,Left Foot,55.411156,21.819557,37.7,31.2
d95c8639-dca4-4ced-a9ee-915743060b2f,134,1,00:02:34.359,2,,8,Regular Play,Italy,Leonardo Bonucci,Right Center Back,2.041537,3794685,7173,,,,0.9812979489274573,Complete,7119,Francesco Acerbi,Ground Pass,Right Foot,36.70374,39.36252,43.2,13.7
01b86d4a-e493-4b1e-8490-457452373f0f,137,1,00:02:39.368,2,,8,Regular Play,Italy,Francesco Acerbi,Left Center Back,1.109686,3794685,7119,,,,0.7023756188031854,Complete,7037,Lorenzo Insigne,Low Pass,Left Foot,53.647594,18.413977,75.5,14.5
04b62a59-ce82-4234-afe7-734c10157243,151,1,00:02:45.725,2,,8,Regular Play,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,0.853073,3794685,7024,,,,0.9320608984012974,Complete,7788,Ciro Immobile,Ground Pass,Right Foot,68.965355,22.588217,75.7,22.9
